Date,SOCL
2012-09-19,13.69800853729248
2012-09-20,13.581014633178711
2012-09-21,13.503018379211426
2012-09-24,13.4835205078125
2012-09-25,13.210535049438477
2012-09-26,13.298280715942383
2012-09-27,13.395774841308594
2012-09-28,13.4445219039917
2012-10-01,13.298280715942383
2012-10-02,13.288530349731445
2012-10-03,13.376276969909668
2012-10-04,13.522518157958984
2012-10-05,13.26902961730957
2012-10-08,13.191036224365234
2012-10-09,12.976548194885254
2012-10-10,12.849804878234863
2012-10-11,12.986296653747559
2012-10-12,12.771809577941895
2012-10-15,12.66456413269043
2012-10-16,12.781557083129883
2012-10-17,12.840054512023926
2012-10-18,12.52807331085205
2012-10-19,12.352581024169922
2012-10-22,12.411077499389648
2012-10-23,12.3038330078125
2012-10-24,12.586567878723145
2012-10-25,12.57681941986084
2012-10-26,12.401328086853027
2012-10-31,12.362330436706543
2012-11-01,12.450077056884766
2012-11-02,12.3038330078125
2012-11-05,12.52807331085205
2012-11-06,12.411077499389648
2012-11-07,12.21608829498291
2012-11-08,12.01134967803955
2012-11-09,11.689617156982422
2012-11-12,11.76761245727539
2012-11-13,11.718866348266602
2012-11-14,11.718866348266602
2012-11-15,11.699366569519043
2012-11-16,11.55312442779541
2012-11-19,11.84560775756836
2012-11-20,11.913854598999023
2012-11-21,12.108844757080078
2012-11-23,12.138092041015625
2012-11-26,12.255086898803711
2012-11-27,12.235588073730469
2012-11-28,12.459824562072754
2012-11-29,12.645065307617188
2012-11-30,12.596318244934082
2012-12-03,12.372079849243164
2012-12-04,12.157591819763184
2012-12-05,12.264835357666016
2012-12-06,12.17708969116211
2012-12-07,12.17708969116211
2012-12-10,12.372079849243164
2012-12-11,12.518322944641113
2012-12-12,12.57681941986084
2012-12-13,12.547569274902344
2012-12-14,12.450077056884766
2012-12-17,12.606067657470703
2012-12-18,12.820555686950684
2012-12-19,12.752309799194336
2012-12-20,12.742559432983398
2012-12-21,12.615817070007324
2012-12-24,12.684062957763672
2012-12-26,12.645065307617188
2012-12-27,12.52609634399414
2012-12-28,12.45727252960205
2012-12-31,12.722738265991211
2013-01-02,12.968541145324707
2013-01-03,13.076695442199707
2013-01-04,13.224175453186035
2013-01-07,13.283169746398926
2013-01-08,13.125855445861816
2013-01-09,13.214343070983887
2013-01-10,13.509307861328125
2013-01-11,13.60762882232666
2013-01-14,13.666620254516602
2013-01-15,13.568299293518066
2013-01-16,13.43065071105957
2013-01-17,13.420817375183105
2013-01-18,13.391322135925293
2013-01-22,13.440481185913086
2013-01-23,13.686285018920898
2013-01-24,13.627291679382324
2013-01-25,13.715781211853027
2013-01-28,13.922255516052246
2013-01-29,13.67645263671875
2013-01-30,13.755108833312988
2013-01-31,13.74527645111084
2013-02-01,13.755108833312988
2013-02-04,13.332328796386719
2013-02-05,13.41098690032959
2013-02-06,13.755108833312988
2013-02-07,13.627291679382324
2013-02-08,13.991079330444336
2013-02-11,14.168057441711426
2013-02-12,13.961584091186523
2013-02-13,13.892759323120117
2013-02-14,14.17789077758789
2013-02-15,14.089401245117188
2013-02-19,14.020577430725098
2013-02-20,13.87309455871582
2013-02-21,13.637124061584473
2013-02-22,13.686285018920898
2013-02-25,13.578131675720215
2013-02-26,13.715781211853027
2013-02-27,14.079568862915039
2013-02-28,13.666620254516602
2013-03-01,13.823935508728027
2013-03-04,13.932086944580078
2013-03-05,14.050071716308594
2013-03-06,13.755108833312988
2013-03-07,13.87309455871582
2013-03-08,14.118897438049316
2013-03-11,14.069737434387207
2013-03-12,13.843597412109375
2013-03-13,13.882926940917969
2013-03-14,13.902591705322266
2013-03-15,13.794438362121582
2013-03-18,13.646957397460938
2013-03-19,13.420817375183105
2013-03-20,13.558467864990234
2013-03-21,13.60762882232666
2013-03-22,13.705947875976562
2013-03-25,13.637124061584473
2013-03-26,13.617461204528809
2013-03-27,13.666620254516602
2013-03-28,13.578131675720215
2013-04-01,13.342161178588867
2013-04-02,13.361825942993164
2013-04-03,13.243841171264648
2013-04-04,13.371658325195312
2013-04-05,13.351993560791016
2013-04-08,13.342161178588867
2013-04-09,13.43065071105957
2013-04-10,13.705947875976562
2013-04-11,13.784605979919434
2013-04-12,13.814103126525879
2013-04-15,13.351993560791016
2013-04-16,13.637124061584473
2013-04-17,13.597795486450195
2013-04-18,13.401154518127441
2013-04-19,13.47981071472168
2013-04-22,13.597795486450195
2013-04-23,13.843597412109375
2013-04-24,13.971414566040039
2013-04-25,14.227051734924316
2013-04-26,14.217218399047852
2013-04-29,14.394196510314941
2013-04-30,14.561341285705566
2013-05-01,14.345035552978516
2013-05-02,14.787479400634766
2013-05-03,14.659662246704102
2013-05-06,14.718655586242676
2013-05-07,14.551509857177734
2013-05-08,14.610503196716309
2013-05-09,14.767816543579102
2013-05-10,14.492517471313477
2013-05-13,14.512181282043457
2013-05-14,14.748151779174805
2013-05-15,14.66949462890625
2013-05-16,14.551509857177734
2013-05-17,14.708824157714844
2013-05-20,14.875969886779785
2013-05-21,14.885801315307617
2013-05-22,14.482684135437012
2013-05-23,14.482684135437012
2013-05-24,14.354867935180664
2013-05-28,14.541677474975586
2013-05-29,14.413860321044922
2013-05-30,14.630167961120605
2013-05-31,14.502348899841309
2013-06-03,14.158225059509277
2013-06-04,13.991079330444336
2013-06-05,13.932086944580078
2013-06-06,14.040240287780762
2013-06-07,14.138561248779297
2013-06-10,14.492517471313477
2013-06-11,14.27621078491211
2013-06-12,14.325371742248535
2013-06-13,14.236881256103516
2013-06-14,14.256546020507812
2013-06-17,14.522013664245605
2013-06-18,14.718655586242676
2013-06-19,14.689159393310547
2013-06-20,14.118897438049316
2013-06-21,14.118897438049316
2013-06-24,13.882926940917969
2013-06-25,14.050071716308594
2013-06-26,14.286043167114258
2013-06-27,14.541677474975586
2013-06-28,14.571173667907715
2013-07-01,14.757984161376953
2013-07-02,14.689159393310547
2013-07-03,14.689159393310547
2013-07-05,14.86613655090332
2013-07-08,14.95462703704834
2013-07-09,14.974289894104004
2013-07-10,14.905465126037598
2013-07-11,15.141436576843262
2013-07-12,15.111939430236816
2013-07-15,15.436399459838867
2013-07-16,15.30858039855957
2013-07-17,15.61337661743164
2013-07-18,15.760859489440918
2013-07-19,15.780522346496582
2013-07-22,15.77069091796875
2013-07-23,15.633040428161621
2013-07-24,15.534720420837402
2013-07-25,16.301624298095703
2013-07-26,16.45893669128418
2013-07-29,16.26229476928711
2013-07-30,16.498266220092773
2013-07-31,16.44910430908203
2013-08-01,16.97020721435547
2013-08-02,17.383155822753906
2013-08-05,17.530635833740234
2013-08-06,17.383155822753906
2013-08-07,17.2061767578125
2013-08-08,17.530635833740234
2013-08-09,17.579797744750977
2013-08-12,17.786270141601562
2013-08-13,17.845264434814453
2013-08-14,17.638790130615234
2013-08-15,17.30449867248535
2013-08-16,17.40281867980957
2013-08-19,17.422483444213867
2013-08-20,17.481477737426758
2013-08-21,17.30449867248535
2013-08-22,17.56013298034668
2013-08-23,17.589628219604492
2013-08-26,17.619125366210938
2013-08-27,17.176679611206055
2013-08-28,17.265169143676758
2013-08-29,17.501140594482422
2013-08-30,17.284832000732422
2013-09-03,17.579797744750977
2013-09-04,17.678117752075195
2013-09-05,18.159889221191406
2013-09-06,18.297542572021484
2013-09-09,18.50401496887207
2013-09-10,18.612167358398438
2013-09-11,18.808809280395508
2013-09-12,18.975955963134766
2013-09-13,19.005451202392578
2013-09-16,18.72032356262207
2013-09-17,19.074275970458984
2013-09-18,19.5167236328125
2013-09-19,20.08698272705078
2013-09-20,19.418399810791016
2013-09-23,19.162763595581055
2013-09-24,19.23158836364746
2013-09-25,19.49705696105957
2013-09-26,19.69369888305664
2013-09-27,19.654369354248047
2013-09-30,19.379070281982422
2013-10-01,19.772356033325195
2013-10-02,19.959163665771484
2013-10-03,19.556047439575195
2013-10-04,20.00832748413086
2013-10-07,19.526552200317383
2013-10-08,18.671159744262695
2013-10-09,18.543344497680664
2013-10-10,19.143098831176758
2013-10-11,19.33974266052246
2013-10-14,19.418399810791016
2013-10-15,19.369239807128906
2013-10-16,19.70353126525879
2013-10-17,19.782190322875977
2013-10-18,20.460601806640625
2013-10-21,20.362279891967773
2013-10-22,20.067317962646484
2013-10-23,19.723194122314453
2013-10-24,19.860843658447266
2013-10-25,19.664201736450195
2013-10-28,19.369239807128906
2013-10-29,19.438064575195312
2013-10-30,19.074275970458984
2013-10-31,19.10377311706543
2013-11-01,19.133268356323242
2013-11-04,19.320079803466797
2013-11-05,19.379070281982422
2013-11-06,19.192262649536133
2013-11-07,18.45485496520996
2013-11-08,18.50401496887207
2013-11-11,18.277877807617188
2013-11-12,18.34670066833496
2013-11-13,19.005451202392578
2013-11-14,19.221755981445312
2013-11-15,19.60521125793457
2013-11-18,19.123437881469727
2013-11-19,18.74981689453125
2013-11-20,18.553176879882812
2013-11-21,18.94645881652832
2013-11-22,18.84813690185547
2013-11-25,18.553176879882812
2013-11-26,18.8678035736084
2013-11-27,19.01528549194336
2013-11-29,19.084110260009766
2013-12-02,19.054611206054688
2013-12-03,18.936628341674805
2013-12-04,19.33974266052246
2013-12-05,19.575714111328125
2013-12-06,19.50688934326172
2013-12-09,19.683866500854492
2013-12-10,20.578588485717773
2013-12-11,19.870676040649414
2013-12-12,19.98866081237793
2013-12-13,20.00832748413086
2013-12-16,19.870676040649414
2013-12-17,20.018157958984375
2013-12-18,20.09681510925293
2013-12-19,20.13614273071289
2013-12-20,20.372114181518555
2013-12-23,20.775226593017578
2013-12-24,20.95220947265625
2013-12-26,21.011199951171875
2013-12-27,20.765398025512695
2013-12-30,20.47043228149414
2013-12-31,20.863719940185547
2014-01-02,20.89321517944336
2014-01-03,20.863719940185547
2014-01-06,21.099687576293945
2014-01-07,21.345491409301758
2014-01-08,21.473310470581055
2014-01-09,21.296329498291016
2014-01-10,21.561800003051758
2014-01-13,20.94237518310547
2014-01-14,21.52246856689453
2014-01-15,21.64045524597168
2014-01-16,21.5028076171875
2014-01-17,21.24717140197754
2014-01-21,21.414318084716797
2014-01-22,21.355321884155273
2014-01-23,20.844057083129883
2014-01-24,20.185302734375
2014-01-27,19.713361740112305
2014-01-28,20.204965591430664
2014-01-29,19.860843658447266
2014-01-30,20.7260684967041
2014-01-31,20.922710418701172
2014-02-03,20.362279891967773
2014-02-04,20.63758087158203
2014-02-05,20.49009895324707
2014-02-06,20.52942657470703
2014-02-07,20.89321517944336
2014-02-10,21.129186630249023
2014-02-11,21.198009490966797
2014-02-12,21.227506637573242
2014-02-13,21.404483795166016
2014-02-14,21.414318084716797
2014-02-18,21.974748611450195
2014-02-19,21.87642478942871
2014-02-20,21.758440017700195
2014-02-21,21.483142852783203
2014-02-24,21.846927642822266
2014-02-25,21.68961524963379
2014-02-26,21.945249557495117
2014-02-27,22.07306671142578
2014-02-28,21.945249557495117
2014-03-03,21.414318084716797
2014-03-04,21.945249557495117
2014-03-05,22.328699111938477
2014-03-06,22.43685531616211
2014-03-07,22.161556243896484
2014-03-10,21.974748611450195
2014-03-11,21.62078857421875
2014-03-12,21.758440017700195
2014-03-13,20.962039947509766
2014-03-14,20.73590087890625
2014-03-17,20.73590087890625
2014-03-18,21.109521865844727
2014-03-19,20.75556755065918
2014-03-20,20.381946563720703
2014-03-21,20.362279891967773
2014-03-24,19.821516036987305
2014-03-25,19.6445369720459
2014-03-26,19.280752182006836
2014-03-27,19.025115966796875
2014-03-28,19.152931213378906
2014-03-31,19.162763595581055
2014-04-01,19.70353126525879
2014-04-02,19.59537696838379
2014-04-03,18.926794052124023
2014-04-04,18.228715896606445
2014-04-07,17.776437759399414
2014-04-08,18.189388275146484
2014-04-09,18.789146423339844
2014-04-10,18.032073974609375
2014-04-11,17.60929298400879
2014-04-14,17.60929298400879
2014-04-15,17.7469425201416
2014-04-16,18.189388275146484
2014-04-17,18.39586067199707
2014-04-21,18.621997833251953
2014-04-22,18.74981689453125
2014-04-23,18.34670066833496
2014-04-24,18.140226364135742
2014-04-25,17.176679611206055
2014-04-28,16.685075759887695
2014-04-29,17.117687225341797
2014-04-30,16.891551971435547
2014-05-01,17.3143310546875
2014-05-02,17.157018661499023
2014-05-05,17.186511993408203
2014-05-06,16.537593841552734
2014-05-07,16.08531951904297
2014-05-08,16.213134765625
2014-05-09,16.51793098449707
2014-05-12,16.793228149414062
2014-05-13,16.704740524291992
2014-05-14,16.783397674560547
2014-05-15,16.724403381347656
2014-05-16,16.685075759887695
2014-05-19,16.8620548248291
2014-05-20,16.921045303344727
2014-05-21,17.088191986083984
2014-05-22,17.117687225341797
2014-05-23,17.343826293945312
2014-05-27,17.530635833740234
2014-05-28,17.56013298034668
2014-05-29,17.727279663085938
2014-05-30,17.501140594482422
2014-06-02,17.2061767578125
2014-06-03,17.530635833740234
2014-06-04,17.56013298034668
2014-06-05,17.569965362548828
2014-06-06,17.727279663085938
2014-06-09,17.904254913330078
2014-06-10,18.091064453125
2014-06-11,18.287710189819336
2014-06-12,18.15005874633789
2014-06-13,18.484350204467773
2014-06-16,18.425355911254883
2014-06-17,18.671159744262695
2014-06-18,18.857969284057617
2014-06-19,18.7596492767334
2014-06-20,18.70065689086914
2014-06-23,18.8678035736084
2014-06-24,18.808809280395508
2014-06-25,19.123437881469727
2014-06-26,19.123437881469727
2014-06-27,19.152931213378906
2014-06-30,19.25125503540039
2014-07-01,19.447895050048828
2014-07-02,19.50688934326172
2014-07-03,19.575714111328125
2014-07-07,19.133268356323242
2014-07-08,18.336868286132812
2014-07-09,18.59250259399414
2014-07-10,18.523679733276367
2014-07-11,18.582670211791992
2014-07-14,18.828475952148438
2014-07-15,18.621997833251953
2014-07-16,18.543344497680664
2014-07-17,18.20905113220215
2014-07-18,18.543344497680664
2014-07-21,18.621997833251953
2014-07-22,18.828475952148438
2014-07-23,18.95629119873047
2014-07-24,19.21192741394043
2014-07-25,19.074275970458984
2014-07-28,19.20209503173828
2014-07-29,19.320079803466797
2014-07-30,19.733028411865234
2014-07-31,19.3004150390625
2014-08-01,19.447895050048828
2014-08-04,19.762523651123047
2014-08-05,19.438064575195312
2014-08-06,19.3004150390625
2014-08-07,19.152931213378906
2014-08-08,19.241422653198242
2014-08-11,19.831348419189453
2014-08-12,19.880508422851562
2014-08-13,19.98866081237793
2014-08-14,20.027990341186523
2014-08-15,19.99849510192871
2014-08-18,20.027990341186523
2014-08-19,20.13614273071289
2014-08-20,20.116477966308594
2014-08-21,19.97882843017578
2014-08-22,20.04765510559082
2014-08-25,20.116477966308594
2014-08-26,20.214799880981445
2014-08-27,20.04765510559082
2014-08-28,19.890342712402344
2014-08-29,20.00832748413086
2014-09-02,20.145977020263672
2014-09-03,20.204965591430664
2014-09-04,20.126310348510742
2014-09-05,20.263961791992188
2014-09-08,20.263961791992188
2014-09-09,20.018157958984375
2014-09-10,20.116477966308594
2014-09-11,20.33278465270996
2014-09-12,20.25412940979004
2014-09-15,19.467559814453125
2014-09-16,19.880508422851562
2014-09-17,19.772356033325195
2014-09-18,19.919836044311523
2014-09-19,19.841182708740234
2014-09-22,19.38890266418457
2014-09-23,19.320079803466797
2014-09-24,19.526552200317383
2014-09-25,19.10377311706543
2014-09-26,19.3004150390625
2014-09-29,19.113603591918945
2014-09-30,18.926794052124023
2014-10-01,18.415525436401367
2014-10-02,18.563007354736328
2014-10-03,18.897296905517578
2014-10-06,18.877634048461914
2014-10-07,18.602336883544922
2014-10-08,18.975955963134766
2014-10-09,18.484350204467773
2014-10-10,17.91408920288086
2014-10-13,17.668285369873047
2014-10-14,17.835430145263672
2014-10-15,18.071401596069336
2014-10-16,18.06157112121582
2014-10-17,18.24837875366211
2014-10-20,18.513845443725586
2014-10-21,18.818641662597656
2014-10-22,18.45485496520996
2014-10-23,18.690824508666992
2014-10-24,18.621997833251953
2014-10-27,18.366365432739258
2014-10-28,18.661327362060547
2014-10-29,18.238548278808594
2014-10-30,18.317201614379883
2014-10-31,18.985788345336914
2014-11-03,19.50688934326172
2014-11-04,19.074275970458984
2014-11-05,18.789146423339844
2014-11-06,18.808809280395508
2014-11-07,18.818641662597656
2014-11-10,19.074275970458984
2014-11-11,19.18242835998535
2014-11-12,19.329910278320312
2014-11-13,19.10377311706543
2014-11-14,19.477392196655273
2014-11-17,18.985788345336914
2014-11-18,18.769481658935547
2014-11-19,18.543344497680664
2014-11-20,18.612167358398438
2014-11-21,18.779314041137695
2014-11-24,18.818641662597656
2014-11-25,18.818641662597656
2014-11-26,18.94645881652832
2014-11-28,18.798978805541992
2014-12-01,18.25821304321289
2014-12-02,18.24837875366211
2014-12-03,18.20905113220215
2014-12-04,18.08123207092285
2014-12-05,18.04190444946289
2014-12-08,17.648624420166016
2014-12-09,17.835430145263672
2014-12-10,17.599458694458008
2014-12-11,17.678117752075195
2014-12-12,17.707612991333008
2014-12-15,17.481477737426758
2014-12-16,17.10785675048828
2014-12-17,17.432315826416016
2014-12-18,17.973081588745117
2014-12-19,18.277877807617188
2014-12-22,18.277877807617188
2014-12-23,18.179555892944336
2014-12-24,18.02224349975586
2014-12-26,18.20905113220215
2014-12-29,17.971982955932617
2014-12-30,17.883451461791992
2014-12-31,17.72606086730957
2015-01-02,17.84410285949707
2015-01-05,17.608016967773438
2015-01-06,17.588342666625977
2015-01-07,17.5588321685791
2015-01-08,17.883451461791992
2015-01-09,17.86377716064453
2015-01-12,17.6768741607666
2015-01-13,17.68671226501465
2015-01-14,17.588342666625977
2015-01-15,17.253890991210938
2015-01-16,17.381771087646484
2015-01-20,17.33258628845215
2015-01-21,17.608016967773438
2015-01-22,17.962146759033203
2015-01-23,18.09986114501953
2015-01-26,18.031003952026367
2015-01-27,17.853939056396484
2015-01-28,17.6276912689209
2015-01-29,17.78508186340332
2015-01-30,17.588342666625977
2015-02-02,17.68671226501465
2015-02-03,18.021167755126953
2015-02-04,18.119535446166992
2015-02-05,18.316274642944336
2015-02-06,18.247413635253906
2015-02-09,18.12937355041504
2015-02-10,18.30643653869629
2015-02-11,18.414642333984375
2015-02-12,18.3851318359375
2015-02-13,18.257251739501953
2015-02-17,18.237577438354492
2015-02-18,18.30643653869629
2015-02-19,18.375295639038086
2015-02-20,18.434316635131836
2015-02-23,18.30643653869629
2015-02-24,18.36545753479004
2015-02-25,18.453990936279297
2015-02-26,18.513010025024414
2015-02-27,18.414642333984375
2015-03-02,18.52284812927246
2015-03-03,18.453990936279297
2015-03-04,18.493337631225586
2015-03-05,18.591707229614258
2015-03-06,18.394968032836914
2015-03-09,18.3851318359375
2015-03-10,18.1490478515625
2015-03-11,18.18839454650879
2015-03-12,18.257251739501953
2015-03-13,18.109699249267578
2015-03-16,18.15888214111328
2015-03-17,18.404804229736328
2015-03-18,19.014692306518555
2015-03-19,19.08354949951172
2015-03-20,18.975345611572266
2015-03-23,19.122900009155273
2015-03-24,19.2114315032959
2015-03-25,18.955671310424805
2015-03-26,18.837627410888672
2015-03-27,18.995018005371094
2015-03-30,19.073711395263672
2015-03-31,19.014692306518555
2015-04-01,18.90648651123047
2015-04-02,19.034364700317383
2015-04-06,19.309797286987305
2015-04-07,19.368820190429688
2015-04-08,19.870500564575195
2015-04-09,19.929523468017578
2015-04-10,20.086910247802734
2015-04-13,20.07707405090332
2015-04-14,20.037729263305664
2015-04-15,20.155771255493164
2015-04-16,20.342670440673828
2015-04-17,19.890174865722656
2015-04-20,20.00821876525879
2015-04-21,20.224626541137695
2015-04-22,20.46071434020996
2015-04-23,20.372180938720703
2015-04-24,20.618101119995117
2015-04-27,20.65744972229004
2015-04-28,20.313161849975586
2015-04-29,20.342670440673828
2015-04-30,19.870500564575195
2015-05-01,19.595067977905273
2015-05-04,19.67376136779785
2015-05-05,19.349145889282227
2015-05-06,19.20159339904785
2015-05-07,19.66392707824707
2015-05-08,19.850828170776367
2015-05-11,19.88033676147461
2015-05-12,19.80164337158203
2015-05-13,19.97870445251465
2015-05-14,20.21479034423828
2015-05-15,20.26397705078125
2015-05-18,20.13609504699707
2015-05-19,19.998380661010742
2015-05-20,19.97870445251465
2015-05-21,20.224626541137695
2015-05-22,20.26397705078125
2015-05-26,19.939359664916992
2015-05-27,19.968868255615234
2015-05-28,19.91968536376953
2015-05-29,19.86066246032715
2015-06-01,20.21479034423828
2015-06-02,20.411529541015625
2015-06-03,20.667287826538086
2015-06-04,20.490222930908203
2015-06-05,20.736146926879883
2015-06-08,20.313161849975586
2015-06-09,20.234464645385742
2015-06-10,20.450878143310547
2015-06-11,20.450878143310547
2015-06-12,20.50006103515625
2015-06-15,20.26397705078125
2015-06-16,20.195119857788086
2015-06-17,20.372180938720703
2015-06-18,20.50006103515625
2015-06-19,20.382017135620117
2015-06-22,20.411529541015625
2015-06-23,20.598430633544922
2015-06-24,20.549243927001953
2015-06-25,20.421367645263672
2015-06-26,20.145933151245117
2015-06-29,19.427841186523438
2015-06-30,19.713109970092773
2015-07-01,19.604904174804688
2015-07-02,19.58523178100586
2015-07-06,18.94583511352539
2015-07-07,18.719587326049805
2015-07-08,18.1490478515625
2015-07-09,18.709749221801758
2015-07-10,18.84746551513672
2015-07-13,19.132736206054688
2015-07-14,19.358983993530273
2015-07-15,18.955671310424805
2015-07-16,19.349145889282227
2015-07-17,19.74262237548828
2015-07-20,19.74262237548828
2015-07-21,19.870500564575195
2015-07-22,19.62458038330078
2015-07-23,19.62458038330078
2015-07-24,19.50653648376465
2015-07-27,18.91632080078125
2015-07-28,19.29996109008789
2015-07-29,19.142568588256836
2015-07-30,18.896648406982422
