Date,GRID
2010-11-05,28.746898651123047
2010-11-08,28.764850616455078
2010-11-09,28.055604934692383
2010-11-10,28.100496292114258
2010-11-11,27.786285400390625
2010-11-12,27.328407287597656
2010-11-15,27.400230407714844
2010-11-16,26.592227935791016
2010-11-17,26.81667137145996
2010-11-18,27.49898338317871
2010-11-19,27.29249382019043
2010-11-22,27.220670700073242
2010-11-23,26.771778106689453
2010-11-24,27.229652404785156
2010-11-26,27.023162841796875
2010-11-29,26.906452178955078
2010-11-30,26.67302131652832
2010-12-01,27.373292922973633
2010-12-02,27.885032653808594
2010-12-03,28.118452072143555
2010-12-06,28.271072387695312
2010-12-07,28.22618293762207
2010-12-08,28.25312042236328
2010-12-09,28.315961837768555
2010-12-10,28.60325050354004
2010-12-13,28.63018798828125
2010-12-14,28.585296630859375
2010-12-15,28.477561950683594
2010-12-16,28.30698585510254
2010-12-17,28.28005599975586
2010-12-20,28.432676315307617
2010-12-21,28.69303321838379
2010-12-22,28.61223030090332
2010-12-23,28.46858787536621
2010-12-27,28.4237003326416
2010-12-28,28.432676315307617
2010-12-29,28.486549377441406
2010-12-30,28.45063591003418
2010-12-31,28.5224552154541
2011-01-03,28.77383041381836
2011-01-04,28.77383041381836
2011-01-05,28.71996307373047
2011-01-06,28.755870819091797
2011-01-07,28.513473510742188
2011-01-10,28.63018798828125
2011-01-11,28.845657348632812
2011-01-12,29.186809539794922
2011-01-13,29.303529739379883
2011-01-14,29.518997192382812
2011-01-18,29.76139259338379
2011-01-19,29.554899215698242
2011-01-20,29.348407745361328
2011-01-21,29.75240135192871
2011-01-24,30.039716720581055
2011-01-25,29.994813919067383
2011-01-26,30.300060272216797
2011-01-27,30.659175872802734
2011-01-28,29.84218406677246
2011-01-31,30.057662963867188
2011-02-01,30.928503036499023
2011-02-02,30.88361358642578
2011-02-03,30.59633445739746
2011-02-04,30.659175872802734
2011-02-07,30.73996353149414
2011-02-08,30.892589569091797
2011-02-09,30.88361358642578
2011-02-10,30.775875091552734
2011-02-11,30.847694396972656
2011-02-14,30.820770263671875
2011-02-15,30.748945236206055
2011-02-16,30.991342544555664
2011-02-17,31.179880142211914
2011-02-18,31.33250617980957
2011-02-22,30.49757194519043
2011-02-23,30.264148712158203
2011-02-24,30.219255447387695
2011-02-25,30.605316162109375
2011-02-28,30.811796188354492
2011-03-01,30.37187957763672
2011-03-02,30.506534576416016
2011-03-03,31.000316619873047
2011-03-04,30.632238388061523
2011-03-07,30.416770935058594
2011-03-08,30.533479690551758
2011-03-09,30.49757194519043
2011-03-10,29.734455108642578
2011-03-11,29.572856903076172
2011-03-14,29.45614242553711
2011-03-15,29.402280807495117
2011-03-16,28.854629516601562
2011-03-17,29.45614242553711
2011-03-18,29.914011001586914
2011-03-21,30.443696975708008
2011-03-22,30.416770935058594
2011-03-23,30.326982498168945
2011-03-24,30.5604190826416
2011-03-25,30.524497985839844
2011-03-28,30.533479690551758
2011-03-29,30.88361358642578
2011-03-30,31.512065887451172
2011-03-31,31.422286987304688
2011-04-01,31.574893951416016
2011-04-04,31.727519989013672
2011-04-05,31.485109329223633
2011-04-06,31.00930404663086
2011-04-07,30.829742431640625
2011-04-08,30.551433563232422
2011-04-11,30.34494972229004
2011-04-12,30.120506286621094
2011-04-13,29.83321189880371
2011-04-14,29.97686004638672
2011-04-15,30.039716720581055
2011-04-18,29.554899215698242
2011-04-19,29.54591941833496
2011-04-20,30.183334350585938
2011-04-21,30.425745010375977
2011-04-25,30.452674865722656
2011-04-26,30.946460723876953
2011-04-27,31.126012802124023
2011-04-28,31.30557632446289
2011-04-29,31.440244674682617
2011-05-02,31.287609100341797
2011-05-03,31.018274307250977
2011-05-04,30.37187957763672
2011-05-05,30.084592819213867
2011-05-06,30.16539192199707
2011-05-09,30.282100677490234
2011-05-10,30.901559829711914
2011-05-11,30.300060272216797
2011-05-12,30.282100677490234
2011-05-13,29.878097534179688
2011-05-16,29.86913299560547
2011-05-17,29.64467430114746
2011-05-18,29.64467430114746
2011-05-19,29.896053314208984
2011-05-20,29.58183479309082
2011-05-23,29.088058471679688
2011-05-24,28.755870819091797
2011-05-25,28.989303588867188
2011-05-26,29.38431739807129
2011-05-27,29.22271728515625
2011-05-31,29.878097534179688
2011-06-01,29.35740089416504
2011-06-02,29.33942985534668
2011-06-03,28.971338272094727
2011-06-06,28.69303321838379
2011-06-07,29.15987205505371
2011-06-08,28.710981369018555
2011-06-09,28.78281021118164
2011-06-10,28.513473510742188
2011-06-13,28.39676284790039
2011-06-14,28.78281021118164
2011-06-15,28.19027328491211
2011-06-16,28.145387649536133
2011-06-17,28.369836807250977
2011-06-20,28.39676284790039
2011-06-21,28.99434471130371
2011-06-22,28.99434471130371
2011-06-23,28.515920639038086
2011-06-24,28.362468719482422
2011-06-27,28.777692794799805
2011-06-28,28.886018753051758
2011-06-29,29.25612449645996
2011-06-30,29.85188865661621
2011-07-01,30.240055084228516
2011-07-05,29.969247817993164
2011-07-06,29.84286880493164
2011-07-07,30.122699737548828
2011-07-08,29.716495513916016
2011-07-11,28.867963790893555
2011-07-12,28.849910736083984
2011-07-13,29.07558822631836
2011-07-14,28.82282829284668
2011-07-15,28.81380271911621
2011-07-18,28.425649642944336
2011-07-19,28.90407371520996
2011-07-20,29.048503875732422
2011-07-21,29.4637451171875
2011-07-22,29.55400848388672
2011-07-25,29.626224517822266
2011-07-26,29.328338623046875
2011-07-27,28.326353073120117
2011-07-28,27.875009536743164
2011-07-29,27.893068313598633
2011-08-01,27.46880340576172
2011-08-02,26.376544952392578
2011-08-03,26.80983543395996
2011-08-04,25.212078094482422
2011-08-05,25.275270462036133
2011-08-08,23.46086883544922
2011-08-09,23.731672286987305
2011-08-10,23.5240478515625
2011-08-11,24.724624633789062
2011-08-12,25.04056739807129
2011-08-15,25.455806732177734
2011-08-16,25.085702896118164
2011-08-17,24.787817001342773
2011-08-18,23.235193252563477
2011-08-19,22.946332931518555
2011-08-22,22.91022491455078
2011-08-23,23.867076873779297
2011-08-24,24.39063262939453
2011-08-25,24.083721160888672
2011-08-26,24.706575393676758
2011-08-29,25.46483039855957
2011-08-30,25.636341094970703
2011-08-31,25.88909339904785
2011-09-01,25.329425811767578
2011-09-02,24.589221954345703
2011-09-06,23.74069595336914
2011-09-07,24.498952865600586
2011-09-08,24.119827270507812
2011-09-09,23.208106994628906
2011-09-12,23.271299362182617
2011-09-13,23.70458984375
2011-09-14,24.309389114379883
2011-09-15,24.589221954345703
2011-09-16,24.291336059570312
2011-09-19,23.830968856811523
2011-09-20,23.56918716430664
2011-09-21,22.838010787963867
2011-09-22,21.854076385498047
2011-09-23,22.025583267211914
2011-09-26,22.124889373779297
2011-09-27,22.838010787963867
2011-09-28,22.224185943603516
2011-09-29,22.540124893188477
2011-09-30,22.088775634765625
2011-10-03,20.879173278808594
2011-10-04,20.716690063476562
2011-10-05,22.097803115844727
2011-10-06,22.747737884521484
2011-10-07,22.46790885925293
2011-10-10,23.13589096069336
2011-10-11,23.126863479614258
2011-10-12,23.85804557800293
2011-10-13,23.67751121520996
2011-10-14,23.993453979492188
2011-10-17,23.424755096435547
2011-10-18,23.650432586669922
2011-10-19,23.3615665435791
2011-10-20,22.955360412597656
2011-10-21,22.955360412597656
2011-10-24,24.137880325317383
2011-10-25,24.137880325317383
2011-10-26,23.695566177368164
2011-10-27,25.0947322845459
2011-10-28,24.778789520263672
2011-10-31,23.70458984375
2011-11-01,22.801904678344727
2011-11-02,22.801904678344727
2011-11-03,24.092742919921875
2011-11-04,23.605297088623047
2011-11-07,23.415725708007812
2011-11-08,23.6865291595459
2011-11-09,22.32347869873047
2011-11-10,22.314449310302734
2011-11-11,23.13589096069336
2011-11-14,22.657472610473633
2011-11-15,22.657472610473633
2011-11-16,22.305423736572266
2011-11-17,21.836027145385742
2011-11-18,22.061697006225586
2011-11-21,21.258302688598633
2011-11-22,21.2673282623291
2011-11-23,20.68961524963379
2011-11-25,20.491024017333984
2011-11-28,21.30344009399414
2011-11-29,21.456897735595703
2011-11-30,22.377635955810547
2011-12-01,22.377635955810547
2011-12-02,22.494991302490234
2011-12-05,22.666501998901367
2011-12-06,22.69358253479004
2011-12-07,22.55817222595215
2011-12-08,21.872129440307617
2011-12-09,22.314449310302734
2011-12-12,21.754785537719727
2011-12-13,21.619380950927734
2011-12-14,21.195117950439453
2011-12-15,21.4388427734375
2011-12-16,21.547170639038086
2011-12-19,21.384679794311523
2011-12-20,22.088775634765625
2011-12-21,22.045299530029297
2011-12-22,22.461925506591797
2011-12-23,22.597797393798828
2011-12-27,22.525341033935547
2011-12-28,22.235502243041992
2011-12-29,22.443822860717773
2011-12-30,22.579675674438477
2012-01-03,23.204627990722656
2012-01-04,22.79705810546875
2012-01-05,22.79705810546875
2012-01-06,22.652137756347656
2012-01-09,22.769882202148438
2012-01-10,23.36765480041504
2012-01-11,23.548805236816406
2012-01-12,23.693723678588867
2012-01-13,23.53068733215332
2012-01-17,23.63031578063965
2012-01-18,24.0197811126709
2012-01-19,24.30961036682129
2012-01-20,24.30961036682129
2012-01-23,24.30961036682129
2012-01-24,24.14657974243164
2012-01-25,24.54509925842285
2012-01-26,24.563215255737305
2012-01-27,24.789642333984375
2012-01-30,24.517929077148438
2012-01-31,24.744356155395508
2012-02-01,25.314958572387695
2012-02-02,25.396474838256836
2012-02-03,25.912742614746094
2012-02-06,25.731592178344727
2012-02-07,25.86745262145996
2012-02-08,25.97614097595215
2012-02-09,25.930858612060547
2012-02-10,25.60479164123535
2012-02-13,25.731592178344727
2012-02-14,25.360254287719727
2012-02-15,25.42365074157715
2012-02-16,25.939912796020508
2012-02-17,25.958024978637695
2012-02-21,26.075775146484375
2012-02-22,25.958024978637695
2012-02-23,25.86745262145996
2012-02-24,25.9036865234375
2012-02-27,25.967084884643555
2012-02-28,25.948972702026367
2012-02-29,25.894628524780273
2012-03-01,25.894628524780273
2012-03-02,25.6772518157959
2012-03-05,25.459884643554688
2012-03-06,24.626615524291992
2012-03-07,24.862104415893555
2012-03-08,25.514223098754883
2012-03-09,25.441761016845703
2012-03-12,25.441761016845703
2012-03-13,25.92180061340332
2012-03-14,25.66819190979004
2012-03-15,25.967084884643555
2012-03-16,25.930858612060547
2012-03-19,26.048606872558594
2012-03-20,25.61385154724121
2012-03-21,25.582111358642578
2012-03-22,25.29192352294922
2012-03-23,25.43701171875
2012-03-26,25.87230110168457
2012-03-27,25.863235473632812
2012-03-28,25.427947998046875
2012-03-29,25.201234817504883
2012-03-30,25.201234817504883
2012-04-02,25.573049545288086
2012-04-03,25.21030616760254
2012-04-04,24.81129264831543
2012-04-05,24.51203155517578
2012-04-09,24.058610916137695
2012-04-10,23.623323440551758
2012-04-11,24.00420570373535
2012-04-12,24.294395446777344
2012-04-13,24.076749801635742
2012-04-16,24.33972930908203
2012-04-17,24.747817993164062
2012-04-18,24.493896484375
2012-04-19,24.249052047729492
2012-04-20,24.575515747070312
2012-04-23,23.949787139892578
2012-04-24,24.3034610748291
2012-04-25,24.321598052978516
2012-04-26,24.321598052978516
2012-04-27,24.620851516723633
2012-04-30,24.493896484375
2012-05-01,25.056140899658203
2012-05-02,25.056140899658203
2012-05-03,24.484832763671875
2012-05-04,24.321598052978516
2012-05-07,24.239986419677734
2012-05-08,24.058610916137695
2012-05-09,23.804698944091797
2012-05-10,23.85003662109375
2012-05-11,23.777490615844727
2012-05-14,23.405681610107422
2012-05-15,23.12456512451172
2012-05-16,22.95225715637207
2012-05-17,22.580455780029297
2012-05-18,22.580455780029297
2012-05-21,22.770891189575195
2012-05-22,23.006675720214844
2012-05-23,22.562318801879883
2012-05-24,22.87971305847168
2012-05-25,22.92506217956543
2012-05-29,23.15176773071289
2012-05-30,22.77996253967285
2012-05-31,22.74368667602539
2012-06-01,22.217716217041016
2012-06-04,22.108890533447266
2012-06-05,22.06355094909668
2012-06-06,22.834367752075195
2012-06-07,23.1427001953125
2012-06-08,22.97039222717285
2012-06-11,22.934127807617188
2012-06-12,22.852506637573242
2012-06-13,22.852506637573242
2012-06-14,22.915987014770508
2012-06-15,23.088287353515625
2012-06-18,23.36941146850586
2012-06-19,23.704940795898438
2012-06-20,23.723081588745117
2012-06-21,23.13913345336914
2012-06-22,23.23023796081543
2012-06-25,23.23023796081543
2012-06-26,22.774744033813477
2012-06-27,22.993377685546875
2012-06-28,22.993377685546875
2012-06-29,24.1412296295166
2012-07-02,24.432741165161133
2012-07-03,24.432741165161133
2012-07-05,24.59671974182129
2012-07-06,24.22321891784668
2012-07-09,24.22321891784668
2012-07-10,23.895248413085938
2012-07-11,23.822376251220703
2012-07-12,23.694839477539062
2012-07-13,24.004575729370117
2012-07-16,23.995468139648438
2012-07-17,23.986352920532227
2012-07-18,24.050127029418945
2012-07-19,24.02280044555664
2012-07-20,23.658397674560547
2012-07-23,23.22112464904785
2012-07-24,23.0115966796875
2012-07-25,23.0115966796875
2012-07-26,23.57640838623047
2012-07-27,24.104778289794922
2012-07-30,24.296096801757812
2012-07-31,24.28697967529297
2012-08-01,24.23232078552246
2012-08-02,23.995468139648438
2012-08-03,24.870014190673828
2012-08-06,25.34372901916504
2012-08-07,25.50771141052246
2012-08-08,25.279956817626953
2012-08-09,25.289072036743164
2012-08-10,25.34372901916504
2012-08-13,25.25263214111328
2012-08-14,25.325510025024414
2012-08-15,25.398386001586914
2012-08-16,25.862993240356445
2012-08-17,25.90854263305664
2012-08-20,25.726348876953125
2012-08-21,25.835664749145508
2012-08-22,25.7810001373291
2012-08-23,25.607913970947266
2012-08-24,25.607913970947266
2012-08-27,25.662578582763672
2012-08-28,25.662578582763672
2012-08-29,25.662578582763672
2012-08-30,25.662578582763672
2012-08-31,25.398386001586914
2012-09-04,25.380170822143555
2012-09-05,25.43482780456543
2012-09-06,26.09073829650879
2012-09-07,26.427810668945312
2012-09-10,26.491575241088867
2012-09-11,26.44602394104004
2012-09-12,26.79220199584961
2012-09-13,27.1019344329834
2012-09-14,27.539216995239258
2012-09-17,27.30235481262207
2012-09-18,27.202146530151367
2012-09-19,27.202146530151367
2012-09-20,27.02906036376953
2012-09-21,27.22916603088379
2012-09-24,26.92763900756836
2012-09-25,26.589555740356445
2012-09-26,26.21492576599121
2012-09-27,26.708341598510742
2012-09-28,26.251480102539062
2012-10-01,26.297168731689453
2012-10-02,26.671794891357422
2012-10-03,26.61696434020996
2012-10-04,26.772300720214844
2012-10-05,26.772300720214844
2012-10-08,26.790576934814453
2012-10-09,26.33371353149414
2012-10-10,26.33371353149414
2012-10-11,26.21492576599121
2012-10-12,26.32457733154297
2012-10-15,26.379398345947266
2012-10-16,26.635242462158203
2012-10-17,26.744895935058594
2012-10-18,26.863670349121094
2012-10-19,25.99562644958496
2012-10-22,25.94994354248047
2012-10-23,25.36515998840332
2012-10-24,25.337745666503906
2012-10-25,25.41998291015625
2012-10-26,25.273784637451172
2012-10-31,25.483943939208984
2012-11-01,25.785472869873047
2012-11-02,25.785472869873047
2012-11-05,25.55704116821289
2012-11-06,26.1966552734375
2012-11-07,25.86771011352539
2012-11-08,25.493078231811523
2012-11-09,25.28291893005371
2012-11-12,25.28291893005371
2012-11-13,24.99966812133789
2012-11-14,24.506250381469727
2012-11-15,24.442291259765625
2012-11-16,24.442291259765625
2012-11-19,24.780366897583008
2012-11-20,24.835193634033203
2012-11-21,24.953981399536133
2012-11-23,24.953981399536133
2012-11-26,25.502214431762695
2012-11-27,25.273784637451172
2012-11-28,25.36515998840332
2012-11-29,25.36515998840332
2012-11-30,25.986492156982422
2012-12-03,25.904258728027344
2012-12-04,25.8859806060791
2012-12-05,26.087003707885742
2012-12-06,25.8859806060791
2012-12-07,25.849428176879883
2012-12-10,26.0047664642334
2012-12-11,26.269752502441406
2012-12-12,26.269752502441406
2012-12-13,26.297168731689453
2012-12-14,26.452497482299805
2012-12-17,26.47077178955078
2012-12-18,26.744895935058594
2012-12-19,27.073829650878906
2012-12-20,27.09210777282715
2012-12-21,27.03451156616211
2012-12-24,27.03451156616211
2012-12-26,26.86994743347168
2012-12-27,26.586523056030273
2012-12-28,26.613956451416016
2012-12-31,26.723663330078125
2013-01-02,27.427640914916992
2013-01-03,27.519065856933594
2013-01-04,27.820770263671875
2013-01-07,27.683629989624023
2013-01-08,27.601350784301758
2013-01-09,27.848194122314453
2013-01-10,27.903053283691406
2013-01-11,28.140758514404297
2013-01-14,28.140758514404297
2013-01-15,28.140758514404297
2013-01-16,28.223039627075195
2013-01-17,28.3236083984375
2013-01-18,28.296180725097656
2013-01-22,28.57045555114746
2013-01-23,28.543025970458984
2013-01-24,28.579605102539062
2013-01-25,28.98187255859375
2013-01-28,28.762453079223633
2013-01-29,28.890445709228516
2013-01-30,28.79902458190918
2013-01-31,28.79902458190918
2013-02-01,28.762453079223633
2013-02-04,27.9761962890625
2013-02-05,28.451602935791016
2013-02-06,28.442461013793945
2013-02-07,28.223039627075195
2013-02-08,28.223039627075195
2013-02-11,28.597885131835938
2013-02-12,28.744165420532227
2013-02-13,29.119007110595703
2013-02-14,29.58527946472168
2013-02-15,29.4664249420166
2013-02-19,29.822982788085938
2013-02-20,29.822982788085938
2013-02-21,29.164724349975586
2013-02-22,29.658418655395508
2013-02-25,29.055011749267578
2013-02-26,29.082439422607422
2013-02-27,29.484716415405273
2013-02-28,29.64927864074707
2013-03-01,29.28357696533203
2013-03-04,29.63099479675293
2013-03-05,29.78641700744629
2013-03-06,29.78641700744629
2013-03-07,29.87784194946289
2013-03-08,29.978416442871094
2013-03-11,30.152116775512695
2013-03-12,30.17953872680664
2013-03-13,30.261823654174805
2013-03-14,30.627532958984375
2013-03-15,30.44467544555664
2013-03-18,29.932703018188477
2013-03-19,29.722414016723633
2013-03-20,30.042404174804688
2013-03-21,29.67286491394043
2013-03-22,29.87410545349121
2013-03-25,29.70945167541504
2013-03-26,29.727754592895508
2013-03-27,29.252107620239258
2013-03-28,29.252107620239258
2013-04-01,29.050870895385742
2013-04-02,28.986846923828125
2013-04-03,28.813053131103516
2013-04-04,28.56608009338379
2013-04-05,28.45631980895996
2013-04-08,28.620967864990234
2013-04-09,29.060020446777344
2013-04-10,29.62713623046875
2013-04-11,29.544815063476562
2013-04-12,29.435039520263672
2013-04-15,28.474611282348633
2013-04-16,28.520343780517578
2013-04-17,27.78858757019043
2013-04-18,27.614797592163086
2013-04-19,27.96238136291504
2013-04-22,28.63925552368164
2013-04-23,28.867931365966797
2013-04-24,29.572254180908203
2013-04-25,29.855810165405273
2013-04-26,29.526519775390625
2013-04-29,29.800928115844727
2013-04-30,29.62713623046875
2013-05-01,29.389307022094727
2013-05-02,29.581396102905273
2013-05-03,30.111921310424805
2013-05-06,30.111921310424805
2013-05-07,29.837514877319336
2013-05-08,30.075336456298828
2013-05-09,29.581396102905273
2013-05-10,29.819223403930664
2013-05-13,29.62713623046875
2013-05-14,29.62713623046875
2013-05-15,30.194242477416992
2013-05-16,30.194242477416992
2013-05-17,30.322309494018555
2013-05-20,30.596717834472656
2013-05-21,31.11808967590332
2013-05-22,30.468660354614258
2013-05-23,30.121070861816406
2013-05-24,30.093629837036133
2013-05-28,30.2216854095459
2013-05-29,30.03874969482422
2013-05-30,30.404626846313477
2013-05-31,30.212543487548828
2013-06-03,30.212543487548828
2013-06-04,29.67286491394043
2013-06-05,29.462488174438477
2013-06-06,29.764341354370117
2013-06-07,30.111921310424805
2013-06-10,29.983863830566406
2013-06-11,29.789461135864258
2013-06-12,29.595067977905273
2013-06-13,29.55803871154785
2013-06-14,29.400665283203125
2013-06-17,29.64134979248047
2013-06-18,29.64134979248047
2013-06-19,29.622840881347656
2013-06-20,28.891523361206055
2013-06-21,28.326845169067383
2013-06-24,27.780672073364258
2013-06-25,28.2435245513916
2013-06-26,28.2435245513916
2013-06-27,29.122953414916992
2013-06-28,28.891523361206055
2013-07-01,28.891523361206055
2013-07-02,29.02112579345703
2013-07-03,29.02112579345703
2013-07-05,29.345123291015625
2013-07-08,29.483978271484375
2013-07-09,29.798728942871094
2013-07-10,29.622840881347656
2013-07-11,30.07643699645996
2013-07-12,29.900554656982422
2013-07-15,30.354156494140625
2013-07-16,30.30787467956543
2013-07-17,30.548547744750977
2013-07-18,30.622610092163086
2013-07-19,31.16876983642578
2013-07-22,31.23358726501465
2013-07-23,31.224319458007812
2013-07-24,30.817012786865234
2013-07-25,30.928098678588867
2013-07-26,30.789241790771484
2013-07-29,30.539291381835938
2013-07-30,30.539291381835938
2013-07-31,30.65964126586914
2013-08-01,31.085460662841797
2013-08-02,31.002151489257812
2013-08-05,31.19654655456543
2013-08-06,30.91883659362793
2013-08-07,30.91883659362793
2013-08-08,31.094728469848633
2013-08-09,30.90958595275879
2013-08-12,30.900320053100586
2013-08-13,30.91883659362793
2013-08-14,30.91883659362793
2013-08-15,30.91883659362793
2013-08-16,30.45598030090332
2013-08-19,29.99312400817871
2013-08-20,30.13197898864746
2013-08-21,30.011634826660156
2013-08-22,30.011634826660156
2013-08-23,30.428213119506836
2013-08-26,30.215295791625977
2013-08-27,29.900554656982422
2013-08-28,29.752437591552734
2013-08-29,29.983867645263672
2013-08-30,29.983867645263672
2013-09-03,29.983867645263672
2013-09-04,29.687639236450195
2013-09-05,29.761695861816406
2013-09-06,30.048660278320312
2013-09-09,30.094951629638672
2013-09-10,30.511520385742188
2013-09-11,30.70592498779297
2013-09-12,30.90958595275879
2013-09-13,30.90958595275879
2013-09-16,30.74295997619629
