Date,PBD
2010-11-04,12.330626487731934
2010-11-05,12.296160697937012
2010-11-08,12.330626487731934
2010-11-09,12.089354515075684
2010-11-10,12.158291816711426
2010-11-11,11.951486587524414
2010-11-12,11.74468994140625
2010-11-15,11.761916160583496
2010-11-16,11.468949317932129
2010-11-17,11.374163627624512
2010-11-18,11.606816291809082
2010-11-19,11.649898529052734
2010-11-22,11.598199844360352
2010-11-23,11.443095207214355
2010-11-24,11.529265403747559
2010-11-26,11.460332870483398
2010-11-29,11.287996292114258
2010-11-30,11.219060897827148
2010-12-01,11.477564811706543
2010-12-02,11.675747871398926
2010-12-03,11.796385765075684
2010-12-06,11.813616752624512
2010-12-07,11.822237968444824
2010-12-08,11.87393856048584
2010-12-09,11.942873001098633
2010-12-10,12.037654876708984
2010-12-13,12.06350326538086
2010-12-14,11.994573593139648
2010-12-15,11.908403396606445
2010-12-16,11.908403396606445
2010-12-17,11.950681686401367
2010-12-20,11.890283584594727
2010-12-21,12.019713401794434
2010-12-22,12.080113410949707
2010-12-23,12.011086463928223
2010-12-27,11.95931339263916
2010-12-28,11.907541275024414
2010-12-29,12.054228782653809
2010-12-30,12.011086463928223
2010-12-31,12.045600891113281
2011-01-03,12.183659553527832
2011-01-04,12.20091438293457
2011-01-05,12.226802825927734
2011-01-06,12.14051628112793
2011-01-07,12.088744163513184
2011-01-10,12.166402816772461
2011-01-11,12.218174934387207
2011-01-12,12.459773063659668
2011-01-13,12.451146125793457
2011-01-14,12.459773063659668
2011-01-18,12.63234806060791
2011-01-19,12.43388843536377
2011-01-20,12.313087463378906
2011-01-21,12.278573989868164
2011-01-24,12.477032661437988
2011-01-25,12.373483657836914
2011-01-26,12.382120132446289
2011-01-27,12.425259590148926
2011-01-28,12.114628791809082
2011-01-31,12.26994514465332
2011-02-01,12.511549949645996
2011-02-02,12.623717308044434
2011-02-03,12.563321113586426
2011-02-04,12.546060562133789
2011-02-07,12.623717308044434
2011-02-08,12.640976905822754
2011-02-09,12.537431716918945
2011-02-10,12.425259590148926
2011-02-11,12.546060562133789
2011-02-14,12.640976905822754
2011-02-15,12.597833633422852
2011-02-16,12.727266311645508
2011-02-17,12.804922103881836
2011-02-18,12.839434623718262
2011-02-22,12.43388843536377
2011-02-23,12.295831680297852
2011-02-24,12.416632652282715
2011-02-25,12.58057689666748
2011-02-28,12.494290351867676
2011-03-01,12.295831680297852
2011-03-02,12.32171630859375
2011-03-03,12.477032661437988
2011-03-04,12.408002853393555
2011-03-07,12.287199020385742
2011-03-08,12.416632652282715
2011-03-09,12.43388843536377
2011-03-10,12.080113410949707
2011-03-11,12.028340339660645
2011-03-14,12.25268840789795
2011-03-15,12.606464385986328
2011-03-16,12.425259590148926
2011-03-17,12.710005760192871
2011-03-18,12.796290397644043
2011-03-21,12.986123085021973
2011-03-22,12.8998384475708
2011-03-23,12.942978858947754
2011-03-24,13.089667320251465
2011-03-25,13.037895202636719
2011-03-28,13.219096183776855
2011-03-29,13.400299072265625
2011-03-30,13.555614471435547
2011-03-31,13.56424617767334
2011-04-01,13.581499099731445
2011-04-04,13.598755836486816
2011-04-05,13.521099090576172
2011-04-06,13.469326972961426
2011-04-07,13.331267356872559
2011-04-08,13.288125038146973
2011-04-11,13.244979858398438
2011-04-12,13.098294258117676
2011-04-13,13.132807731628418
2011-04-14,13.124178886413574
2011-04-15,13.055152893066406
2011-04-18,12.770408630371094
2011-04-19,12.787663459777832
2011-04-20,12.960238456726074
2011-04-21,13.029268264770508
2011-04-25,13.046525001525879
2011-04-26,13.106925010681152
2011-04-27,13.201839447021484
2011-04-28,13.150066375732422
2011-04-29,13.383039474487305
2011-05-02,13.262237548828125
2011-05-03,13.055152893066406
2011-05-04,12.787663459777832
2011-05-05,12.623717308044434
2011-05-06,12.666863441467285
2011-05-09,12.761778831481934
2011-05-10,12.839434623718262
2011-05-11,12.606464385986328
2011-05-12,12.770408630371094
2011-05-13,12.58057689666748
2011-05-16,12.4856595993042
2011-05-17,12.451146125793457
2011-05-18,12.546060562133789
2011-05-19,12.546060562133789
2011-05-20,12.32171630859375
2011-05-23,11.993827819824219
2011-05-24,11.933426856994629
2011-05-25,11.933426856994629
2011-05-26,11.985198020935059
2011-05-27,12.114628791809082
2011-05-31,12.563321113586426
2011-06-01,12.149142265319824
2011-06-02,12.226802825927734
2011-06-03,12.149142265319824
2011-06-06,11.96794319152832
2011-06-07,12.036971092224121
2011-06-08,11.76085376739502
2011-06-09,11.864397048950195
2011-06-10,11.57965087890625
2011-06-13,11.562395095825195
2011-06-14,11.803997039794922
2011-06-15,11.441596984863281
2011-06-16,11.346680641174316
2011-06-17,11.433903694152832
2011-06-20,11.407994270324707
2011-06-21,11.546167373657227
2011-06-22,11.56343936920166
2011-06-23,11.537528991699219
2011-06-24,11.373449325561523
2011-06-27,11.468442916870117
2011-06-28,11.546167373657227
2011-06-29,11.67570686340332
2011-06-30,11.83115291595459
2011-07-01,11.960688591003418
2011-07-05,11.9088773727417
2011-07-06,11.787969589233398
2011-07-07,11.84842300415039
2011-07-08,11.658434867858887
2011-07-11,11.243910789489746
2011-07-12,11.062557220458984
2011-07-13,11.16618824005127
2011-07-14,11.010744094848633
2011-07-15,11.04528522491455
2011-07-18,10.855298042297363
2011-07-19,11.07119369506836
2011-07-20,11.192098617553711
2011-07-21,11.364812850952148
2011-07-22,11.433903694152832
2011-07-25,11.31299877166748
2011-07-26,11.269819259643555
2011-07-27,10.958929061889648
2011-07-28,10.898473739624023
2011-07-29,10.958929061889648
2011-08-01,10.881206512451172
2011-08-02,10.449414253234863
2011-08-03,10.449414253234863
2011-08-04,9.741270065307617
2011-08-05,9.65491008758545
2011-08-08,8.799956321716309
2011-08-09,9.395833969116211
2011-08-10,8.972675323486328
2011-08-11,9.439014434814453
2011-08-12,9.577187538146973
2011-08-15,9.931256294250488
2011-08-16,9.767179489135742
2011-08-17,9.7239990234375
2011-08-18,9.102216720581055
2011-08-19,8.851775169372559
2011-08-22,8.869043350219727
2011-08-23,9.274930000305176
2011-08-24,9.430377006530762
2011-08-25,9.283570289611816
2011-08-26,9.456284523010254
2011-08-29,9.775811195373535
2011-08-30,9.715359687805176
2011-08-31,9.78444766998291
2011-09-01,9.55128288269043
2011-09-02,9.292204856872559
2011-09-06,9.015851020812988
2011-09-07,9.318108558654785
2011-09-08,9.110852241516113
2011-09-09,8.739507675170898
2011-09-12,8.704965591430664
2011-09-13,8.860410690307617
2011-09-14,8.955405235290527
2011-09-15,8.972675323486328
2011-09-16,8.971807479858398
2011-09-19,8.745991706848145
2011-09-20,8.511491775512695
2011-09-21,8.19882583618164
2011-09-22,7.8427324295043945
2011-09-23,7.929584980010986
2011-09-26,7.920898914337158
2011-09-27,8.085915565490723
2011-09-28,7.8427324295043945
2011-09-29,7.877473831176758
2011-09-30,7.616918087005615
2011-10-03,7.147916316986084
2011-10-04,7.373729705810547
2011-10-05,7.521378993988037
2011-10-06,7.790621280670166
2011-10-07,7.608231067657471
2011-10-10,7.894842624664307
2011-10-11,7.929584980010986
2011-10-12,8.138030052185059
2011-10-13,8.18145751953125
2011-10-14,8.294363021850586
2011-10-17,7.999066352844238
2011-10-18,8.155400276184082
2011-10-19,7.920898914337158
2011-10-20,7.86010217666626
2011-10-21,7.973011016845703
2011-10-24,8.337786674499512
2011-10-25,8.05986213684082
2011-10-26,8.242250442504883
2011-10-27,8.954436302185059
2011-10-28,8.928380012512207
2011-10-31,8.48543930053711
2011-11-01,8.164083480834961
2011-11-02,8.276988983154297
2011-11-03,8.424639701843262
2011-11-04,8.502805709838867
2011-11-07,8.62440013885498
2011-11-08,8.62440013885498
2011-11-09,8.09460163116455
2011-11-10,8.033807754516602
2011-11-11,8.276988983154297
2011-11-14,8.129343032836914
2011-11-15,8.120658874511719
2011-11-16,7.973011016845703
2011-11-17,7.738510608673096
2011-11-18,7.729825019836426
2011-11-21,7.451896667480469
2011-11-22,7.469268798828125
2011-11-23,7.260824680328369
2011-11-25,7.191340446472168
2011-11-28,7.530063152313232
2011-11-29,7.477952480316162
2011-11-30,7.929584980010986
2011-12-01,7.834049701690674
2011-12-02,7.79930305480957
2011-12-05,7.894842624664307
2011-12-06,7.807993412017822
2011-12-07,7.790621280670166
2011-12-08,7.486640453338623
2011-12-09,7.6864013671875
2011-12-12,7.469268798828125
2011-12-13,7.269508361816406
2011-12-14,7.069750785827637
2011-12-15,7.043694496154785
2011-12-16,7.104944229125977
2011-12-19,6.9211955070495605
2011-12-20,7.23619270324707
2011-12-21,7.192443370819092
2011-12-22,7.323691368103027
2011-12-23,7.341190338134766
2011-12-27,7.279941558837891
2011-12-28,7.148693561553955
2011-12-29,7.174942493438721
2011-12-30,7.201193332672119
2012-01-03,7.45494270324707
2012-01-04,7.349940776824951
2012-01-05,7.3061909675598145
2012-01-06,7.23619270324707
2012-01-09,7.358689785003662
2012-01-10,7.472439765930176
2012-01-11,7.673689842224121
2012-01-12,7.813687324523926
2012-01-13,7.621188640594482
2012-01-17,7.682438850402832
2012-01-18,7.901186466217041
2012-01-19,7.9274373054504395
2012-01-20,7.953685283660889
2012-01-23,7.936185836791992
2012-01-24,7.918686866760254
2012-01-25,7.988686561584473
2012-01-26,7.979936599731445
2012-01-27,8.128684997558594
2012-01-30,8.014934539794922
2012-01-31,7.936185836791992
2012-02-01,8.181184768676758
2012-02-02,8.286184310913086
2012-02-03,8.513680458068848
2012-02-06,8.487431526184082
2012-02-07,8.469931602478027
2012-02-08,8.627429008483887
2012-02-09,8.76743221282959
2012-02-10,8.522433280944824
2012-02-13,8.522433280944824
2012-02-14,8.373682975769043
2012-02-15,8.312433242797852
2012-02-16,8.461186408996582
2012-02-17,8.566181182861328
2012-02-21,8.531183242797852
2012-02-22,8.496180534362793
2012-02-23,8.391185760498047
2012-02-24,8.312433242797852
2012-02-27,8.268681526184082
2012-02-28,8.364933013916016
2012-02-29,8.259934425354004
2012-03-01,8.242435455322266
2012-03-02,8.181184768676758
2012-03-05,8.058685302734375
2012-03-06,7.769936561584473
2012-03-07,7.796187877655029
2012-03-08,7.971185207366943
2012-03-09,8.067435264587402
2012-03-12,8.023685455322266
2012-03-13,8.189933776855469
2012-03-14,8.076186180114746
2012-03-15,8.172435760498047
2012-03-16,8.203987121582031
2012-03-19,8.160162925720215
2012-03-20,8.046218872070312
2012-03-21,8.019925117492676
2012-03-22,7.870918273925781
2012-03-23,7.958568572998047
2012-03-26,8.046218872070312
2012-03-27,7.984865188598633
2012-03-28,7.870918273925781
2012-03-29,7.835860252380371
2012-03-30,7.87968635559082
2012-04-02,7.809567451477051
2012-04-03,7.669327735900879
2012-04-04,7.476497650146484
2012-04-05,7.476497650146484
2012-04-09,7.345024108886719
2012-04-10,7.231080055236816
2012-04-11,7.3713178634643555
2012-04-12,7.520322322845459
2012-04-13,7.353790283203125
2012-04-16,7.336258411407471
2012-04-17,7.485262393951416
2012-04-18,7.406376838684082
2012-04-19,7.327494144439697
2012-04-20,7.3713178634643555
2012-04-23,7.187255859375
2012-04-24,7.231080055236816
2012-04-25,7.318728923797607
2012-04-26,7.327494144439697
2012-04-27,7.362552165985107
2012-04-30,7.327494144439697
2012-05-01,7.388847827911377
2012-05-02,7.388847827911377
2012-05-03,7.266139507293701
2012-05-04,7.222313404083252
2012-05-07,7.196020126342773
2012-05-08,7.099606037139893
2012-05-09,7.064546585083008
2012-05-10,7.02948522567749
2012-05-11,6.985661029815674
2012-05-14,6.827890872955322
2012-05-15,6.705183506011963
2012-05-16,6.582473278045654
2012-05-17,6.48606014251709
2012-05-18,6.380880355834961
2012-05-21,6.521118640899658
2012-05-22,6.48606014251709
2012-05-23,6.477294445037842
2012-05-24,6.433470726013184
2012-05-25,6.424704551696777
2012-05-29,6.582473278045654
2012-05-30,6.415939807891846
2012-05-31,6.433470726013184
2012-06-01,6.231875419616699
2012-06-04,6.188051700592041
2012-06-05,6.258171558380127
2012-06-06,6.424704551696777
2012-06-07,6.407175064086914
2012-06-08,6.398410320281982
2012-06-11,6.275700092315674
2012-06-12,6.380880355834961
2012-06-13,6.310760498046875
2012-06-14,6.35458517074585
2012-06-15,6.475051403045654
2012-06-18,6.537055969238281
2012-06-19,6.6787800788879395
2012-06-20,6.731926918029785
2012-06-21,6.5104827880859375
2012-06-22,6.625633239746094
2012-06-25,6.439620494842529
2012-06-26,6.439620494842529
2012-06-27,6.466193199157715
2012-06-28,6.475051403045654
2012-06-29,6.740785598754883
2012-07-02,6.731926918029785
2012-07-03,6.802788734436035
2012-07-05,6.740785598754883
2012-07-06,6.616776466369629
2012-07-09,6.5104827880859375
2012-07-10,6.404189586639404
2012-07-11,6.466193199157715
2012-07-12,6.342184066772461
2012-07-13,6.4130473136901855
2012-07-16,6.32446813583374
2012-07-17,6.33332633972168
2012-07-18,6.342184066772461
2012-07-19,6.359899520874023
2012-07-20,6.2358903884887695
2012-07-23,6.111880302429199
2012-07-24,5.961298942565918
2012-07-25,5.961298942565918
2012-07-26,6.0941667556762695
2012-07-27,6.200460433959961
2012-07-30,6.173886299133301
2012-07-31,6.182744026184082
2012-08-01,6.103023052215576
2012-08-02,6.085308074951172
2012-08-03,6.25360631942749
2012-08-06,6.342184066772461
2012-08-07,6.4130473136901855
2012-08-08,6.421904563903809
2012-08-09,6.457335472106934
2012-08-10,6.466193199157715
2012-08-13,6.421904563903809
2012-08-14,6.421904563903809
2012-08-15,6.448478698730469
2012-08-16,6.590203285217285
2012-08-17,6.616776466369629
2012-08-20,6.652207374572754
2012-08-21,6.72307014465332
2012-08-22,6.7053542137146
2012-08-23,6.643349647521973
2012-08-24,6.634491920471191
2012-08-27,6.6079182624816895
2012-08-28,6.652207374572754
2012-08-29,6.643349647521973
2012-08-30,6.5193400382995605
2012-08-31,6.572487831115723
2012-09-04,6.616776466369629
2012-09-05,6.563629150390625
2012-09-06,6.740785598754883
2012-09-07,6.8470778465271
2012-09-10,6.820505619049072
2012-09-11,6.900225639343262
2012-09-12,6.926799774169922
2012-09-13,7.015376567840576
2012-09-14,7.095097064971924
2012-09-17,7.0685248374938965
2012-09-18,7.050807952880859
2012-09-19,7.121671199798584
2012-09-20,7.024234771728516
2012-09-21,7.050049304962158
2012-09-24,6.978837013244629
2012-09-25,6.8720173835754395
2012-09-26,6.774100303649902
2012-09-27,6.8898210525512695
2012-09-28,6.774100303649902
2012-10-01,6.791903495788574
2012-10-02,6.791903495788574
2012-10-03,6.783003330230713
2012-10-04,6.8720173835754395
2012-10-05,6.836410999298096
2012-10-08,6.809708118438721
2012-10-09,6.702887535095215
2012-10-10,6.6316752433776855
2012-10-11,6.667280673980713
2012-10-12,6.622774600982666
2012-10-15,6.622774600982666
2012-10-16,6.720690727233887
2012-10-17,6.80080509185791
2012-10-18,6.783003330230713
2012-10-19,6.613871097564697
2012-10-22,6.649479389190674
2012-10-23,6.56936502456665
2012-10-24,6.56936502456665
2012-10-25,6.56936502456665
2012-10-26,6.524856090545654
2012-10-31,6.560461521148682
2012-11-01,6.622774600982666
2012-11-02,6.53375768661499
2012-11-05,6.578266620635986
2012-11-06,6.658379554748535
2012-11-07,6.542660236358643
2012-11-08,6.453643321990967
2012-11-09,6.453643321990967
2012-11-12,6.453643321990967
2012-11-13,6.320119380950928
2012-11-14,6.231105327606201
2012-11-15,6.177695274353027
2012-11-16,6.168792247772217
2012-11-19,6.248907089233398
2012-11-20,6.2133002281188965
2012-11-21,6.257810592651367
2012-11-23,6.382430553436279
2012-11-26,6.382430553436279
2012-11-27,6.391332626342773
2012-11-28,6.453643321990967
2012-11-29,6.53375768661499
2012-11-30,6.542660236358643
2012-12-03,6.524856090545654
2012-12-04,6.578266620635986
2012-12-05,6.613871097564697
2012-12-06,6.649479389190674
2012-12-07,6.676183700561523
2012-12-10,6.685084819793701
2012-12-11,6.774100303649902
2012-12-12,6.827510356903076
2012-12-13,6.836410999298096
2012-12-14,6.863116264343262
2012-12-17,6.907623291015625
2012-12-18,6.978837013244629
2012-12-19,7.0411481857299805
2012-12-20,7.06785249710083
2012-12-21,6.989102363586426
2012-12-24,6.953307628631592
2012-12-26,6.989102363586426
2012-12-27,7.006999969482422
2012-12-28,6.926459789276123
2012-12-31,7.060694217681885
2013-01-02,7.239671230316162
2013-01-03,7.356009006500244
2013-01-04,7.427599906921387
2013-01-07,7.44549560546875
2013-01-08,7.382855415344238
2013-01-09,7.543934345245361
2013-01-10,7.579731464385986
2013-01-11,7.597627639770508
2013-01-14,7.597627639770508
2013-01-15,7.570781230926514
2013-01-16,7.526036262512207
2013-01-17,7.570781230926514
2013-01-18,7.570781230926514
2013-01-22,7.642374515533447
2013-01-23,7.678167343139648
2013-01-24,7.687117576599121
2013-01-25,7.6513237953186035
2013-01-28,7.597627639770508
2013-01-29,7.642374515533447
2013-01-30,7.579731464385986
2013-01-31,7.526036262512207
2013-02-01,7.597627639770508
2013-02-04,7.4723429679870605
2013-02-05,7.597627639770508
2013-02-06,7.740809440612793
2013-02-07,7.678167343139648
2013-02-08,7.687117576599121
2013-02-11,7.731862545013428
2013-02-12,7.80345344543457
2013-02-13,7.910840034484863
2013-02-14,7.910840034484863
2013-02-15,7.883994102478027
2013-02-19,8.00032901763916
2013-02-20,7.910840034484863
2013-02-21,7.758708953857422
2013-02-22,7.80345344543457
2013-02-25,7.579731464385986
2013-02-26,7.642374515533447
2013-02-27,7.713963031768799
2013-02-28,7.731862545013428
2013-03-01,7.705015182495117
2013-03-04,7.722912788391113
2013-03-05,7.839248180389404
2013-03-06,7.910840034484863
2013-03-07,7.9466352462768555
2013-03-08,7.9824299812316895
2013-03-11,7.9466352462768555
2013-03-12,7.910840034484863
2013-03-13,7.839248180389404
2013-03-14,7.9466352462768555
2013-03-15,7.907235622406006
2013-03-18,7.772908687591553
2013-03-19,7.728135108947754
2013-03-20,7.862459182739258
2013-03-21,7.79977560043335
2013-03-22,7.871414661407471
2013-03-25,7.772908687591553
2013-03-26,7.7908196449279785
2013-03-27,7.737091541290283
2013-03-28,7.728135108947754
2013-04-01,7.638585567474365
2013-04-02,7.60276460647583
2013-04-03,7.4863505363464355
2013-04-04,7.54008150100708
2013-04-05,7.4594855308532715
2013-04-08,7.531124114990234
2013-04-09,7.74604606628418
2013-04-10,7.844550132751465
2013-04-11,7.862459182739258
2013-04-12,7.862459182739258
2013-04-15,7.59381103515625
2013-04-16,7.74604606628418
2013-04-17,7.575899600982666
2013-04-18,7.49530553817749
2013-04-19,7.638585567474365
2013-04-22,7.71917724609375
2013-04-23,7.862459182739258
2013-04-24,7.978875160217285
2013-04-25,8.03260326385498
2013-04-26,8.041557312011719
2013-04-29,8.1669282913208
2013-04-30,8.229613304138184
2013-05-01,8.104243278503418
2013-05-02,8.220658302307129
2013-05-03,8.301254272460938
2013-05-06,8.381847381591797
2013-05-07,8.301254272460938
2013-05-08,8.381847381591797
2013-05-09,8.5161714553833
2013-05-10,8.614676475524902
2013-05-13,8.775867462158203
2013-05-14,8.80273151397705
2013-05-15,8.856460571289062
2013-05-16,8.910188674926758
2013-05-17,9.071380615234375
2013-05-20,9.277341842651367
2013-05-21,9.30420970916748
2013-05-22,9.089288711547852
2013-05-23,9.089288711547852
2013-05-24,9.18779468536377
2013-05-28,9.348983764648438
2013-05-29,9.340030670166016
2013-05-30,9.41166877746582
2013-05-31,9.214659690856934
2013-06-03,9.169883728027344
2013-06-04,9.062423706054688
2013-06-05,8.990785598754883
2013-06-06,9.035561561584473
2013-06-07,9.080336570739746
2013-06-10,9.178839683532715
2013-06-11,9.008695602416992
2013-06-12,8.883323669433594
2013-06-13,8.981830596923828
2013-06-14,8.874370574951172
2013-06-17,9.017647743225098
2013-06-18,9.116153717041016
2013-06-19,8.954965591430664
2013-06-20,8.55199146270752
2013-06-21,8.597002029418945
2013-06-24,8.344944953918457
2013-06-25,8.461970329284668
2013-06-26,8.624008178710938
2013-06-27,8.768041610717773
2013-06-28,8.777046203613281
2013-07-01,8.90307331085205
2013-07-02,8.813051223754883
2013-07-03,8.82205581665039
2013-07-05,8.867066383361816
2013-07-08,8.921077728271484
2013-07-09,8.939083099365234
2013-07-10,8.957084655761719
2013-07-11,9.182138442993164
2013-07-12,9.182138442993164
2013-07-15,9.371183395385742
2013-07-16,9.3801851272583
2013-07-17,9.389188766479492
2013-07-18,9.398189544677734
2013-07-19,9.40719223022461
2013-07-22,9.497213363647461
2013-07-23,9.533221244812012
2013-07-24,9.452201843261719
2013-07-25,9.542223930358887
2013-07-26,9.542223930358887
2013-07-29,9.470205307006836
2013-07-30,9.50621509552002
2013-07-31,9.515215873718262
2013-08-01,9.560225486755371
2013-08-02,9.569231033325195
2013-08-05,9.68625545501709
2013-08-06,9.587231636047363
2013-08-07,9.416193008422852
2013-08-08,9.524219512939453
2013-08-09,9.578229904174805
2013-08-12,9.641246795654297
2013-08-13,9.70426082611084
2013-08-14,9.533221244812012
2013-08-15,9.434195518493652
2013-08-16,9.479206085205078
2013-08-19,9.335175514221191
2013-08-20,9.398189544677734
2013-08-21,9.317168235778809
2013-08-22,9.515215873718262
2013-08-23,9.587231636047363
2013-08-26,9.569231033325195
2013-08-27,9.254156112670898
2013-08-28,9.254156112670898
2013-08-29,9.308167457580566
2013-08-30,9.272159576416016
2013-09-03,9.398189544677734
2013-09-04,9.50621509552002
2013-09-05,9.569231033325195
2013-09-06,9.569231033325195
2013-09-09,9.695260047912598
2013-09-10,9.848294258117676
2013-09-11,9.875299453735352
