Date,VTV
2010-11-05,40.56190490722656
2010-11-08,40.436805725097656
2010-11-09,40.06153106689453
2010-11-10,40.25699996948242
2010-11-11,40.170982360839844
2010-11-12,39.756614685058594
2010-11-15,39.74097442626953
2010-11-16,39.10768127441406
2010-11-17,39.09987258911133
2010-11-18,39.62370300292969
2010-11-19,39.67843246459961
2010-11-22,39.506404876708984
2010-11-23,38.9356803894043
2010-11-24,39.451690673828125
2010-11-26,39.09987258911133
2010-11-29,39.13113784790039
2010-11-30,38.87312698364258
2010-12-01,39.71752166748047
2010-12-02,40.26480484008789
2010-12-03,40.382076263427734
2010-12-06,40.327354431152344
2010-12-07,40.382076263427734
2010-12-08,40.585357666015625
2010-12-09,40.812095642089844
2010-12-10,41.11701202392578
2010-12-13,41.156105041503906
2010-12-14,41.19519805908203
2010-12-15,40.97629165649414
2010-12-16,41.218658447265625
2010-12-17,41.25774383544922
2010-12-20,41.38283920288086
2010-12-21,41.6799430847168
2010-12-22,41.93794631958008
2010-12-23,41.85976028442383
2010-12-27,41.925086975097656
2010-12-28,42.003787994384766
2010-12-29,42.01952362060547
2010-12-30,41.95657730102539
2010-12-31,41.972320556640625
2011-01-03,42.46027755737305
2011-01-04,42.531097412109375
2011-01-05,42.71998596191406
2011-01-06,42.6019287109375
2011-01-07,42.49960708618164
2011-01-10,42.381568908691406
2011-01-11,42.55471420288086
2011-01-12,42.948219299316406
2011-01-13,42.86952590942383
2011-01-14,43.20795822143555
2011-01-18,43.22369384765625
2011-01-19,42.77508544921875
2011-01-20,42.79084014892578
2011-01-21,43.06627655029297
2011-01-24,43.231563568115234
2011-01-25,43.25517654418945
2011-01-26,43.373226165771484
2011-01-27,43.530643463134766
2011-01-28,42.83803939819336
2011-01-31,43.16859436035156
2011-02-01,43.963497161865234
2011-02-02,43.82182312011719
2011-02-03,43.947757720947266
2011-02-04,43.97136306762695
2011-02-07,44.29404067993164
2011-02-08,44.49081039428711
2011-02-09,44.333396911621094
2011-02-10,44.38848876953125
2011-02-11,44.63246536254883
2011-02-14,44.78200912475586
2011-02-15,44.624603271484375
2011-02-16,44.90005874633789
2011-02-17,45.128299713134766
2011-02-18,45.25423049926758
2011-02-22,44.45145034790039
2011-02-23,44.231082916259766
2011-02-24,44.12089538574219
2011-02-25,44.553775787353516
2011-02-28,44.90794372558594
2011-03-01,44.18386459350586
2011-03-02,44.22320556640625
2011-03-03,44.963016510009766
2011-03-04,44.577388763427734
2011-03-07,44.29404067993164
2011-03-08,44.75838851928711
2011-03-09,44.78200912475586
2011-03-10,43.88478469848633
2011-03-11,44.168128967285156
2011-03-14,43.90053939819336
2011-03-15,43.4125862121582
2011-03-16,42.61767578125
2011-03-17,43.20008087158203
2011-03-18,43.4991455078125
2011-03-21,44.097293853759766
2011-03-22,43.93989181518555
2011-03-23,43.963497161865234
2011-03-24,44.29404067993164
2011-03-25,44.44997024536133
2011-03-28,44.37082290649414
2011-03-29,44.6082649230957
2011-03-30,44.98026657104492
2011-03-31,44.89320755004883
2011-04-01,45.1464958190918
2011-04-04,45.18606185913086
2011-04-05,45.217708587646484
2011-04-06,45.399749755859375
2011-04-07,45.27312469482422
2011-04-08,45.1464958190918
2011-04-11,44.988182067871094
2011-04-12,44.616180419921875
2011-04-13,44.51329040527344
2011-04-14,44.537025451660156
2011-04-15,44.798221588134766
2011-04-18,44.212528228759766
2011-04-19,44.48162841796875
2011-04-20,45.019859313964844
2011-04-21,45.1464958190918
2011-04-25,45.11482620239258
2011-04-26,45.58180236816406
2011-04-27,45.89839172363281
2011-04-28,46.10418701171875
2011-04-29,46.22291564941406
2011-05-02,46.15167999267578
2011-05-03,46.0250358581543
2011-05-04,45.69260025024414
2011-05-05,45.241451263427734
2011-05-06,45.399749755859375
2011-05-09,45.55014419555664
2011-05-10,45.930057525634766
2011-05-11,45.44723892211914
2011-05-12,45.62928771972656
2011-05-13,45.281036376953125
2011-05-16,45.12273025512695
2011-05-17,45.12273025512695
2011-05-18,45.51847457885742
2011-05-19,45.58180236816406
2011-05-20,45.17814636230469
2011-05-23,44.65574645996094
2011-05-24,44.65574645996094
2011-05-25,44.766563415527344
2011-05-26,44.90903091430664
2011-05-27,45.13856506347656
2011-05-31,45.58971405029297
2011-06-01,44.55287170410156
2011-06-02,44.45789337158203
2011-06-03,44.054229736328125
2011-06-06,43.55559539794922
2011-06-07,43.50809860229492
2011-06-08,43.3735466003418
2011-06-09,43.698055267333984
2011-06-10,43.175689697265625
2011-06-13,43.294403076171875
2011-06-14,43.76927947998047
2011-06-15,42.993629455566406
2011-06-16,43.15985107421875
2011-06-17,43.365623474121094
2011-06-20,43.54767990112305
2011-06-21,44.03048324584961
2011-06-22,43.76927947998047
2011-06-23,43.54767990112305
2011-06-24,43.09389114379883
2011-06-27,43.40436935424805
2011-06-28,43.81835174560547
2011-06-29,44.248260498046875
2011-06-30,44.62244415283203
2011-07-01,45.27525329589844
2011-07-05,45.10009765625
2011-07-06,45.09215545654297
2011-07-07,45.53000259399414
2011-07-08,45.16378402709961
2011-07-11,44.38360595703125
2011-07-12,44.224369049072266
2011-07-13,44.335845947265625
2011-07-14,44.08108139038086
2011-07-15,44.16865158081055
2011-07-18,43.72282409667969
2011-07-19,44.256221771240234
2011-07-20,44.351749420166016
2011-07-21,45.01253128051758
2011-07-22,44.96476745605469
2011-07-25,44.65427780151367
2011-07-26,44.45524978637695
2011-07-27,43.627288818359375
2011-07-28,43.372520446777344
2011-07-29,43.06203079223633
2011-08-01,42.950592041015625
2011-08-02,41.86787033081055
2011-08-03,42.00321578979492
2011-08-04,39.98902893066406
2011-08-05,39.877567291259766
2011-08-08,37.13096237182617
2011-08-09,38.954071044921875
2011-08-10,37.12300109863281
2011-08-11,38.87446594238281
2011-08-12,38.99386978149414
2011-08-15,40.04475402832031
2011-08-16,39.638736724853516
2011-08-17,39.758155822753906
2011-08-18,38.16590881347656
2011-08-19,37.529014587402344
2011-08-22,37.521060943603516
2011-08-23,38.65153121948242
2011-08-24,39.24068069458008
2011-08-25,38.707271575927734
2011-08-26,39.08940887451172
2011-08-29,40.32339096069336
2011-08-30,40.331356048583984
2011-08-31,40.522430419921875
2011-09-01,40.03679656982422
2011-09-02,38.99386978149414
2011-09-06,38.57990264892578
2011-09-07,39.75019073486328
2011-09-08,39.304359436035156
2011-09-09,38.27737808227539
2011-09-12,38.50028610229492
2011-09-13,38.79484558105469
2011-09-14,39.280479431152344
2011-09-15,39.96514129638672
2011-09-16,40.17212677001953
2011-09-19,39.61484909057617
2011-09-20,39.59892654418945
2011-09-21,38.27737808227539
2011-09-22,37.162811279296875
2011-09-23,37.369789123535156
2011-09-26,38.324493408203125
2011-09-27,38.79783630371094
2011-09-28,38.02764892578125
2011-09-29,38.613304138183594
2011-09-30,37.746856689453125
2011-10-03,36.51136016845703
2011-10-04,37.329681396484375
2011-10-05,37.97951889038086
2011-10-06,38.693538665771484
2011-10-07,38.316471099853516
2011-10-10,39.61616134643555
2011-10-11,39.51988220214844
2011-10-12,40.00925827026367
2011-10-13,39.76858901977539
2011-10-14,40.34621810913086
2011-10-17,39.48778533935547
2011-10-18,40.530738830566406
2011-10-19,40.145652770996094
2011-10-20,40.40237045288086
2011-10-21,41.14045715332031
2011-10-24,41.645896911621094
2011-10-25,40.803504943847656
2011-10-26,41.38115310668945
2011-10-27,42.833248138427734
2011-10-28,42.81720733642578
2011-10-31,41.621826171875
2011-11-01,40.40237045288086
2011-11-02,41.11640167236328
2011-11-03,41.838436126708984
2011-11-04,41.54159927368164
2011-11-07,41.87053298950195
2011-11-08,42.400028228759766
2011-11-09,40.795494079589844
2011-11-10,41.22871780395508
2011-11-11,41.99087142944336
2011-11-14,41.50149154663086
2011-11-15,41.645896911621094
2011-11-16,40.94792938232422
2011-11-17,40.37831497192383
2011-11-18,40.41039276123047
2011-11-21,39.58405685424805
2011-11-22,39.33534622192383
2011-11-23,38.42878341674805
2011-11-25,38.412742614746094
2011-11-28,39.43162155151367
2011-11-29,39.60812759399414
2011-11-30,41.38916015625
2011-12-01,41.260799407958984
2011-12-02,41.36509323120117
2011-12-05,41.806358337402344
2011-12-06,41.93471145629883
2011-12-07,42.1112174987793
2011-12-08,41.12441635131836
2011-12-09,41.81437301635742
2011-12-12,41.1565055847168
2011-12-13,40.827579498291016
2011-12-14,40.530738830566406
2011-12-15,40.779449462890625
2011-12-16,40.85966491699219
2011-12-19,40.33819580078125
2011-12-20,41.52555465698242
2011-12-21,41.86250686645508
2011-12-22,42.38398361206055
2011-12-23,42.72193908691406
2011-12-27,42.689598083496094
2011-12-28,42.18832778930664
2011-12-29,42.63300704956055
2011-12-30,42.438968658447266
2012-01-03,43.093868255615234
2012-01-04,43.085777282714844
2012-01-05,43.2393798828125
2012-01-06,43.11002731323242
2012-01-09,43.24747848510742
2012-01-10,43.67599105834961
2012-01-11,43.764923095703125
2012-01-12,43.84578323364258
2012-01-13,43.627471923828125
2012-01-17,43.6517333984375
2012-01-18,44.14492416381836
2012-01-19,44.306636810302734
2012-01-20,44.46025848388672
2012-01-23,44.44408416748047
2012-01-24,44.33897018432617
2012-01-25,44.5491828918457
2012-01-26,44.2338752746582
2012-01-27,44.193443298339844
2012-01-30,43.98323059082031
2012-01-31,43.910465240478516
2012-02-01,44.37131881713867
2012-02-02,44.44408416748047
2012-02-03,45.0989875793457
2012-02-06,45.0666389465332
2012-02-07,45.17174530029297
2012-02-08,45.30110549926758
2012-02-09,45.29301452636719
2012-02-10,44.93727493286133
2012-02-13,45.220252990722656
2012-02-14,45.08280563354492
2012-02-15,44.880672454833984
2012-02-16,45.478981018066406
2012-02-17,45.67301940917969
2012-02-21,45.6649284362793
2012-02-22,45.4142951965332
2012-02-23,45.600257873535156
2012-02-24,45.63258743286133
2012-02-27,45.786224365234375
2012-02-28,45.85089874267578
2012-02-29,45.61642074584961
2012-03-01,45.891319274902344
2012-03-02,45.75387954711914
2012-03-05,45.63258743286133
2012-03-06,44.880672454833984
2012-03-07,45.236427307128906
2012-03-08,45.600257873535156
2012-03-09,45.75387954711914
2012-03-12,45.81856155395508
2012-03-13,46.71601486206055
2012-03-14,46.57857131958008
2012-03-15,46.88578796386719
2012-03-16,46.95856857299805
2012-03-19,47.06367874145508
2012-03-20,46.926239013671875
2012-03-21,46.82919692993164
2012-03-22,46.400691986083984
2012-03-23,46.618980407714844
2012-03-26,47.22247314453125
2012-03-27,47.0191535949707
2012-03-28,46.78329086303711
2012-03-29,46.69381332397461
2012-03-30,46.91341781616211
2012-04-02,47.20621871948242
2012-04-03,46.94595718383789
2012-04-04,46.506744384765625
2012-04-05,46.31155014038086
2012-04-09,45.76659393310547
2012-04-10,44.945133209228516
2012-04-11,45.34366989135742
2012-04-12,45.937400817871094
2012-04-13,45.34366989135742
2012-04-16,45.555145263671875
2012-04-17,46.14073944091797
2012-04-18,45.937400817871094
2012-04-19,45.75847625732422
2012-04-20,45.85607147216797
2012-04-23,45.53073501586914
2012-04-24,45.91300964355469
2012-04-25,46.28715515136719
2012-04-26,46.636878967285156
2012-04-27,46.6450080871582
2012-04-30,46.48235321044922
2012-05-01,46.86461639404297
2012-05-02,46.628761291503906
2012-05-03,46.31155014038086
2012-05-04,45.67714309692383
2012-05-07,45.73407745361328
2012-05-08,45.555145263671875
2012-05-09,45.205406188964844
2012-05-10,45.48193359375
2012-05-11,45.28673553466797
2012-05-14,44.7580680847168
2012-05-15,44.45712661743164
2012-05-16,44.28633499145508
2012-05-17,43.668190002441406
2012-05-18,43.350990295410156
2012-05-21,43.82272720336914
2012-05-22,43.920310974121094
2012-05-23,43.8389892578125
2012-05-24,44.017921447753906
2012-05-25,43.95286178588867
2012-05-29,44.37579345703125
2012-05-30,43.757652282714844
2012-05-31,43.73326110839844
2012-06-01,42.7003173828125
2012-06-04,42.53765106201172
2012-06-05,42.90365219116211
2012-06-06,43.879661560058594
2012-06-07,43.93659210205078
2012-06-08,44.28633499145508
2012-06-11,43.79019546508789
2012-06-12,44.2781867980957
2012-06-13,44.09925842285156
2012-06-14,44.611671447753906
2012-06-15,45.04273223876953
2012-06-18,44.96953201293945
2012-06-19,45.44940185546875
2012-06-20,45.37620544433594
2012-06-21,44.481529235839844
2012-06-22,44.749935150146484
2012-06-25,44.02747344970703
2012-06-26,44.248634338378906
2012-06-27,44.71553039550781
2012-06-28,44.748287200927734
2012-06-29,45.82133483886719
2012-07-02,45.88685607910156
2012-07-03,46.148983001708984
2012-07-05,45.79676818847656
2012-07-06,45.46092224121094
2012-07-09,45.34624099731445
2012-07-10,44.985836029052734
2012-07-11,45.13328170776367
2012-07-12,44.95307540893555
2012-07-13,45.69028091430664
2012-07-16,45.616573333740234
2012-07-17,46.009735107421875
2012-07-18,46.24728012084961
2012-07-19,46.15717697143555
2012-07-20,45.78038024902344
2012-07-23,45.3953971862793
2012-07-24,44.95307540893555
2012-07-25,45.01860809326172
2012-07-26,45.69846725463867
2012-07-27,46.52577590942383
2012-07-30,46.5012092590332
2012-07-31,46.3619499206543
2012-08-01,46.23089599609375
2012-08-02,45.788578033447266
2012-08-03,46.68141174316406
2012-08-06,46.755130767822266
2012-08-07,46.935325622558594
2012-08-08,47.05820846557617
2012-08-09,47.107357025146484
2012-08-10,47.22202682495117
2012-08-13,47.11553955078125
2012-08-14,47.11553955078125
2012-08-15,47.12372589111328
2012-08-16,47.377655029296875
2012-08-17,47.394039154052734
2012-08-20,47.434993743896484
2012-08-21,47.336708068847656
2012-08-22,47.254783630371094
2012-08-23,46.87798309326172
2012-08-24,47.156490325927734
2012-08-27,47.09096145629883
2012-08-28,47.082767486572266
2012-08-29,47.107357025146484
2012-08-30,46.828857421875
2012-08-31,47.050018310546875
2012-09-04,46.95171356201172
2012-09-05,46.99267578125
2012-09-06,47.942840576171875
2012-09-07,48.22135543823242
2012-09-10,47.99198913574219
2012-09-11,48.180397033691406
2012-09-12,48.2868766784668
2012-09-13,49.07323455810547
2012-09-14,49.20427703857422
2012-09-17,48.925785064697266
2012-09-18,48.86024475097656
2012-09-19,48.901214599609375
2012-09-20,48.95854949951172
2012-09-21,48.95854949951172
2012-09-24,48.94866180419922
2012-09-25,48.503448486328125
2012-09-26,48.28083419799805
2012-09-27,48.627105712890625
2012-09-28,48.41276550292969
2012-10-01,48.55290603637695
2012-10-02,48.660091400146484
2012-10-03,48.800254821777344
2012-10-04,49.253719329833984
2012-10-05,49.32792663574219
2012-10-08,49.23721694946289
2012-10-09,48.866207122802734
2012-10-10,48.54468536376953
2012-10-11,48.60239028930664
2012-10-12,48.31380844116211
2012-10-15,48.70956039428711
2012-10-16,49.14653396606445
2012-10-17,49.57524490356445
2012-10-18,49.68244171142578
2012-10-19,48.94041061401367
2012-10-22,48.874446868896484
2012-10-23,48.14067840576172
2012-10-24,48.03349685668945
2012-10-25,48.24786376953125
2012-10-26,48.12419128417969
2012-10-31,48.2231330871582
2012-11-01,48.6848258972168
2012-11-02,48.264347076416016
2012-11-05,48.305572509765625
2012-11-06,48.73429489135742
2012-11-07,47.51408386230469
2012-11-08,47.01115417480469
2012-11-09,47.02763748168945
2012-11-12,46.994659423828125
2012-11-13,46.755577087402344
2012-11-14,46.128971099853516
2012-11-15,45.99706268310547
2012-11-16,46.23615646362305
2012-11-19,47.035888671875
2012-11-20,47.07711410522461
2012-11-21,47.18428421020508
2012-11-23,47.761417388916016
2012-11-26,47.637760162353516
2012-11-27,47.35743713378906
2012-11-28,47.744937896728516
2012-11-29,47.90983581542969
2012-11-30,47.86861038208008
2012-12-03,47.71195602416992
2012-12-04,47.66249084472656
2012-12-05,48.02526092529297
2012-12-06,48.17366027832031
2012-12-07,48.42924499511719
2012-12-10,48.4869499206543
2012-12-11,48.76727294921875
2012-12-12,48.88270568847656
2012-12-13,48.56940460205078
2012-12-14,48.46222686767578
2012-12-17,49.014610290527344
2012-12-18,49.550514221191406
2012-12-19,49.220741271972656
2012-12-20,49.550514221191406
2012-12-21,49.0970573425293
2012-12-24,48.90585708618164
2012-12-26,48.7728385925293
2012-12-27,48.66478729248047
2012-12-28,48.11611557006836
2012-12-31,48.880916595458984
2013-01-02,50.094635009765625
2013-01-03,50.03644943237305
2013-01-04,50.37727355957031
2013-01-07,50.219329833984375
2013-01-08,50.04475021362305
2013-01-09,50.19438934326172
2013-01-10,50.634979248046875
2013-01-11,50.593414306640625
2013-01-14,50.6432991027832
2013-01-15,50.768001556396484
2013-01-16,50.7264289855957
2013-01-17,51.034000396728516
2013-01-18,51.18364334106445
2013-01-22,51.49121856689453
2013-01-23,51.4662971496582
2013-01-24,51.69074630737305
2013-01-25,52.00663757324219
2013-01-28,51.931819915771484
2013-01-29,52.29759979248047
2013-01-30,52.12302780151367
2013-01-31,51.99001693725586
2013-02-01,52.488792419433594
2013-02-04,51.99001693725586
2013-02-05,52.44724655151367
2013-02-06,52.555301666259766
2013-02-07,52.380714416503906
2013-02-08,52.58855438232422
2013-02-11,52.63011169433594
2013-02-12,52.84626007080078
2013-02-13,52.91276931762695
2013-02-14,52.995887756347656
2013-02-15,52.85456848144531
2013-02-19,53.336734771728516
2013-02-20,52.68000030517578
2013-02-21,52.380714416503906
2013-02-22,52.82963943481445
2013-02-25,51.79050827026367
2013-02-26,52.1313362121582
2013-02-27,52.821319580078125
2013-02-28,52.67168426513672
2013-03-01,52.887821197509766
2013-03-04,53.12890625
2013-03-05,53.561180114746094
2013-03-06,53.75239181518555
2013-03-07,53.8853874206543
2013-03-08,54.06829071044922
2013-03-11,54.29273223876953
2013-03-12,54.251163482666016
2013-03-13,54.30936050415039
2013-03-14,54.641902923583984
2013-03-15,54.616947174072266
2013-03-18,54.30104064941406
2013-03-19,54.17634582519531
2013-03-20,54.53380584716797
2013-03-21,54.16804885864258
2013-03-22,54.41725158691406
2013-03-25,54.250003814697266
2013-03-26,54.67649841308594
2013-03-27,54.63468933105469
2013-03-28,54.80194854736328
2013-04-01,54.71832275390625
2013-04-02,54.7935905456543
2013-04-03,54.266719818115234
2013-04-04,54.58450698852539
2013-04-05,54.42560958862305
2013-04-08,54.71832275390625
2013-04-09,55.00265121459961
2013-04-10,55.5964241027832
2013-04-11,55.77205276489258
2013-04-12,55.57132339477539
2013-04-15,54.32525634765625
2013-04-16,55.044464111328125
2013-04-17,54.30854034423828
2013-04-18,54.116188049316406
2013-04-19,54.6932258605957
2013-04-22,54.88557434082031
2013-04-23,55.487693786621094
2013-04-24,55.50442886352539
2013-04-25,55.7302360534668
2013-04-26,55.67167663574219
2013-04-29,56.01457595825195
2013-04-30,56.01457595825195
2013-05-01,55.454254150390625
2013-05-02,55.90584182739258
2013-05-03,56.390899658203125
2013-05-06,56.52470779418945
2013-05-07,56.82576370239258
2013-05-08,57.101741790771484
2013-05-09,56.80901336669922
2013-05-10,56.97630310058594
2013-05-13,57.00138473510742
2013-05-14,57.67878341674805
2013-05-15,58.096927642822266
2013-05-16,57.87112808227539
2013-05-17,58.439796447753906
2013-05-20,58.48161315917969
2013-05-21,58.56523132324219
2013-05-22,58.13872528076172
2013-05-23,58.07183837890625
2013-05-24,58.02165222167969
2013-05-28,58.39799499511719
2013-05-29,58.07183837890625
2013-05-30,58.339447021484375
2013-05-31,57.46133804321289
2013-06-03,57.820953369140625
2013-06-04,57.53662109375
2013-06-05,56.758853912353516
2013-06-06,57.31918716430664
2013-06-07,58.02165222167969
2013-06-10,58.08018493652344
2013-06-11,57.50315856933594
2013-06-12,57.126827239990234
2013-06-13,57.95476150512695
2013-06-14,57.57005310058594
2013-06-17,57.99656295776367
2013-06-18,58.406341552734375
2013-06-19,57.611873626708984
2013-06-20,56.2403678894043
2013-06-21,56.457794189453125
2013-06-24,55.74365234375
2013-06-25,56.30723571777344
2013-06-26,56.86239242553711
2013-06-27,57.2913703918457
2013-06-28,56.87080764770508
2013-07-01,57.232505798339844
2013-07-02,57.11473846435547
2013-07-03,57.11473846435547
2013-07-05,57.7540397644043
2013-07-08,58.17458724975586
2013-07-09,58.654052734375
2013-07-10,58.58677673339844
2013-07-11,59.31018829345703
2013-07-12,59.41952133178711
2013-07-15,59.66346740722656
2013-07-16,59.41952133178711
2013-07-17,59.57091522216797
2013-07-18,60.025146484375
2013-07-19,60.16814422607422
2013-07-22,60.33638381958008
2013-07-23,60.35318374633789
2013-07-24,59.999908447265625
2013-07-25,60.05881118774414
2013-07-26,60.126094818115234
2013-07-29,59.9410400390625
2013-07-30,59.873748779296875
2013-07-31,59.932647705078125
2013-08-01,60.63920593261719
2013-08-02,60.6728515625
2013-08-05,60.546688079833984
2013-08-06,60.18497085571289
2013-08-07,60.00834274291992
2013-08-08,60.2943115234375
2013-08-09,60.100860595703125
2013-08-12,60.025146484375
2013-08-13,60.13451385498047
2013-08-14,59.823265075683594
2013-08-15,58.96529006958008
2013-08-16,58.780250549316406
2013-08-19,58.283958435058594
2013-08-20,58.561527252197266
2013-08-21,58.14095687866211
2013-08-22,58.61200714111328
2013-08-23,58.96529006958008
2013-08-26,58.61200714111328
2013-08-27,57.6615104675293
2013-08-28,57.81291961669922
2013-08-29,57.905426025390625
2013-08-30,57.728790283203125
2013-09-03,57.86337661743164
2013-09-04,58.283958435058594
2013-09-05,58.342830657958984
2013-09-06,58.283958435058594
2013-09-09,58.83070755004883
2013-09-10,59.36066436767578
2013-09-11,59.596160888671875
2013-09-12,59.35222625732422
2013-09-13,59.554100036621094
2013-09-16,59.999908447265625
2013-09-17,60.23545837402344
