Date,KBWR
2012-09-05,24.001056671142578
2012-09-06,24.46196174621582
2012-09-07,24.66680908203125
2012-09-10,24.51317024230957
2012-09-11,24.52170753479004
2012-09-12,24.65827178955078
2012-09-13,24.957006454467773
2012-09-14,25.33255386352539
2012-09-17,24.991147994995117
2012-09-18,25.008214950561523
2012-09-19,25.025285720825195
2012-09-20,24.80337142944336
2012-09-21,24.878868103027344
2012-09-24,24.913179397583008
2012-09-25,24.621498107910156
2012-09-26,24.449922561645508
2012-09-27,24.49281120300293
2012-09-28,24.407024383544922
2012-10-01,24.46708106994629
2012-10-02,24.321237564086914
2012-10-03,24.389862060546875
2012-10-04,24.621498107910156
2012-10-05,24.758764266967773
2012-10-08,24.758764266967773
2012-10-09,24.407024383544922
2012-10-10,24.407024383544922
2012-10-11,24.570024490356445
2012-10-12,24.02955436706543
2012-10-15,23.7464542388916
2012-10-16,23.429031372070312
2012-10-17,23.840822219848633
2012-10-18,23.909446716308594
2012-10-19,23.626346588134766
2012-10-22,23.7464542388916
2012-10-23,23.694976806640625
2012-10-24,23.84939956665039
2012-10-25,23.909446716308594
2012-10-26,23.806503295898438
2012-10-31,23.806503295898438
2012-11-01,23.92660140991211
2012-11-02,23.60918617248535
2012-11-05,23.6863956451416
2012-11-06,23.9351863861084
2012-11-07,23.05156135559082
2012-11-08,22.742717742919922
2012-11-09,22.83708381652832
2012-11-12,22.86281967163086
2012-11-13,22.545398712158203
2012-11-14,22.210819244384766
2012-11-15,22.1765079498291
2012-11-16,22.25371551513672
2012-11-19,22.742717742919922
2012-11-20,22.948610305786133
2012-11-21,22.948610305786133
2012-11-23,23.060131072998047
2012-11-26,23.43760871887207
2012-11-27,23.343233108520508
2012-11-28,23.2574520111084
2012-11-29,23.471921920776367
2012-11-30,23.39470863342285
2012-12-03,23.429031372070312
2012-12-04,23.360397338867188
2012-12-05,23.420448303222656
2012-12-06,23.35181999206543
2012-12-07,23.2574520111084
2012-12-10,23.30034065246582
2012-12-11,23.497665405273438
2012-12-12,23.557710647583008
2012-12-13,23.283187866210938
2012-12-14,23.137344360351562
2012-12-17,23.60918617248535
2012-12-18,23.909446716308594
2012-12-19,24.06386375427246
2012-12-20,24.149656295776367
2012-12-21,24.000192642211914
2012-12-24,23.861967086791992
2012-12-26,23.810129165649414
2012-12-27,23.801494598388672
2012-12-28,23.732378005981445
2012-12-31,23.62870216369629
2013-01-02,24.57904052734375
2013-01-03,24.855501174926758
2013-01-04,25.1319580078125
2013-01-07,24.94188690185547
2013-01-08,24.786380767822266
2013-01-09,24.7086238861084
2013-01-10,24.855501174926758
2013-01-11,24.56175422668457
2013-01-14,24.6740665435791
2013-01-15,24.812297821044922
2013-01-16,24.93325424194336
2013-01-17,25.18379020690918
2013-01-18,25.080120086669922
2013-01-22,25.322017669677734
2013-01-23,25.19243049621582
2013-01-24,25.088762283325195
2013-01-25,25.03692054748535
2013-01-28,25.19243049621582
2013-01-29,25.166513442993164
2013-01-30,25.088762283325195
2013-01-31,25.166513442993164
2013-02-01,25.503446578979492
2013-02-04,25.270185470581055
2013-02-05,25.38249969482422
2013-02-06,25.512088775634766
2013-02-07,25.563922882080078
2013-02-08,25.658960342407227
2013-02-11,25.693517684936523
2013-02-12,25.900856018066406
2013-02-13,25.90949821472168
2013-02-14,25.926782608032227
2013-02-15,25.969974517822266
2013-02-19,26.09092903137207
2013-02-20,26.021812438964844
2013-02-21,25.520729064941406
2013-02-22,25.788551330566406
2013-02-25,25.270185470581055
2013-02-26,25.313385009765625
2013-02-27,25.633039474487305
2013-02-28,25.64167594909668
2013-03-01,25.59848403930664
2013-03-04,25.736713409423828
2013-03-05,26.021812438964844
2013-03-06,25.87494468688965
2013-03-07,26.306907653808594
2013-03-08,26.376028060913086
2013-03-11,26.376028060913086
2013-03-12,26.29827308654785
2013-03-13,26.453781127929688
2013-03-14,26.782072067260742
2013-03-15,26.9476261138916
2013-03-18,26.713600158691406
2013-03-19,26.704940795898438
2013-03-20,26.964963912963867
2013-03-21,26.808948516845703
2013-03-22,26.878286361694336
2013-03-25,26.834945678710938
2013-03-26,26.9042911529541
2013-03-27,26.956295013427734
2013-03-28,26.921628952026367
2013-04-01,26.48824119567871
2013-04-02,26.30622100830078
2013-04-03,25.881511688232422
2013-04-04,26.12420654296875
2013-04-05,26.07219696044922
2013-04-08,26.25421714782715
2013-04-09,26.228221893310547
2013-04-10,26.462244033813477
2013-04-11,26.375564575195312
2013-04-12,26.150211334228516
2013-04-15,25.13609504699707
2013-04-16,25.647485733032227
2013-04-17,25.2314395904541
2013-04-18,25.092756271362305
2013-04-19,25.18810272216797
2013-04-22,25.430795669555664
2013-04-23,25.777502059936523
2013-04-24,26.01152992248535
2013-04-25,25.968183517456055
2013-04-26,25.968183517456055
2013-04-29,25.90751075744629
2013-04-30,25.98552131652832
2013-05-01,25.430795669555664
2013-05-02,25.65614891052246
2013-05-03,26.08953285217285
2013-05-06,26.30622100830078
2013-05-07,26.66159439086914
2013-05-08,26.817615509033203
2013-05-09,26.652929306030273
2013-05-10,26.618257522583008
2013-05-13,26.704940795898438
2013-05-14,27.016965866088867
2013-05-15,27.198986053466797
2013-05-16,27.38100814819336
2013-05-17,27.537023544311523
2013-05-20,27.710378646850586
2013-05-21,27.66704559326172
2013-05-22,27.233661651611328
2013-05-23,27.172988891601562
2013-05-24,27.276996612548828
2013-05-28,27.68437957763672
2013-05-29,27.476350784301758
2013-05-30,27.632366180419922
2013-05-31,27.285663604736328
2013-06-03,27.34633445739746
2013-06-04,27.33767318725586
2013-06-05,26.800277709960938
2013-06-06,26.878286361694336
2013-06-07,27.181652069091797
2013-06-10,27.528356552124023
2013-06-11,27.268327713012695
2013-06-12,26.999637603759766
2013-06-13,27.33767318725586
2013-06-14,26.990964889526367
2013-06-17,27.034303665161133
2013-06-18,27.389677047729492
2013-06-19,27.32900619506836
2013-06-20,27.164318084716797
2013-06-21,27.504087448120117
2013-06-24,27.390836715698242
2013-06-25,27.77416229248047
2013-06-26,27.930984497070312
2013-06-27,28.453706741333008
2013-06-28,28.462421417236328
2013-07-01,29.020000457763672
2013-07-02,29.298782348632812
2013-07-03,29.464319229125977
2013-07-05,30.109010696411133
2013-07-08,30.23097801208496
2013-07-09,30.396503448486328
2013-07-10,30.109010696411133
2013-07-11,29.647266387939453
2013-07-12,30.030603408813477
2013-07-15,30.23969078063965
2013-07-16,30.02188491821289
2013-07-17,30.23969078063965
2013-07-18,30.80598258972168
2013-07-19,30.99764633178711
2013-07-22,31.215450286865234
2013-07-23,31.468095779418945
2013-07-24,31.616199493408203
2013-07-25,31.441957473754883
2013-07-26,31.276437759399414
2013-07-29,30.95408058166504
2013-07-30,31.015071868896484
2013-07-31,31.093477249145508
2013-08-01,31.738170623779297
2013-08-02,31.67718505859375
2013-08-05,31.746885299682617
2013-08-06,31.407115936279297
2013-08-07,31.1457462310791
2013-08-08,31.224159240722656
2013-08-09,31.076045989990234
2013-08-12,31.049903869628906
2013-08-13,31.206727981567383
2013-08-14,31.198022842407227
2013-08-15,30.85824966430664
2013-08-16,30.980215072631836
2013-08-19,30.727569580078125
2013-08-20,31.163177490234375
2013-08-21,31.03249740600586
2013-08-22,31.459381103515625
2013-08-23,31.276437759399414
2013-08-26,30.99764633178711
2013-08-27,29.93476676940918
2013-08-28,30.07416343688965
2013-08-29,30.23097801208496
2013-08-30,29.716957092285156
2013-09-03,29.516584396362305
2013-09-04,29.65597915649414
2013-09-05,29.91734504699707
2013-09-06,29.82151222229004
2013-09-09,30.091590881347656
2013-09-10,30.291963577270508
2013-09-11,30.187416076660156
2013-09-12,30.030603408813477
2013-09-13,30.065446853637695
2013-09-16,30.16998863220215
2013-09-17,30.38779067993164
2013-09-18,30.544618606567383
2013-09-19,29.882492065429688
2013-09-20,30.28242301940918
2013-09-23,30.07285499572754
2013-09-24,30.395936965942383
2013-09-25,30.43959617614746
2013-09-26,30.23875617980957
2013-09-27,30.33481216430664
2013-09-30,30.47452163696289
2013-10-01,30.937313079833984
2013-10-02,30.614229202270508
2013-10-03,30.47452163696289
2013-10-04,30.692813873291016
2013-10-07,30.212566375732422
2013-10-08,30.055377960205078
2013-10-09,30.273681640625
2013-10-10,30.788883209228516
2013-10-11,31.435028076171875
2013-10-14,31.635866165161133
2013-10-15,31.435028076171875
2013-10-16,31.827974319458008
2013-10-17,31.827974319458008
2013-10-18,32.159786224365234
2013-10-21,32.290771484375
2013-10-22,32.4217414855957
2013-10-23,32.4566764831543
2013-10-24,32.56145477294922
2013-10-25,32.56145477294922
2013-10-28,32.78849411010742
2013-10-29,32.82341003417969
2013-10-30,32.67496871948242
2013-10-31,32.39554977416992
2013-11-01,32.06373596191406
2013-11-04,32.17724609375
2013-11-05,32.29948806762695
2013-11-06,32.4566764831543
2013-11-07,32.430484771728516
2013-11-08,33.21636199951172
2013-11-11,32.93693923950195
2013-11-12,32.57018280029297
2013-11-13,32.8146858215332
2013-11-14,33.02425765991211
2013-11-15,32.84961700439453
2013-11-18,32.88452911376953
2013-11-19,32.72736358642578
2013-11-20,32.8146858215332
2013-11-21,33.5045166015625
2013-11-22,33.83631896972656
2013-11-25,34.00222396850586
2013-11-26,34.25545883178711
2013-11-27,34.421363830566406
2013-11-29,34.421363830566406
2013-12-02,34.03715896606445
2013-12-03,33.521968841552734
2013-12-04,33.670413970947266
2013-12-05,33.63548278808594
2013-12-06,34.28165817260742
2013-12-09,34.05461502075195
2013-12-10,33.731544494628906
2013-12-11,33.23381805419922
2013-12-12,33.49577331542969
2013-12-13,33.469581604003906
2013-12-16,33.96730041503906
2013-12-17,33.705345153808594
2013-12-18,34.22053146362305
2013-12-19,33.94983673095703
2013-12-20,34.50708770751953
2013-12-23,35.025657653808594
2013-12-24,35.03445816040039
2013-12-26,35.08717346191406
2013-12-27,35.025657653808594
2013-12-30,34.7795524597168
2013-12-31,34.8498649597168
2014-01-02,34.375247955322266
2014-01-03,34.410404205322266
2014-01-06,34.11156463623047
2014-01-07,34.31371307373047
2014-01-08,34.384029388427734
2014-01-09,34.603755950927734
2014-01-10,34.533447265625
2014-01-13,34.10276412963867
2014-01-14,34.304927825927734
2014-01-15,34.48072052001953
2014-01-16,34.13792419433594
2014-01-17,34.384029388427734
2014-01-21,35.06080627441406
2014-01-22,35.43875503540039
2014-01-23,34.823509216308594
2014-01-24,34.331298828125
2014-01-27,33.97092056274414
2014-01-28,33.75999069213867
2014-01-29,33.08320999145508
2014-01-30,33.496307373046875
2014-01-31,32.89862823486328
2014-02-03,31.624170303344727
2014-02-04,32.142738342285156
2014-02-05,32.037269592285156
2014-02-06,32.23064041137695
2014-02-07,32.23942565917969
2014-02-10,32.34489059448242
2014-02-11,32.45915985107422
2014-02-12,32.80195617675781
2014-02-13,32.881046295166016
2014-02-14,33.06563186645508
2014-02-18,33.19746017456055
2014-02-19,32.757991790771484
2014-02-20,32.33610916137695
2014-02-21,32.56462860107422
2014-02-24,33.24142074584961
2014-02-25,32.99530792236328
2014-02-26,33.496307373046875
2014-02-27,33.59299087524414
2014-02-28,34.13792419433594
2014-03-03,33.84788513183594
2014-03-04,34.86744689941406
2014-03-05,34.58618927001953
2014-03-06,34.85866165161133
2014-03-07,35.13113021850586
2014-03-10,35.21023941040039
2014-03-11,35.06961441040039
2014-03-12,34.97291946411133
2014-03-13,34.90260696411133
2014-03-14,35.043235778808594
2014-03-17,35.25417709350586
2014-03-18,35.33329391479492
2014-03-19,35.544219970703125
2014-03-20,36.221012115478516
2014-03-21,36.10041046142578
2014-03-24,35.88033676147461
2014-03-25,35.82752990722656
2014-03-26,35.2817497253418
2014-03-27,34.55110549926758
2014-03-28,34.630340576171875
2014-03-31,35.316959381103516
2014-04-01,35.81870651245117
2014-04-02,35.95075988769531
2014-04-03,35.88913345336914
2014-04-04,35.1937141418457
2014-04-07,34.753578186035156
2014-04-08,34.683162689208984
2014-04-09,34.366249084472656
2014-04-10,33.52998352050781
2014-04-11,33.30111312866211
2014-04-14,33.29230880737305
2014-04-15,33.3979377746582
2014-04-16,33.59160232543945
2014-04-17,33.961326599121094
2014-04-21,33.68843460083008
2014-04-22,33.873294830322266
2014-04-23,33.89970397949219
2014-04-24,33.45956039428711
2014-04-25,32.71132278442383
2014-04-28,32.262386322021484
2014-04-29,32.438446044921875
2014-04-30,32.50885772705078
2014-05-01,32.482452392578125
2014-05-02,32.50885772705078
2014-05-05,32.20075607299805
2014-05-06,31.804630279541016
2014-05-07,32.05990982055664
2014-05-08,31.936668395996094
2014-05-09,32.20075607299805
2014-05-12,32.913787841796875
2014-05-13,32.438446044921875
2014-05-14,31.646181106567383
2014-05-15,31.54935073852539
2014-05-16,31.33808708190918
2014-05-19,31.79582977294922
2014-05-20,31.6813907623291
2014-05-21,31.901456832885742
2014-05-22,32.130332946777344
2014-05-23,32.2183723449707
2014-05-27,32.60569381713867
2014-05-28,32.42082977294922
2014-05-29,32.288787841796875
2014-05-30,32.23596954345703
2014-06-02,32.71132278442383
2014-06-03,32.87858200073242
2014-06-04,32.84336471557617
2014-06-05,33.70604705810547
2014-06-06,34.022945404052734
2014-06-09,34.54231262207031
2014-06-10,34.383853912353516
2014-06-11,34.066951751708984
2014-06-12,34.066951751708984
2014-06-13,34.17258834838867
2014-06-16,33.57400131225586
2014-06-17,34.31344223022461
2014-06-18,34.50709915161133
2014-06-19,34.260616302490234
2014-06-20,34.250892639160156
2014-06-23,34.26857376098633
2014-06-24,34.2420539855957
2014-06-25,34.10939025878906
2014-06-26,34.23320770263672
2014-06-27,34.33932113647461
2014-06-30,34.392391204833984
2014-07-01,34.923004150390625
2014-07-02,34.560420989990234
2014-07-03,34.97605895996094
2014-07-07,34.72843551635742
2014-07-08,34.4631462097168
2014-07-09,34.250892639160156
2014-07-10,33.914833068847656
2014-07-11,33.75564956665039
2014-07-14,33.80870819091797
2014-07-15,34.10939025878906
2014-07-16,33.693748474121094
2014-07-17,32.76518249511719
2014-07-18,33.12776184082031
2014-07-21,32.92436599731445
2014-07-22,33.14544677734375
2014-07-23,32.694435119628906
2014-07-24,33.110069274902344
2014-07-25,33.12776184082031
2014-07-28,32.74749755859375
2014-07-29,32.98626708984375
2014-07-30,32.9774169921875
2014-07-31,32.6767463684082
2014-08-01,32.084224700927734
2014-08-04,32.11960220336914
2014-08-05,32.261104583740234
2014-08-06,32.18151092529297
2014-08-07,32.01348114013672
2014-08-08,32.19034957885742
2014-08-11,32.41144943237305
2014-08-12,32.19034957885742
2014-08-13,32.42912673950195
2014-08-14,32.42912673950195
2014-08-15,32.12845993041992
2014-08-18,32.75634002685547
2014-08-19,32.835933685302734
2014-08-20,32.6767463684082
2014-08-21,33.22505187988281
2014-08-22,33.26042175292969
2014-08-25,33.269256591796875
2014-08-26,33.552249908447266
2014-08-27,33.34885025024414
2014-08-28,33.12776184082031
2014-08-29,33.25157165527344
2014-09-02,33.62299728393555
2014-09-03,33.67606735229492
2014-09-04,33.45497512817383
2014-09-05,33.34001541137695
2014-09-08,33.54340744018555
2014-09-09,33.37539291381836
2014-09-10,33.7291259765625
2014-09-11,33.870628356933594
2014-09-12,34.153621673583984
2014-09-15,33.79103469848633
2014-09-16,33.53456115722656
2014-09-17,33.773345947265625
2014-09-18,34.153621673583984
2014-09-19,34.518699645996094
2014-09-22,33.51492691040039
2014-09-23,33.079681396484375
2014-09-24,33.13296890258789
2014-09-25,32.742130279541016
2014-09-26,32.77766418457031
2014-09-29,32.6444206237793
2014-09-30,32.58223342895508
2014-10-01,32.16474533081055
2014-10-02,32.44898986816406
2014-10-03,32.6888313293457
2014-10-06,32.45787811279297
2014-10-07,31.827207565307617
2014-10-08,32.01374053955078
2014-10-09,31.773893356323242
2014-10-10,31.75613784790039
2014-10-13,31.66730499267578
2014-10-14,31.96932601928711
2014-10-15,30.938915252685547
2014-10-16,31.507415771484375
2014-10-17,31.68507194519043
2014-10-20,31.605133056640625
2014-10-21,32.475643157958984
2014-10-22,32.297996520996094
2014-10-23,32.55559539794922
2014-10-24,32.493412017822266
2014-10-27,32.6444206237793
2014-10-28,33.577117919921875
2014-10-29,33.69260025024414
2014-10-30,34.20779800415039
2014-10-31,34.69635772705078
2014-11-03,34.660823822021484
2014-11-04,34.50093078613281
2014-11-05,34.829593658447266
2014-11-06,34.802947998046875
2014-11-07,35.087196350097656
2014-11-10,35.29149627685547
2014-11-11,35.380332946777344
2014-11-12,35.86888885498047
2014-11-13,35.48692321777344
2014-11-14,35.22932434082031
2014-11-17,34.971710205078125
2014-11-18,35.00726318359375
2014-11-19,34.66970443725586
2014-11-20,34.8740119934082
2014-11-21,34.72299575805664
2014-11-24,34.785186767578125
2014-11-25,35.10496520996094
2014-11-26,35.15825653076172
2014-11-28,34.483154296875
2014-12-01,33.71923828125
2014-12-02,34.110084533691406
2014-12-03,34.341041564941406
2014-12-04,34.483154296875
2014-12-05,35.22043991088867
2014-12-08,34.9894905090332
2014-12-09,35.41585922241211
2014-12-10,34.483154296875
2014-12-11,34.73188781738281
2014-12-12,34.15449523925781
2014-12-15,33.8702507019043
2014-12-16,34.12785339355469
2014-12-17,34.38545608520508
2014-12-18,35.20268249511719
2014-12-19,34.98875045776367
2014-12-22,35.13196563720703
2014-12-23,35.65110397338867
2014-12-24,35.50789260864258
2014-12-26,35.66006088256836
2014-12-29,36.053897857666016
2014-12-30,35.98228454589844
2014-12-31,35.7943229675293
2015-01-02,35.1588134765625
2015-01-05,35.1588134765625
2015-01-06,33.44026184082031
2015-01-07,33.55662536621094
2015-01-08,34.17423629760742
2015-01-09,33.4760627746582
2015-01-12,32.921112060546875
2015-01-13,32.69733428955078
2015-01-14,32.27665328979492
2015-01-15,32.02603530883789
2015-01-16,32.572025299072266
2015-01-20,32.1871452331543
2015-01-21,32.46461868286133
2015-01-22,33.62822341918945
2015-01-23,33.30599594116211
2015-01-26,33.53872299194336
2015-01-27,33.32390213012695
2015-01-28,32.19609069824219
2015-01-29,32.53622055053711
2015-01-30,32.54518127441406
2015-02-02,32.75103759765625
2015-02-03,33.9504508972168
2015-02-04,33.74458312988281
2015-02-05,34.4158935546875
2015-02-06,35.12301254272461
2015-02-09,34.63966751098633
2015-02-10,34.38010025024414
2015-02-11,34.621761322021484
2015-02-12,35.14986038208008
2015-02-13,35.337825775146484
2015-02-17,35.53475570678711
2015-02-18,35.239376068115234
2015-02-19,34.97085189819336
2015-02-20,35.09615707397461
2015-02-23,34.863441467285156
2015-02-24,35.248321533203125
2015-02-25,35.08720779418945
2015-02-26,35.1588134765625
2015-02-27,35.364681243896484
2015-03-02,35.23041915893555
2015-03-03,35.22146987915039
2015-03-04,35.0514030456543
2015-03-05,35.13196563720703
2015-03-06,35.43629455566406
2015-03-09,35.81222915649414
2015-03-10,35.17671203613281
2015-03-11,35.16776657104492
2015-03-12,36.349281311035156
2015-03-13,35.92858123779297
2015-03-16,36.13444900512695
2015-03-17,36.00914001464844
2015-03-18,36.20606231689453
2015-03-19,35.803260803222656
2015-03-20,36.222015380859375
2015-03-23,36.168094635009766
2015-03-24,36.015342712402344
2015-03-25,35.4761848449707
2015-03-26,35.34140396118164
2015-03-27,35.44023895263672
2015-03-30,36.21303176879883
2015-03-31,35.98838424682617
2015-04-01,35.78170394897461
2015-04-02,36.10520935058594
2015-04-06,35.99736404418945
2015-04-07,36.21303176879883
2015-04-08,36.015342712402344
2015-04-09,35.898529052734375
2015-04-10,36.042301177978516
2015-04-13,36.50057601928711
2015-04-14,36.20404052734375
2015-04-15,36.842037200927734
2015-04-16,36.7701530456543
2015-04-17,36.1231689453125
2015-04-20,36.48259353637695
2015-04-21,36.65333938598633
2015-04-22,36.64435577392578
2015-04-23,36.64435577392578
2015-04-24,36.50057601928711
2015-04-27,36.53651809692383
2015-04-28,36.42868423461914
2015-04-29,36.80609130859375
2015-04-30,36.80609130859375
2015-05-01,36.06925582885742
2015-05-04,36.50956344604492
2015-05-05,36.18606948852539
2015-05-06,36.50956344604492
2015-05-07,36.302894592285156
2015-05-08,36.52752685546875
2015-05-11,36.76116943359375
2015-05-12,37.066680908203125
2015-05-13,37.2104606628418
2015-05-14,37.26437759399414
2015-05-15,36.80609130859375
2015-05-18,37.453086853027344
2015-05-19,37.74062728881836
2015-05-20,37.623809814453125
2015-05-21,37.47105026245117
2015-05-22,37.5339469909668
2015-05-26,37.084659576416016
2015-05-27,37.43510437011719
2015-05-28,37.35423278808594
2015-05-29,37.192481994628906
2015-06-01,37.11160659790039
2015-06-02,37.578880310058594
2015-06-03,38.24383544921875
2015-06-04,37.902366638183594
2015-06-05,38.585289001464844
2015-06-08,38.720088958740234
2015-06-09,39.09748458862305
2015-06-10,39.7354850769043
2015-06-11,39.54677200317383
2015-06-12,39.627655029296875
2015-06-15,39.45692443847656
2015-06-16,39.95115280151367
2015-06-17,39.187347412109375
2015-06-18,39.42098617553711
2015-06-19,39.51127243041992
2015-06-22,39.98078536987305
2015-06-23,40.44127655029297
2015-06-24,40.143310546875
2015-06-25,40.25165939331055
2015-06-26,40.50447463989258
2015-06-29,39.475162506103516
2015-06-30,39.66476821899414
2015-07-01,40.170387268066406
2015-07-02,39.48417663574219
2015-07-06,39.16815948486328
2015-07-07,38.861175537109375
2015-07-08,38.50904846191406
2015-07-09,39.150115966796875
2015-07-10,39.610591888427734
2015-07-13,39.926612854003906
2015-07-14,40.053016662597656
2015-07-15,40.22456359863281
2015-07-16,40.296810150146484
2015-07-17,39.854373931884766
