Date,FRAK
2016-04-11,140.09286499023438
2016-04-12,148.5716552734375
2016-04-13,147.0300750732422
2016-04-14,147.31910705566406
2016-04-15,145.1994171142578
2016-04-18,147.60816955566406
2016-04-19,152.71470642089844
2016-04-20,154.5453643798828
2016-04-21,152.8110809326172
2016-04-22,157.05047607421875
2016-04-25,155.31617736816406
2016-04-26,158.78475952148438
2016-04-27,162.44606018066406
2016-04-28,158.9774627685547
2016-04-29,159.3628692626953
2016-05-02,157.33950805664062
2016-05-03,150.69137573242188
2016-05-04,147.7045135498047
2016-05-05,151.26947021484375
2016-05-06,149.9205780029297
2016-05-09,147.4154815673828
2016-05-10,151.6548614501953
2016-05-11,153.67820739746094
2016-05-12,154.4490203857422
2016-05-13,152.13661193847656
2016-05-16,155.7979278564453
2016-05-17,157.14682006835938
2016-05-18,154.15997314453125
2016-05-19,154.06361389160156
2016-05-20,155.89425659179688
2016-05-23,156.3760223388672
2016-05-24,156.3760223388672
2016-05-25,160.32635498046875
2016-05-26,160.2300262451172
2016-05-27,159.74826049804688
2016-05-31,159.45921325683594
2016-06-01,159.65191650390625
2016-06-02,159.9409637451172
2016-06-03,159.0738067626953
2016-06-06,163.31321716308594
2016-06-07,168.51611328125
2016-06-08,166.87815856933594
2016-06-09,165.81832885742188
2016-06-10,158.68841552734375
2016-06-13,158.59205627441406
2016-06-14,157.7248992919922
2016-06-15,158.49571228027344
2016-06-16,154.93077087402344
2016-06-17,158.11032104492188
2016-06-20,161.67527770996094
2016-06-21,164.08401489257812
2016-06-22,162.5424041748047
2016-06-23,164.8548126220703
2016-06-24,157.33950805664062
2016-06-27,148.9570770263672
2016-06-28,156.2796630859375
2016-06-29,159.5555877685547
2016-06-30,159.5555877685547
2016-07-01,161.86798095703125
2016-07-05,157.7248992919922
2016-07-06,159.170166015625
2016-07-07,157.14682006835938
2016-07-08,159.65191650390625
2016-07-11,159.65191650390625
2016-07-12,165.33656311035156
2016-07-13,162.2533721923828
2016-07-14,162.6387481689453
2016-07-15,162.0606689453125
2016-07-18,162.2533721923828
2016-07-19,160.1336669921875
2016-07-20,160.61541748046875
2016-07-21,159.0738067626953
2016-07-22,159.0738067626953
2016-07-25,153.96726989746094
2016-07-26,156.5687255859375
2016-07-27,153.29281616210938
2016-07-28,154.64170837402344
2016-07-29,158.78475952148438
2016-08-01,151.75123596191406
2016-08-02,153.10011291503906
2016-08-03,157.82127380371094
2016-08-04,158.9774627685547
2016-08-05,161.38621520996094
2016-08-08,164.56578063964844
2016-08-09,163.02415466308594
2016-08-10,161.7716064453125
2016-08-11,165.43292236328125
2016-08-12,166.3964080810547
2016-08-15,168.22706604003906
2016-08-16,168.51611328125
2016-08-17,168.70880126953125
2016-08-18,173.33360290527344
2016-08-19,172.2737579345703
2016-08-22,170.15406799316406
2016-08-23,172.0810546875
2016-08-24,170.53945922851562
2016-08-25,170.443115234375
2016-08-26,170.2504119873047
2016-08-29,171.11758422851562
2016-08-30,170.8285369873047
2016-08-31,166.30007934570312
2016-09-01,167.07086181640625
2016-09-02,170.05770874023438
2016-09-06,171.79200744628906
2016-09-07,172.65914916992188
2016-09-08,176.8985595703125
2016-09-09,171.40660095214844
2016-09-12,171.5993194580078
2016-09-13,164.56578063964844
2016-09-14,160.90447998046875
2016-09-15,163.50592041015625
2016-09-16,162.735107421875
2016-09-19,162.83145141601562
2016-09-20,161.57891845703125
2016-09-21,166.6854705810547
2016-09-22,167.3599090576172
2016-09-23,162.83145141601562
2016-09-26,162.15701293945312
2016-09-27,158.88111877441406
2016-09-28,168.22706604003906
2016-09-29,171.40660095214844
2016-09-30,173.9116973876953
2016-10-03,174.39346313476562
2016-10-04,172.1774139404297
2016-10-05,175.7423553466797
2016-10-06,176.0314178466797
2016-10-07,174.39346313476562
2016-10-10,177.47665405273438
2016-10-11,175.26060485839844
2016-10-12,174.10440063476562
2016-10-13,174.20077514648438
2016-10-14,172.37010192871094
2016-10-17,170.15406799316406
2016-10-18,170.63583374023438
2016-10-19,174.29710388183594
2016-10-20,173.33360290527344
2016-10-21,172.1774139404297
2016-10-24,169.67233276367188
2016-10-25,166.20370483398438
2016-10-26,165.43292236328125
2016-10-27,166.49276733398438
2016-10-28,163.8913116455078
2016-10-31,160.03732299804688
2016-11-01,159.9409637451172
2016-11-02,158.0139617919922
2016-11-03,158.11032104492188
2016-11-04,157.33950805664062
2016-11-07,160.51907348632812
2016-11-08,159.8446044921875
2016-11-09,163.50592041015625
2016-11-10,163.02415466308594
2016-11-11,159.5555877685547
2016-11-14,161.48257446289062
2016-11-15,168.13072204589844
2016-11-16,167.26358032226562
2016-11-17,164.662109375
2016-11-18,166.20370483398438
2016-11-21,172.65914916992188
2016-11-22,172.1774139404297
2016-11-23,173.8153533935547
2016-11-25,171.31027221679688
2016-11-28,166.1073760986328
2016-11-29,163.98765563964844
2016-11-30,181.13796997070312
2016-12-01,182.29415893554688
2016-12-02,181.71604919433594
2016-12-05,183.25765991210938
2016-12-06,182.39051818847656
2016-12-07,182.48684692382812
2016-12-08,183.73941040039062
2016-12-09,184.7992706298828
2016-12-12,184.02845764160156
2016-12-13,186.7262420654297
2016-12-14,180.4635009765625
2016-12-15,180.75257873535156
2016-12-16,180.6562042236328
2016-12-19,181.45860290527344
2016-12-20,179.9118194580078
2016-12-21,180.20181274414062
2016-12-22,180.58853149414062
2016-12-23,179.42843627929688
2016-12-27,180.39520263671875
2016-12-28,178.558349609375
2016-12-29,177.1082305908203
2016-12-30,176.23817443847656
2017-01-03,178.0749969482422
2017-01-04,178.945068359375
2017-01-05,179.81512451171875
2017-01-06,179.42843627929688
2017-01-09,174.8847198486328
2017-01-10,174.78805541992188
2017-01-11,175.94815063476562
2017-01-12,175.46475219726562
2017-01-13,174.8847198486328
2017-01-17,175.94815063476562
2017-01-18,174.40135192871094
2017-01-19,174.40135192871094
2017-01-20,174.98138427734375
2017-01-23,172.5645294189453
2017-01-24,175.07806396484375
2017-01-25,175.56146240234375
2017-01-26,177.01156616210938
2017-01-27,175.07806396484375
2017-01-30,169.66429138183594
2017-01-31,170.43768310546875
2017-02-01,168.98756408691406
2017-02-02,170.43768310546875
2017-02-03,172.6612091064453
2017-02-06,169.56759643554688
2017-02-07,165.21722412109375
2017-02-08,165.3139190673828
2017-02-09,169.084228515625
2017-02-10,171.01771545410156
2017-02-13,170.0509796142578
2017-02-14,171.21109008789062
2017-02-15,170.43768310546875
2017-02-16,168.69752502441406
2017-02-17,167.92413330078125
2017-02-21,169.47093200683594
2017-02-22,164.54052734375
2017-02-23,163.67044067382812
2017-02-24,160.19015502929688
2017-02-27,162.0269775390625
2017-02-28,160.5768585205078
2017-03-01,164.34716796875
2017-03-02,161.2535858154297
2017-03-03,161.06024169921875
2017-03-06,162.3169708251953
2017-03-07,160.67352294921875
2017-03-08,154.00296020507812
2017-03-09,155.45309448242188
2017-03-10,154.19630432128906
2017-03-13,155.45309448242188
2017-03-14,153.1328887939453
2017-03-15,158.0633087158203
2017-03-16,156.51651000976562
2017-03-17,156.41983032226562
2017-03-20,156.03311157226562
2017-03-21,153.42291259765625
2017-03-22,152.93954467773438
2017-03-23,152.45616149902344
2017-03-24,152.0694580078125
2017-03-27,152.3594970703125
2017-03-28,155.93646240234375
2017-03-29,160.09347534179688
2017-03-30,159.03005981445312
2017-03-31,158.74002075195312
2017-04-03,157.67660522460938
2017-04-04,159.803466796875
2017-04-05,158.35333251953125
2017-04-06,159.90013122558594
2017-04-07,158.74002075195312
2017-04-10,161.64027404785156
2017-04-11,161.2535858154297
2017-04-12,159.610107421875
2017-04-13,156.3231658935547
2017-04-17,156.8065185546875
2017-04-18,154.7763671875
2017-04-19,150.7160186767578
2017-04-20,151.2960662841797
2017-04-21,151.5861053466797
2017-04-24,151.77944946289062
2017-04-25,152.84286499023438
2017-04-26,152.93954467773438
2017-04-27,149.45924377441406
2017-04-28,148.8791961669922
2017-05-01,148.68585205078125
2017-05-02,146.94569396972656
2017-05-03,146.7523651123047
2017-05-04,142.40199279785156
2017-05-05,147.04238891601562
2017-05-08,148.58917236328125
2017-05-09,147.13905334472656
2017-05-10,150.42599487304688
2017-05-11,149.1692352294922
2017-05-12,149.1692352294922
2017-05-15,150.61935424804688
2017-05-16,149.45924377441406
2017-05-17,146.94569396972656
2017-05-18,146.7523651123047
2017-05-19,150.61935424804688
2017-05-22,149.45924377441406
2017-05-23,149.65260314941406
2017-05-24,147.91244506835938
