Date,ROBO
2014-08-26,26.970033645629883
2014-08-27,26.970033645629883
2014-08-28,26.822336196899414
2014-08-29,26.93065071105957
2014-09-02,26.901111602783203
2014-09-03,26.970033645629883
2014-09-04,26.694332122802734
2014-09-05,26.822336196899414
2014-09-08,26.75341033935547
2014-09-09,26.605709075927734
2014-09-10,26.78295135498047
2014-09-11,26.684484481811523
2014-09-12,26.49739646911621
2014-09-15,26.398929595947266
2014-09-16,26.546628952026367
2014-09-17,26.418622970581055
2014-09-18,26.536785125732422
2014-09-19,26.349695205688477
2014-09-22,26.18230438232422
2014-09-23,25.99521827697754
2014-09-24,26.24138069152832
2014-09-25,26.034605026245117
2014-09-26,26.280771255493164
2014-09-29,26.034605026245117
2014-09-30,25.85736656188965
2014-10-01,25.384727478027344
2014-10-02,25.256717681884766
2014-10-03,25.443805694580078
2014-10-06,25.453651428222656
2014-10-07,25.10901641845703
2014-10-08,25.296104431152344
2014-10-09,24.55760383605957
2014-10-10,24.035728454589844
2014-10-13,23.72063636779785
2014-10-14,23.9668025970459
2014-10-15,23.917572021484375
2014-10-16,24.055423736572266
2014-10-17,24.25235366821289
2014-10-20,24.56745147705078
2014-10-21,24.76438331604004
2014-10-22,24.55760383605957
2014-10-23,24.92193031311035
2014-10-24,24.93177604675293
2014-10-27,24.872695922851562
2014-10-28,25.286256790161133
2014-10-29,25.296104431152344
2014-10-30,25.296104431152344
2014-10-31,25.85736656188965
2014-11-03,25.817977905273438
2014-11-04,25.650585174560547
2014-11-05,25.58165740966797
2014-11-06,25.601350784301758
2014-11-07,25.55211639404297
2014-11-10,25.80813217163086
2014-11-11,25.827823638916016
2014-11-12,25.778593063354492
2014-11-13,25.76874542236328
2014-11-14,25.867210388183594
2014-11-17,25.660430908203125
2014-11-18,25.906599044799805
2014-11-19,25.670276641845703
2014-11-20,25.80813217163086
2014-11-21,25.896751403808594
2014-11-24,26.192150115966797
2014-11-25,26.251232147216797
2014-11-26,26.12322425842285
2014-11-28,25.906599044799805
2014-12-01,25.680124282836914
2014-12-02,25.79828453063965
2014-12-03,25.994234085083008
2014-12-04,25.896751403808594
2014-12-05,25.960752487182617
2014-12-08,25.55211639404297
2014-12-09,25.680124282836914
2014-12-10,25.170066833496094
2014-12-11,25.179914474487305
2014-12-12,24.853004455566406
2014-12-15,24.59699058532715
2014-12-16,24.501197814941406
2014-12-17,24.965351104736328
2014-12-18,25.350492477416992
2014-12-19,25.52825355529785
2014-12-22,25.5776309967041
2014-12-23,25.45912742614746
2014-12-24,25.70601463317871
2014-12-26,25.8738956451416
2014-12-29,25.646757125854492
2014-12-30,25.41962432861328
2014-12-31,25.3801212310791
2015-01-02,25.291240692138672
2015-01-05,24.97522735595703
2015-01-06,24.540699005126953
2015-01-07,24.665132522583008
2015-01-08,25.024599075317383
2015-01-09,24.75796127319336
2015-01-12,24.590076446533203
2015-01-13,24.577238082885742
2015-01-14,24.466632843017578
2015-01-15,24.343189239501953
2015-01-16,24.607852935791016
2015-01-20,24.688831329345703
2015-01-21,24.738208770751953
2015-01-22,24.944610595703125
2015-01-23,24.89621925354004
2015-01-26,25.143104553222656
2015-01-27,24.947568893432617
2015-01-28,24.678958892822266
2015-01-29,24.887331008911133
2015-01-30,24.540699005126953
2015-02-02,24.94559669494629
2015-02-03,25.054227828979492
2015-02-04,24.925846099853516
2015-02-05,25.24186134338379
2015-02-06,24.985097885131836
2015-02-09,24.85671615600586
2015-02-10,25.08385467529297
2015-02-11,25.13323211669922
2015-02-12,25.409746170043945
2015-02-13,25.56775665283203
2015-02-17,25.47887420654297
2015-02-18,25.62700843811035
2015-02-19,25.6665096282959
2015-02-20,25.893648147583008
2015-02-23,25.775142669677734
2015-02-24,25.943025588989258
2015-02-25,25.982524871826172
2015-02-26,26.022029876708984
2015-02-27,26.022029876708984
2015-03-02,26.0714054107666
2015-03-03,25.824520111083984
2015-03-04,25.72576141357422
2015-03-05,25.72378921508789
2015-03-06,25.4689998626709
2015-03-09,25.557880401611328
2015-03-10,25.143104553222656
2015-03-11,25.291240692138672
2015-03-12,25.646757125854492
2015-03-13,25.70601463317871
2015-03-16,25.95290184020996
2015-03-17,25.85414695739746
2015-03-18,26.328168869018555
2015-03-19,26.22941780090332
2015-03-20,26.663938522338867
2015-03-23,26.693567276000977
2015-03-24,26.652088165283203
2015-03-25,26.39729881286621
2015-03-26,26.170162200927734
2015-03-27,26.288667678833008
2015-03-30,26.377548217773438
2015-03-31,26.29854393005371
2015-04-01,26.065481185913086
2015-04-02,26.240278244018555
2015-04-06,26.663938522338867
2015-04-07,26.47630500793457
2015-04-08,26.500991821289062
2015-04-09,26.614561080932617
2015-04-10,26.70344352722168
2015-04-13,26.71331787109375
2015-04-14,26.81207275390625
2015-04-15,27.128087997436523
2015-04-16,27.029335021972656
2015-04-17,26.614561080932617
2015-04-20,26.545433044433594
2015-04-21,26.594812393188477
2015-04-22,26.67381477355957
2015-04-23,26.77256965637207
2015-04-24,26.634313583374023
2015-04-27,26.72615623474121
2015-04-28,26.857500076293945
2015-04-29,26.634313583374023
2015-04-30,26.2689208984375
2015-05-01,26.2689208984375
2015-05-04,26.367673873901367
2015-05-05,25.960800170898438
2015-05-06,25.933151245117188
2015-05-07,25.95290184020996
2015-05-08,26.328168869018555
2015-05-11,26.18991470336914
2015-05-12,26.22941780090332
2015-05-13,26.239290237426758
2015-05-14,26.501981735229492
2015-05-15,26.456554412841797
2015-05-18,26.52568244934082
2015-05-19,26.447664260864258
2015-05-20,26.48617935180664
2015-05-21,26.584938049316406
2015-05-22,26.496055603027344
2015-05-26,26.239290237426758
2015-05-27,26.52568244934082
2015-05-28,26.496055603027344
2015-05-29,26.300519943237305
2015-06-01,26.426925659179688
2015-06-02,26.56222152709961
2015-06-03,26.742944717407227
2015-06-04,26.456554412841797
2015-06-05,26.496055603027344
2015-06-08,26.29854393005371
2015-06-09,26.102020263671875
2015-06-10,26.565183639526367
2015-06-11,26.466428756713867
2015-06-12,26.415075302124023
2015-06-15,26.259044647216797
2015-06-16,26.170162200927734
2015-06-17,26.209665298461914
2015-06-18,26.436800003051758
2015-06-19,26.485193252563477
2015-06-22,26.742944717407227
2015-06-23,26.900951385498047
2015-06-24,26.634313583374023
2015-06-25,26.584938049316406
2015-06-26,26.510868072509766
2015-06-29,25.794891357421875
2015-06-30,25.85414695739746
2015-07-01,25.91339874267578
2015-07-02,25.943025588989258
2015-07-06,25.656635284423828
2015-07-07,25.794891357421875
2015-07-08,24.923871994018555
2015-07-09,25.034475326538086
2015-07-10,25.47887420654297
2015-07-13,25.745513916015625
2015-07-14,25.755390167236328
2015-07-15,25.488750457763672
2015-07-16,25.581581115722656
2015-07-17,25.548004150390625
2015-07-20,25.482826232910156
2015-07-21,25.409746170043945
2015-07-22,25.143104553222656
2015-07-23,25.054227828979492
2015-07-24,24.79746437072754
2015-07-27,24.451818466186523
2015-07-28,24.777711868286133
2015-07-29,24.658218383789062
2015-07-30,24.514036178588867
2015-07-31,24.590076446533203
2015-08-03,24.274063110351562
2015-08-04,24.076549530029297
2015-08-05,24.382692337036133
2015-08-06,24.420217514038086
2015-08-07,24.395526885986328
2015-08-10,24.777711868286133
2015-08-11,24.42219352722168
2015-08-12,24.274063110351562
2015-08-13,24.219745635986328
2015-08-14,24.214805603027344
2015-08-17,24.130863189697266
2015-08-18,23.967918395996094
2015-08-19,23.637086868286133
2015-08-20,22.901363372802734
2015-08-21,22.437211990356445
2015-08-24,21.74592399597168
2015-08-25,21.83480453491211
2015-08-26,22.60509490966797
2015-08-27,22.94086265563965
2015-08-28,23.128498077392578
2015-08-31,23.1976261138916
2015-09-01,22.318706512451172
2015-09-02,22.733476638793945
2015-09-03,22.6939754486084
2015-09-04,22.27920150756836
2015-09-08,23.029743194580078
2015-09-09,22.60509490966797
2015-09-10,22.713726043701172
2015-09-11,22.79964256286621
2015-09-14,22.575469970703125
2015-09-15,22.871734619140625
2015-09-16,22.97641372680664
2015-09-17,23.148250579833984
2015-09-18,22.779891967773438
2015-09-21,22.7917423248291
2015-09-22,22.253524780273438
2015-09-23,22.30883026123047
2015-09-24,21.874305725097656
2015-09-25,21.859493255615234
2015-09-28,21.5089111328125
2015-09-29,21.499034881591797
2015-09-30,21.953310012817383
2015-10-01,21.923683166503906
2015-10-02,22.249576568603516
2015-10-05,22.94086265563965
2015-10-06,22.969501495361328
2015-10-07,23.177873611450195
2015-10-08,23.424762725830078
2015-10-09,23.53339385986328
2015-10-12,23.385263442993164
2015-10-13,23.148250579833984
2015-10-14,22.94086265563965
2015-10-15,23.1877498626709
2015-10-16,23.059371948242188
2015-10-19,22.960613250732422
2015-10-20,23.019868850708008
2015-10-21,23.128498077392578
2015-10-22,23.385263442993164
2015-10-23,23.61240005493164
2015-10-26,23.47414207458496
2015-10-27,23.247007369995117
2015-10-28,23.602523803710938
2015-10-29,23.553146362304688
2015-10-30,23.750656127929688
2015-11-02,24.12394905090332
2015-11-03,24.10617446899414
2015-11-04,24.02717399597168
2015-11-05,23.967918395996094
2015-11-06,24.076549530029297
2015-11-09,23.92249298095703
2015-11-10,23.958044052124023
2015-11-11,23.85928726196289
2015-11-12,23.553146362304688
2015-11-13,23.405014038085938
2015-11-16,23.770404815673828
2015-11-17,23.76053237915039
2015-11-18,23.999521255493164
2015-11-19,24.00741958618164
2015-11-20,24.214805603027344
2015-11-23,24.165430068969727
2015-11-24,24.196043014526367
2015-11-25,24.392568588256836
2015-11-27,24.362937927246094
2015-11-30,24.540699005126953
2015-12-01,24.659204483032227
2015-12-02,24.402441024780273
2015-12-03,24.234560012817383
2015-12-04,24.47947120666504
2015-12-07,24.294797897338867
2015-12-08,24.02717399597168
2015-12-09,23.80793571472168
2015-12-10,23.88990020751953
2015-12-11,23.57585906982422
2015-12-14,23.46426773071289
2015-12-15,23.65190315246582
2015-12-16,23.956933975219727
2015-12-17,23.818283081054688
2015-12-18,23.57069206237793
2015-12-21,23.739055633544922
2015-12-22,23.974761962890625
2015-12-23,24.18471908569336
2015-12-24,24.178775787353516
2015-12-28,24.18372917175293
2015-12-29,24.35308074951172
2015-12-30,24.223342895507812
2015-12-31,23.966838836669922
2016-01-04,23.699440002441406
2016-01-05,23.560789108276367
2016-01-06,22.993309020996094
2016-01-07,22.530807495117188
2016-01-08,22.184181213378906
2016-01-11,22.010868072509766
2016-01-12,22.095048904418945
2016-01-13,21.71870994567871
2016-01-14,21.792985916137695
2016-01-15,21.15420150756836
2016-01-19,21.25323486328125
2016-01-20,20.939289093017578
2016-01-21,20.9066104888916
2016-01-22,21.49092674255371
2016-01-25,21.273042678833008
2016-01-26,21.629575729370117
2016-01-27,21.513704299926758
2016-01-28,21.510732650756836
2016-01-29,21.771198272705078
2016-02-01,21.768226623535156
2016-02-02,21.342370986938477
2016-02-03,21.381986618041992
2016-02-04,21.599863052368164
2016-02-05,21.342370986938477
2016-02-08,20.926414489746094
2016-02-09,20.886802673339844
2016-02-10,20.70952606201172
2016-02-11,20.550077438354492
2016-02-12,20.661991119384766
2016-02-16,21.233430862426758
2016-02-17,21.94649314880371
2016-02-18,22.015819549560547
2016-02-19,22.038599014282227
2016-02-22,22.233699798583984
2016-02-23,21.877166748046875
2016-02-24,22.00591468811035
2016-02-25,22.184181213378906
2016-02-26,22.372350692749023
2016-02-29,22.38225555419922
2016-03-01,22.63974952697754
2016-03-02,22.768497467041016
2016-03-03,23.0358943939209
2016-03-04,23.412235260009766
2016-03-07,23.640018463134766
2016-03-08,23.273582458496094
2016-03-09,23.29339027404785
2016-03-10,23.1844482421875
2016-03-11,23.649919509887695
2016-03-14,23.887609481811523
2016-03-15,23.481557846069336
2016-03-16,23.69052505493164
2016-03-17,23.976741790771484
2016-03-18,24.18471908569336
2016-03-21,24.234237670898438
2016-03-22,24.254043579101562
2016-03-23,23.927223205566406
2016-03-24,23.887609481811523
2016-03-28,23.768766403198242
2016-03-29,24.313467025756836
2016-03-30,24.422407150268555
2016-03-31,24.382793426513672
2016-04-01,24.244138717651367
2016-04-04,24.1649112701416
2016-04-05,23.739055633544922
2016-04-06,24.016357421875
2016-04-07,23.640018463134766
2016-04-08,24.145103454589844
2016-04-11,24.204524993896484
2016-04-12,24.56105613708496
2016-04-13,25.165180206298828
2016-04-14,25.153297424316406
2016-04-15,25.076045989990234
2016-04-18,25.155277252197266
2016-04-19,25.293928146362305
2016-04-20,25.42267417907715
2016-04-21,25.155277252197266
2016-04-22,25.25431251525879
2016-04-25,25.056238174438477
2016-04-26,25.09585189819336
2016-04-27,25.205785751342773
2016-04-28,24.74922752380371
2016-04-29,24.511539459228516
2016-05-02,24.74922752380371
2016-05-03,24.432310104370117
2016-05-04,24.21442985534668
2016-05-05,24.194623947143555
2016-05-06,24.323368072509766
2016-05-09,24.224332809448242
2016-05-10,24.450136184692383
2016-05-11,24.372888565063477
2016-05-12,24.30257225036621
2016-05-13,23.90741729736328
2016-05-16,24.292667388916016
2016-05-17,24.037153244018555
2016-05-18,24.204524993896484
2016-05-19,23.976741790771484
2016-05-20,24.123315811157227
2016-05-23,24.36298370361328
2016-05-24,24.63335418701172
2016-05-25,24.77893829345703
2016-05-26,24.897781372070312
2016-05-27,24.907684326171875
2016-05-31,25.09585189819336
2016-06-01,25.184988021850586
2016-06-02,25.181026458740234
2016-06-03,25.284025192260742
2016-06-06,25.571231842041016
2016-06-07,25.680171966552734
2016-06-08,25.818822860717773
2016-06-09,25.59004783630371
2016-06-10,25.135467529296875
2016-06-13,24.85816764831543
2016-06-14,24.521442413330078
2016-06-15,24.640287399291992
2016-06-16,24.494701385498047
2016-06-17,24.689804077148438
2016-06-20,25.155277252197266
2016-06-21,25.31373405456543
2016-06-22,25.234506607055664
2016-06-23,25.70987892150879
2016-06-24,24.44221305847168
2016-06-27,23.673688888549805
2016-06-28,24.162931442260742
2016-06-29,24.537288665771484
2016-06-30,24.79874610900879
2016-07-01,24.868072509765625
2016-07-05,24.44122314453125
2016-07-06,24.432310104370117
2016-07-07,24.41250228881836
2016-07-08,24.75912857055664
2016-07-11,25.14537239074707
2016-07-12,25.50982666015625
2016-07-13,25.541519165039062
2016-07-14,25.541519165039062
2016-07-15,25.481107711791992
2016-07-18,25.600942611694336
2016-07-19,25.442481994628906
2016-07-20,25.808917999267578
2016-07-21,25.65045928955078
2016-07-22,25.69997787475586
2016-07-25,25.631643295288086
2016-07-26,25.660362243652344
2016-07-27,25.937667846679688
2016-07-28,25.9871826171875
2016-07-29,26.155546188354492
2016-08-01,26.056507110595703
2016-08-02,25.963415145874023
2016-08-03,26.0050106048584
2016-08-04,26.20803451538086
2016-08-05,26.373424530029297
2016-08-08,26.393230438232422
2016-08-09,26.670536041259766
2016-08-10,26.509105682373047
2016-08-11,26.73986053466797
2016-08-12,26.749765396118164
2016-08-15,26.99834632873535
2016-08-16,26.84880256652832
2016-08-17,26.729955673217773
2016-08-18,26.858707427978516
2016-08-19,26.997356414794922
2016-08-22,26.923078536987305
2016-08-23,26.987451553344727
2016-08-24,26.843849182128906
2016-08-25,26.869600296020508
2016-08-26,26.838895797729492
2016-08-29,26.980520248413086
2016-08-30,26.987451553344727
2016-08-31,26.640825271606445
2016-09-01,26.789379119873047
2016-09-02,26.902280807495117
2016-09-06,27.36379051208496
2016-09-07,27.4757022857666
2016-09-08,27.571767807006836
2016-09-09,26.965665817260742
2016-09-12,27.086488723754883
2016-09-13,26.74283218383789
2016-09-14,26.698265075683594
2016-09-15,26.937936782836914
2016-09-16,26.749765396118164
2016-09-19,27.046873092651367
2016-09-20,27.126100540161133
2016-09-21,27.58167266845703
2016-09-22,27.918397903442383
2016-09-23,27.799551010131836
2016-09-26,27.542057037353516
2016-09-27,27.730224609375
2016-09-28,28.076854705810547
2016-09-29,27.977815628051758
2016-09-30,28.12042808532715
2016-10-03,28.020402908325195
2016-10-04,27.875808715820312
2016-10-05,28.057044982910156
2016-10-06,27.938203811645508
2016-10-07,27.883731842041016
2016-10-10,27.948104858398438
2016-10-11,27.492538452148438
2016-10-12,27.452922821044922
2016-10-13,27.21523666381836
2016-10-14,27.195430755615234
2016-10-17,27.205331802368164
2016-10-18,27.36379051208496
2016-10-19,27.343984603881836
2016-10-20,27.4232120513916
2016-10-21,27.482635498046875
2016-10-24,27.512346267700195
2016-10-25,27.338041305541992
2016-10-26,27.462825775146484
2016-10-27,27.33407974243164
2016-10-28,27.274660110473633
2016-10-31,27.33407974243164
2016-11-01,27.06073760986328
2016-11-02,26.789379119873047
2016-11-03,26.680438995361328
2016-11-04,26.670536041259766
2016-11-07,27.18552589416504
2016-11-08,27.15581512451172
2016-11-09,27.314271926879883
2016-11-10,27.542057037353516
2016-11-11,27.819358825683594
2016-11-14,27.829261779785156
2016-11-15,27.977815628051758
2016-11-16,27.799551010131836
2016-11-17,28.027334213256836
2016-11-18,28.027334213256836
2016-11-21,28.08675765991211
2016-11-22,28.14617919921875
2016-11-23,28.235313415527344
2016-11-25,28.135284423828125
2016-11-28,28.165987014770508
2016-11-29,28.14617919921875
2016-11-30,28.096660614013672
2016-12-01,27.920377731323242
2016-12-02,27.880762100219727
2016-12-05,28.106563568115234
2016-12-06,28.344253540039062
2016-12-07,28.601747512817383
2016-12-08,28.87904930114746
2016-12-09,28.859243392944336
2016-12-12,28.67107391357422
2016-12-13,28.84933853149414
2016-12-14,28.512615203857422
2016-12-15,28.646312713623047
2016-12-16,28.354154586791992
2016-12-19,28.46309471130371
2016-12-20,28.517669677734375
2016-12-21,28.477981567382812
2016-12-22,28.42737579345703
2016-12-23,28.40852165222168
2016-12-27,28.567285537719727
2016-12-28,28.40852165222168
2016-12-29,28.428367614746094
2016-12-30,28.428367614746094
2017-01-03,28.765737533569336
2017-01-04,29.049524307250977
2017-01-05,29.033649444580078
2017-01-06,29.122953414916992
2017-01-09,29.202333450317383
2017-01-10,29.137836456298828
2017-01-11,29.3214054107666
2017-01-12,29.301559448242188
2017-01-13,29.480165481567383
2017-01-17,29.19240951538086
2017-01-18,29.291637420654297
2017-01-19,29.36109733581543
2017-01-20,29.64885139465332
2017-01-23,29.504974365234375
2017-01-24,29.857229232788086
2017-01-25,30.492277145385742
2017-01-26,30.2938232421875
2017-01-27,30.264055252075195
2017-01-30,30.095373153686523
2017-01-31,30.244211196899414
2017-02-01,30.55181312561035
2017-02-02,30.502199172973633
2017-02-03,30.73042106628418
2017-02-06,30.522045135498047
2017-02-07,30.480371475219727
2017-02-08,30.561735153198242
2017-02-09,30.710575103759766
2017-02-10,30.849491119384766
2017-02-13,31.028100967407227
2017-02-14,31.167016983032227
2017-02-15,31.256319046020508
2017-02-16,31.21662712097168
2017-02-17,31.355546951293945
2017-02-21,31.64330291748047
2017-02-22,31.59368896484375
2017-02-23,31.50438690185547
2017-02-24,31.296010971069336
2017-02-27,31.355546951293945
2017-02-28,31.127328872680664
2017-03-01,31.702838897705078
2017-03-02,31.425004959106445
2017-03-03,31.45477294921875
2017-03-06,31.296010971069336
2017-03-07,31.236474990844727
2017-03-08,31.296010971069336
2017-03-09,31.17694091796875
2017-03-10,31.45477294921875
2017-03-13,31.613536834716797
2017-03-14,31.365468978881836
2017-03-15,31.762374877929688
2017-03-16,31.7822208404541
2017-03-17,31.98067283630371
2017-03-20,31.98067283630371
2017-03-21,31.52423095703125
2017-03-22,31.484540939331055
2017-03-23,31.613536834716797
2017-03-24,31.653226852416992
2017-03-27,31.682994842529297
2017-03-28,31.88144874572754
2017-03-29,31.931058883666992
2017-03-30,32.020362854003906
2017-03-31,31.95090675354004
2017-04-03,31.85167694091797
2017-04-04,31.66314697265625
2017-04-05,31.51430892944336
2017-04-06,31.653226852416992
2017-04-07,31.66314697265625
2017-04-10,31.673070907592773
2017-04-11,31.613536834716797
2017-04-12,31.32577896118164
2017-04-13,31.008255004882812
2017-04-17,31.21662712097168
2017-04-18,31.26624298095703
2017-04-19,31.452787399291992
2017-04-20,31.81199073791504
2017-04-21,31.732606887817383
2017-04-24,32.228736877441406
2017-04-25,32.625648498535156
2017-04-26,32.83401870727539
2017-04-27,32.93324661254883
2017-04-28,32.873714447021484
2017-05-01,33.092010498046875
2017-05-02,33.151546478271484
2017-05-03,33.092010498046875
2017-05-04,33.13169860839844
2017-05-05,33.349998474121094
2017-05-08,33.38969039916992
2017-05-09,33.45914840698242
2017-05-10,33.66752243041992
2017-05-11,33.68737030029297
2017-05-12,33.7568244934082
2017-05-15,34.064430236816406
2017-05-16,34.22319412231445
2017-05-17,33.58814239501953
2017-05-18,33.69233322143555
2017-05-19,34.1041145324707
2017-05-22,34.451412200927734
2017-05-23,34.411720275878906
2017-05-24,34.35218048095703
2017-05-25,34.481178283691406
2017-05-26,34.43156433105469
2017-05-30,34.391876220703125
2017-05-31,34.312496185302734
2017-06-01,34.71932601928711
2017-06-02,35.15591812133789
2017-06-05,35.225379943847656
2017-06-06,35.09638214111328
2017-06-07,35.07355880737305
2017-06-08,35.190650939941406
2017-06-09,34.729244232177734
2017-06-12,34.36211013793945
2017-06-13,34.57048034667969
2017-06-14,34.47126007080078
2017-06-15,34.12396240234375
2017-06-16,34.29264831542969
2017-06-19,34.729244232177734
2017-06-20,34.540714263916016
2017-06-21,34.540714263916016
2017-06-22,34.57048034667969
2017-06-23,34.61017608642578
2017-06-26,34.530792236328125
2017-06-27,34.2430305480957
2017-06-28,34.4216423034668
2017-06-29,33.98504638671875
2017-06-30,34.01481246948242
2017-07-03,33.84613037109375
