Date,PJP
2010-11-05,19.722742080688477
2010-11-08,19.688316345214844
2010-11-09,19.56784439086914
2010-11-10,19.628076553344727
2010-11-11,19.619474411010742
2010-11-12,19.39574432373047
2010-11-15,19.516210556030273
2010-11-16,19.309688568115234
2010-11-17,19.309688568115234
2010-11-18,19.69692039489746
2010-11-19,19.662500381469727
2010-11-22,19.722742080688477
2010-11-23,19.473188400268555
2010-11-24,19.722742080688477
2010-11-26,19.636680603027344
2010-11-29,19.473188400268555
2010-11-30,19.215036392211914
2010-12-01,19.602262496948242
2010-12-02,19.679710388183594
2010-12-03,19.671106338500977
2010-12-06,19.628076553344727
2010-12-07,19.731342315673828
2010-12-08,19.877626419067383
2010-12-09,19.92926025390625
2010-12-10,20.101354598999023
2010-12-13,20.049724578857422
2010-12-14,20.273454666137695
2010-12-15,20.419740676879883
2010-12-16,20.695106506347656
2010-12-17,20.708036422729492
2010-12-20,20.725290298461914
2010-12-21,20.673538208007812
2010-12-22,20.6390438079834
2010-12-23,20.6390438079834
2010-12-27,20.682165145874023
2010-12-28,20.595914840698242
2010-12-29,20.61316680908203
2010-12-30,20.509674072265625
2010-12-31,20.388927459716797
2011-01-03,20.173307418823242
2011-01-04,20.095678329467773
2011-01-05,20.181936264038086
2011-01-06,20.294050216674805
2011-01-07,20.294050216674805
2011-01-10,20.294050216674805
2011-01-11,20.25954818725586
2011-01-12,20.423425674438477
2011-01-13,20.380300521850586
2011-01-14,20.432043075561523
2011-01-18,20.570045471191406
2011-01-19,20.268177032470703
2011-01-20,20.285432815551758
2011-01-21,20.095678329467773
2011-01-24,20.207805633544922
2011-01-25,20.216428756713867
2011-01-26,20.337173461914062
2011-01-27,20.294050216674805
2011-01-28,19.828311920166016
2011-01-31,19.91456413269043
2011-02-01,20.087060928344727
2011-02-02,19.9921875
2011-02-03,20.018056869506836
2011-02-04,20.087060928344727
2011-02-07,20.04393768310547
2011-02-08,20.061182022094727
2011-02-09,20.04393768310547
2011-02-10,20.026687622070312
2011-02-11,20.026687622070312
2011-02-14,20.138809204101562
2011-02-15,20.216428756713867
2011-02-16,20.31992530822754
2011-02-17,20.337173461914062
2011-02-18,20.34580421447754
2011-02-22,20.026687622070312
2011-02-23,19.7679443359375
2011-02-24,19.552324295043945
2011-02-25,19.79381561279297
2011-02-28,20.061182022094727
2011-03-01,19.828311920166016
2011-03-02,19.9921875
2011-03-03,20.34580421447754
2011-03-04,20.311298370361328
2011-03-07,20.087060928344727
2011-03-08,20.380300521850586
2011-03-09,20.380300521850586
2011-03-10,20.104307174682617
2011-03-11,20.173307418823242
2011-03-14,20.121557235717773
2011-03-15,19.98356056213379
2011-03-16,19.612695693969727
2011-03-17,19.79381561279297
2011-03-18,19.98356056213379
2011-03-21,20.087060928344727
2011-03-22,20.06980323791504
2011-03-23,20.104307174682617
2011-03-24,20.31992530822754
2011-03-25,20.397554397583008
2011-03-28,20.34580421447754
2011-03-29,20.552793502807617
2011-03-30,21.035785675048828
2011-03-31,21.001283645629883
2011-04-01,21.104778289794922
2011-04-04,21.268646240234375
2011-04-05,21.49289894104004
2011-04-06,21.55326271057129
2011-04-07,21.55326271057129
2011-04-08,21.61363983154297
2011-04-11,21.699888229370117
2011-04-12,21.648134231567383
2011-04-13,21.72576332092285
2011-04-14,21.812009811401367
2011-04-15,22.053497314453125
2011-04-18,21.794761657714844
2011-04-19,21.87238311767578
2011-04-20,22.088001251220703
2011-04-21,22.139751434326172
2011-04-25,22.14837074279785
2011-04-26,22.38124656677246
2011-04-27,22.648609161376953
2011-04-28,22.648609161376953
2011-04-29,22.579618453979492
2011-05-02,22.752107620239258
2011-05-03,22.717615127563477
2011-05-04,22.570985794067383
2011-05-05,22.450237274169922
2011-05-06,22.683109283447266
2011-05-09,22.846973419189453
2011-05-10,23.01947593688965
2011-05-11,22.87285614013672
2011-05-12,23.2092227935791
2011-05-13,23.088478088378906
2011-05-16,22.959096908569336
2011-05-17,22.9073543548584
2011-05-18,23.097097396850586
2011-05-19,23.088478088378906
2011-05-20,23.028106689453125
2011-05-23,22.76935386657715
2011-05-24,22.795230865478516
2011-05-25,22.83835792541504
2011-05-26,22.96772575378418
2011-05-27,23.07122802734375
2011-05-31,23.373090744018555
2011-06-01,23.11434555053711
2011-06-02,23.002222061157227
2011-06-03,22.674488067626953
2011-06-06,22.450237274169922
2011-06-07,22.63998794555664
2011-06-08,22.407115936279297
2011-06-09,22.54511260986328
2011-06-10,22.174243927001953
2011-06-13,22.37261962890625
2011-06-14,22.570985794067383
2011-06-15,22.38124656677246
2011-06-16,22.363994598388672
2011-06-17,22.24382781982422
2011-06-20,22.503177642822266
2011-06-21,22.702022552490234
2011-06-22,22.59827423095703
2011-06-23,22.650148391723633
2011-06-24,22.546401977539062
2011-06-27,22.66743278503418
2011-06-28,22.94407844543457
2011-06-29,23.047822952270508
2011-06-30,23.177494049072266
2011-07-01,23.54923439025879
2011-07-05,23.575170516967773
2011-07-06,23.6616268157959
2011-07-07,23.68755531311035
2011-07-08,23.730783462524414
2011-07-11,23.341754913330078
2011-07-12,23.410917282104492
2011-07-13,23.609750747680664
2011-07-14,23.609750747680664
2011-07-15,23.497365951538086
2011-07-18,23.238012313842773
2011-07-19,23.50600814819336
2011-07-20,23.42820930480957
2011-07-21,23.678911209106445
2011-07-22,23.704849243164062
2011-07-25,23.376340866088867
2011-07-26,23.20343017578125
2011-07-27,22.883562088012695
2011-07-28,22.918148040771484
2011-07-29,22.900850296020508
2011-08-01,22.7452392578125
2011-08-02,22.14008331298828
2011-08-03,22.269760131835938
2011-08-04,21.0594482421875
2011-08-05,21.119970321655273
2011-08-08,19.9960994720459
2011-08-09,20.869258880615234
2011-08-10,20.11713409423828
2011-08-11,20.955703735351562
2011-08-12,21.171836853027344
2011-08-15,21.655960083007812
2011-08-16,21.508996963500977
2011-08-17,21.405258178710938
2011-08-18,20.601261138916016
2011-08-19,20.523454666137695
2011-08-22,20.523454666137695
2011-08-23,21.266929626464844
2011-08-24,21.586803436279297
2011-08-25,21.163190841674805
2011-08-26,21.457122802734375
2011-08-29,22.053638458251953
2011-08-30,22.252470016479492
2011-08-31,22.28705406188965
2011-09-01,22.044992446899414
2011-09-02,21.569507598876953
2011-09-06,21.61273193359375
2011-09-07,22.14008331298828
2011-09-08,21.98447608947754
2011-09-09,21.387962341308594
2011-09-12,21.28421401977539
2011-09-13,21.500350952148438
2011-09-14,21.794275283813477
2011-09-15,22.053638458251953
2011-09-16,22.274555206298828
2011-09-19,22.118616104125977
2011-09-20,22.265899658203125
2011-09-21,21.676761627197266
2011-09-22,21.18292808532715
2011-09-23,21.269559860229492
2011-09-26,21.451505661010742
2011-09-27,21.867359161376953
2011-09-28,21.425508499145508
2011-09-29,21.486154556274414
2011-09-30,21.286890029907227
2011-10-03,20.61977767944336
2011-10-04,21.0096492767334
2011-10-05,21.425508499145508
2011-10-06,21.850032806396484
2011-10-07,21.676761627197266
2011-10-10,22.335208892822266
2011-10-11,22.413179397583008
2011-10-12,22.447837829589844
2011-10-13,22.612443923950195
2011-10-14,22.63844108581543
2011-10-17,22.222576141357422
2011-10-18,22.361196517944336
2011-10-19,22.04930305480957
2011-10-20,22.057966232299805
2011-10-21,22.52581214904785
2011-10-24,22.855031967163086
2011-10-25,22.326541900634766
2011-10-26,22.872358322143555
2011-10-27,23.38352394104004
2011-10-28,23.45283317565918
2011-10-31,23.045635223388672
2011-11-01,22.70774269104004
2011-11-02,22.872358322143555
2011-11-03,23.17559242248535
2011-11-04,22.84636878967285
2011-11-07,23.062963485717773
2011-11-08,23.322877883911133
2011-11-09,22.612443923950195
2011-11-10,22.84636878967285
2011-11-11,23.322877883911133
2011-11-14,23.17559242248535
2011-11-15,23.210250854492188
2011-11-16,22.78571891784668
2011-11-17,22.629777908325195
2011-11-18,22.55180549621582
2011-11-21,22.213911056518555
2011-11-22,22.40451431274414
2011-11-23,22.057966232299805
2011-11-25,21.902021408081055
2011-11-28,22.681764602661133
2011-11-29,22.81171417236328
2011-11-30,23.582794189453125
2011-12-01,23.608776092529297
2011-12-02,23.513477325439453
2011-12-05,23.626108169555664
2011-12-06,23.678098678588867
2011-12-07,23.79072380065918
2011-12-08,23.27088737487793
2011-12-09,23.634769439697266
2011-12-12,23.47882843017578
2011-12-13,23.331541061401367
2011-12-14,23.14093780517578
2011-12-15,23.496152877807617
2011-12-16,23.621204376220703
2011-12-19,23.543052673339844
2011-12-20,24.24647331237793
2011-12-21,24.446212768554688
2011-12-22,24.29857635498047
2011-12-23,24.55910301208496
2011-12-27,24.628578186035156
2011-12-28,24.307262420654297
2011-12-29,24.498315811157227
2011-12-30,24.47226333618164
2012-01-03,24.67200469970703
2012-01-04,24.507001876831055
2012-01-05,24.567790985107422
2012-01-06,24.593843460083008
2012-01-09,24.949901580810547
2012-01-10,25.123584747314453
2012-01-11,25.010684967041016
2012-01-12,25.088850021362305
2012-01-13,25.04542350769043
2012-01-17,25.149639129638672
2012-01-18,25.384109497070312
2012-01-19,25.37542724609375
2012-01-20,25.245159149169922
2012-01-23,25.08016014099121
2012-01-24,25.010684967041016
2012-01-25,25.140953063964844
2012-01-26,25.028057098388672
2012-01-27,25.175689697265625
2012-01-30,25.054107666015625
2012-01-31,25.123584747314453
2012-02-01,25.523059844970703
2012-02-02,25.557796478271484
2012-02-03,25.818323135375977
2012-02-06,25.896482467651367
2012-02-07,25.792274475097656
2012-02-08,25.77490234375
2012-02-09,25.49701499938965
2012-02-10,25.444900512695312
2012-02-13,25.75753402709961
2012-02-14,25.722797393798828
2012-02-15,25.601215362548828
2012-02-16,25.77490234375
2012-02-17,25.479642868041992
2012-02-21,25.210426330566406
2012-02-22,25.227792739868164
2012-02-23,26.078853607177734
2012-02-24,26.487018585205078
2012-02-27,26.625961303710938
2012-02-28,26.738859176635742
2012-02-29,26.59990882873535
2012-03-01,26.851755142211914
2012-03-02,26.686752319335938
2012-03-05,26.634647369384766
2012-03-06,26.096223831176758
2012-03-07,26.295955657958984
2012-03-08,26.55649185180664
2012-03-09,26.55649185180664
2012-03-12,26.55649185180664
2012-03-13,26.808332443237305
2012-03-14,26.686752319335938
2012-03-15,26.825693130493164
2012-03-16,26.72838020324707
2012-03-19,26.86741065979004
2012-03-20,26.667552947998047
2012-03-21,26.745756149291992
2012-03-22,26.771825790405273
2012-03-23,26.93692398071289
2012-03-26,27.336631774902344
2012-03-27,27.31925392150879
2012-03-28,27.145462036132812
2012-03-29,27.154155731201172
2012-03-30,27.31056785583496
2012-04-02,27.44090461730957
2012-04-03,27.44090461730957
2012-04-04,27.232358932495117
2012-04-05,27.28449821472168
2012-04-09,26.85871696472168
2012-04-10,26.380807876586914
2012-04-11,26.537216186523438
2012-04-12,26.658863067626953
2012-04-13,26.424251556396484
2012-04-16,26.3981876373291
2012-04-17,26.841341018676758
2012-04-18,26.763132095336914
2012-04-19,26.806575775146484
2012-04-20,27.04119873046875
2012-04-23,26.85002899169922
2012-04-24,26.989057540893555
2012-04-25,27.406152725219727
2012-04-26,27.597309112548828
2012-04-27,27.857988357543945
2012-04-30,27.788475036621094
2012-05-01,27.71027183532715
2012-05-02,27.736347198486328
2012-05-03,27.47566032409668
2012-05-04,27.1107120513916
2012-05-07,27.275806427001953
2012-05-08,27.188919067382812
2012-05-09,26.91954231262207
2012-05-10,27.171533584594727
2012-05-11,27.31056785583496
2012-05-14,27.275806427001953
2012-05-15,27.093332290649414
2012-05-16,27.162839889526367
2012-05-17,26.78920555114746
2012-05-18,26.48508071899414
2012-05-21,26.823963165283203
2012-05-22,26.815265655517578
2012-05-23,26.676244735717773
2012-05-24,26.980371475219727
2012-05-25,27.006437301635742
2012-05-29,27.154155731201172
2012-05-30,26.954303741455078
2012-05-31,26.78920555114746
2012-06-01,26.224395751953125
2012-06-04,26.528528213500977
2012-06-05,26.719688415527344
2012-06-06,27.032506942749023
2012-06-07,26.94561004638672
2012-06-08,27.119403839111328
2012-06-11,26.86741065979004
2012-06-12,27.2062931060791
2012-06-13,27.04119873046875
2012-06-14,27.362707138061523
2012-06-15,27.62764549255371
2012-06-18,27.862960815429688
2012-06-19,28.167991638183594
2012-06-20,28.202856063842773
2012-06-21,27.758378982543945
2012-06-22,28.176715850830078
2012-06-25,27.88039207458496
2012-06-26,28.01112937927246
2012-06-27,28.420740127563477
2012-06-28,28.377161026000977
2012-06-29,28.900087356567383
2012-07-02,29.15283966064453
2012-07-03,29.231271743774414
2012-07-05,29.117977142333984
2012-07-06,28.934953689575195
2012-07-09,29.309711456298828
2012-07-10,28.79549789428711
2012-07-11,28.656057357788086
2012-07-12,28.84779930114746
2012-07-13,29.022104263305664
2012-07-16,29.501453399658203
2012-07-17,29.754194259643555
2012-07-18,29.736753463745117
2012-07-19,29.745471954345703
2012-07-20,29.335853576660156
2012-07-23,28.952377319335938
2012-07-24,28.63863182067871
2012-07-25,28.92622947692871
2012-07-26,29.344573974609375
2012-07-27,29.858774185180664
2012-07-30,29.571176528930664
2012-07-31,29.361997604370117
2012-08-01,29.083112716674805
2012-08-02,28.934953689575195
2012-08-03,29.21384620666504
2012-08-06,29.274856567382812
2012-08-07,29.30098533630371
2012-08-08,28.952377319335938
2012-08-09,28.873939514160156
2012-08-10,29.048250198364258
2012-08-13,28.995954513549805
2012-08-14,29.065675735473633
2012-08-15,29.161542892456055
2012-08-16,29.039539337158203
2012-08-17,28.934953689575195
2012-08-20,28.92622947692871
2012-08-21,28.77806854248047
2012-08-22,28.79549789428711
2012-08-23,28.725778579711914
2012-08-24,29.09182357788086
2012-08-27,29.07439613342285
2012-08-28,29.065675735473633
2012-08-29,29.17897605895996
2012-08-30,29.126684188842773
2012-08-31,29.17897605895996
2012-09-04,29.850061416625977
2012-09-05,29.850061416625977
2012-09-06,30.181243896484375
2012-09-07,30.067943572998047
2012-09-10,30.05051612854004
2012-09-11,30.102813720703125
2012-09-12,30.128944396972656
2012-09-13,30.399126052856445
2012-09-14,30.259674072265625
2012-09-17,30.51242446899414
2012-09-18,30.69544219970703
2012-09-19,30.1638126373291
2012-09-20,30.32068634033203
2012-09-21,30.463003158569336
2012-09-24,30.235990524291992
2012-09-25,30.157413482666016
2012-09-26,30.008981704711914
2012-09-27,30.21852684020996
2012-09-28,30.131223678588867
2012-10-01,30.30584144592285
2012-10-02,30.541580200195312
2012-10-03,30.663820266723633
2012-10-04,30.855907440185547
2012-10-05,30.864641189575195
2012-10-08,30.8297176361084
2012-10-09,30.5153865814209
2012-10-10,30.270915985107422
2012-10-11,30.244718551635742
2012-10-12,30.22726821899414
2012-10-15,30.585241317749023
2012-10-16,30.855907440185547
2012-10-17,31.030532836914062
2012-10-18,30.908296585083008
2012-10-19,30.253454208374023
2012-10-22,30.1661434173584
2012-10-23,29.91294288635254
2012-10-24,29.895483016967773
2012-10-25,30.035186767578125
2012-10-26,29.869298934936523
2012-10-31,29.450191497802734
2012-11-01,29.878015518188477
2012-11-02,29.616085052490234
2012-11-05,29.589893341064453
2012-11-06,29.659746170043945
2012-11-07,29.188257217407227
2012-11-08,28.961254119873047
2012-11-09,29.05729103088379
2012-11-12,29.40652847290039
2012-11-13,29.354143142700195
2012-11-14,28.96997833251953
2012-11-15,28.882667541503906
2012-11-16,29.10968017578125
2012-11-19,29.42400360107422
2012-11-20,29.668472290039062
2012-11-21,29.799436569213867
2012-11-23,30.113758087158203
2012-11-26,30.1661434173584
2012-11-27,30.01772117614746
2012-11-28,30.105030059814453
2012-11-29,30.36696434020996
2012-11-30,30.358230590820312
2012-12-03,30.253454208374023
2012-12-04,30.253454208374023
2012-12-05,30.192340850830078
2012-12-06,30.209802627563477
2012-12-07,30.270915985107422
2012-12-10,30.463003158569336
2012-12-11,30.873369216918945
2012-12-12,30.71620750427246
2012-12-13,30.40189552307129
2012-12-14,30.349498748779297
2012-12-17,30.707489013671875
2012-12-18,30.995607376098633
2012-12-19,30.83844757080078
2012-12-20,30.882104873657227
2012-12-21,30.770038604736328
2012-12-24,30.690610885620117
2012-12-26,30.461185455322266
2012-12-27,30.364120483398438
2012-12-28,30.055269241333008
2012-12-31,30.470008850097656
2013-01-02,30.946514129638672
2013-01-03,31.246540069580078
2013-01-04,31.44066619873047
2013-01-07,31.625978469848633
2013-01-08,31.890724182128906
2013-01-09,32.243682861328125
2013-01-10,32.39369201660156
2013-01-11,32.25250244140625
2013-01-14,32.25250244140625
2013-01-15,32.490745544433594
2013-01-16,32.27014923095703
2013-01-17,32.34955978393555
2013-01-18,32.36722183227539
2013-01-22,32.38486099243164
2013-01-23,32.217201232910156
2013-01-24,32.40250778198242
2013-01-25,32.64076614379883
2013-01-28,32.437801361083984
2013-01-29,32.65841293334961
2013-01-30,32.54369354248047
2013-01-31,32.74665069580078
2013-02-01,33.0996208190918
2013-02-04,32.702537536621094
2013-02-05,33.020206451416016
2013-02-06,33.05550765991211
2013-02-07,32.97608947753906
2013-02-08,33.117271423339844
2013-02-11,33.117271423339844
2013-02-12,33.05550765991211
2013-02-13,33.0996208190918
2013-02-14,33.0996208190918
2013-02-15,33.134918212890625
2013-02-19,33.39081954956055
2013-02-20,33.20551300048828
2013-02-21,33.03786087036133
2013-02-22,33.16139221191406
2013-02-25,32.958438873291016
2013-02-26,32.949615478515625
2013-02-27,33.320220947265625
2013-02-28,33.364356994628906
2013-03-01,33.51436233520508
2013-03-04,33.77909469604492
2013-03-05,33.796730041503906
2013-03-06,33.96439743041992
2013-03-07,33.893798828125
2013-03-08,34.10558319091797
2013-03-11,34.25559616088867
2013-03-12,34.39678955078125
2013-03-13,33.98204040527344
2013-03-14,34.09676742553711
2013-03-15,33.88492202758789
2013-03-18,33.65544891357422
2013-03-19,33.752525329589844
2013-03-20,34.061458587646484
2013-03-21,34.061458587646484
2013-03-22,34.2203254699707
2013-03-25,34.14971160888672
2013-03-26,34.388038635253906
2013-03-27,34.502784729003906
2013-03-28,34.8558464050293
2013-04-01,34.723445892333984
2013-04-02,35.11180114746094
2013-04-03,34.83819580078125
2013-04-04,34.92646026611328
2013-04-05,34.811702728271484
2013-04-08,34.80289077758789
2013-04-09,34.83819580078125
2013-04-10,35.40309143066406
2013-04-11,35.71201705932617
2013-04-12,35.906192779541016
2013-04-15,35.10298538208008
2013-04-16,35.66788101196289
2013-04-17,35.676700592041016
2013-04-18,35.32363510131836
2013-04-19,35.906192779541016
2013-04-22,36.259246826171875
2013-04-23,36.418128967285156
2013-04-24,35.73849868774414
2013-04-25,36.047428131103516
2013-04-26,36.02976989746094
2013-04-29,36.091552734375
2013-04-30,35.93266677856445
2013-05-01,35.32363510131836
2013-05-02,35.89736557006836
2013-05-03,36.22394943237305
2013-05-06,36.07390213012695
2013-05-07,36.100379943847656
2013-05-08,36.13568115234375
2013-05-09,36.16216278076172
2013-05-10,36.947723388671875
2013-05-13,37.33608627319336
2013-05-14,37.9627685546875
2013-05-15,38.00690460205078
2013-05-16,37.574405670166016
2013-05-17,37.79507064819336
2013-05-20,37.7597541809082
2013-05-21,38.086341857910156
2013-05-22,38.024559020996094
2013-05-23,38.236392974853516
2013-05-24,38.17460250854492
2013-05-28,38.510013580322266
2013-05-29,38.024559020996094
2013-05-30,38.27169418334961
2013-05-31,37.54792404174805
2013-06-03,37.68915557861328
2013-06-04,37.0977668762207
2013-06-05,36.52405548095703
2013-06-06,37.0977668762207
2013-06-07,37.70680236816406
2013-06-10,37.82154083251953
2013-06-11,37.94511413574219
2013-06-12,37.6185417175293
2013-06-13,38.2187385559082
2013-06-14,38.13929748535156
2013-06-17,38.06868362426758
2013-06-18,38.38644790649414
2013-06-19,37.900978088378906
2013-06-20,36.991851806640625
2013-06-21,37.16800308227539
2013-06-24,36.69002151489258
2013-06-25,36.81393051147461
2013-06-26,37.336181640625
2013-06-27,37.557472229003906
2013-06-28,37.4069938659668
2013-07-01,37.7876091003418
2013-07-02,37.72565460205078
2013-07-03,37.557472229003906
2013-07-05,38.185935974121094
2013-07-08,38.504608154296875
2013-07-09,38.84980392456055
2013-07-10,39.0622444152832
2013-07-11,39.61990737915039
2013-07-12,39.84119415283203
2013-07-15,39.956268310546875
2013-07-16,39.70841598510742
2013-07-17,39.717262268066406
2013-07-18,39.752655029296875
2013-07-19,40.09789276123047
2013-07-22,40.33688735961914
2013-07-23,40.018226623535156
2013-07-24,40.000526428222656
2013-07-25,40.34573745727539
2013-07-26,40.84143829345703
2013-07-29,40.61128616333008
2013-07-30,40.76176071166992
2013-07-31,41.1866340637207
2013-08-01,41.79740905761719
2013-08-02,41.69118118286133
2013-08-05,41.54955291748047
2013-08-06,41.33712387084961
2013-08-07,41.29287338256836
2013-08-08,41.266300201416016
2013-08-09,41.08042907714844
2013-08-12,40.8945426940918
2013-08-13,40.991912841796875
2013-08-14,40.78832244873047
2013-08-15,40.044776916503906
2013-08-16,39.770381927490234
2013-08-19,39.6995735168457
2013-08-20,40.000526428222656
2013-08-21,40.02707290649414
2013-08-22,40.257225036621094
2013-08-23,40.46966552734375
2013-08-26,40.79717254638672
2013-08-27,39.86774826049805
2013-08-28,40.15985870361328
2013-08-29,40.55817794799805
2013-08-30,40.230674743652344
2013-09-03,40.40769958496094
2013-09-04,40.75291442871094
2013-09-05,40.62013244628906
2013-09-06,40.47850799560547
2013-09-09,40.80602264404297
2013-09-10,41.045013427734375
2013-09-11,41.009613037109375
2013-09-12,40.991912841796875
2013-09-13,41.124691009521484
2013-09-16,41.416786193847656
