Date,XHB
2010-11-04,15.101031303405762
2010-11-05,15.2197904586792
2010-11-08,15.192387580871582
2010-11-09,14.854373931884766
2010-11-10,15.064492225646973
2010-11-11,15.119307518005371
2010-11-12,14.772154808044434
2010-11-15,14.51636028289795
2010-11-16,14.260563850402832
2010-11-17,14.25143051147461
2010-11-18,14.205753326416016
2010-11-19,14.214887619018555
2010-11-22,14.25143051147461
2010-11-23,14.068716049194336
2010-11-24,14.415867805480957
2010-11-26,14.242293357849121
2010-11-29,14.233158111572266
2010-11-30,14.287970542907715
2010-12-01,14.799562454223633
2010-12-02,15.21065616607666
2010-12-03,15.347694396972656
2010-12-06,15.429911613464355
2010-12-07,15.466455459594727
2010-12-08,15.493858337402344
2010-12-09,15.548674583435059
2010-12-10,15.667435646057129
2010-12-13,15.740521430969238
2010-12-14,15.649168014526367
2010-12-15,15.548674583435059
2010-12-16,15.758790969848633
2010-12-17,15.852363586425781
2010-12-20,16.083995819091797
2010-12-21,16.2692928314209
2010-12-22,16.352672576904297
2010-12-23,16.17664337158203
2010-12-27,16.31562042236328
2010-12-28,16.148847579956055
2010-12-29,16.139585494995117
2010-12-30,16.148847579956055
2010-12-31,16.11178207397461
2011-01-03,16.352672576904297
2011-01-04,16.056201934814453
2011-01-05,16.278554916381836
2011-01-06,16.389738082885742
2011-01-07,16.46385383605957
2011-01-10,16.408262252807617
2011-01-11,16.621362686157227
2011-01-12,16.79739761352539
2011-01-13,16.69547462463379
2011-01-14,17.019752502441406
2011-01-18,16.973426818847656
2011-01-19,16.565771102905273
2011-01-20,16.547245025634766
2011-01-21,16.361940383911133
2011-01-24,16.612096786499023
2011-01-25,16.63988494873047
2011-01-26,16.964168548583984
2011-01-27,16.982688903808594
2011-01-28,16.500913619995117
2011-01-31,16.389738082885742
2011-02-01,16.67694664001465
2011-02-02,16.454591751098633
2011-02-03,16.38047218322754
2011-02-04,16.436059951782227
2011-02-07,16.69547462463379
2011-02-08,17.0104923248291
2011-02-09,17.12166976928711
2011-02-10,17.06607437133789
2011-02-11,17.11240577697754
2011-02-14,17.00122833251953
2011-02-15,16.788129806518555
2011-02-16,17.103145599365234
2011-02-17,17.353294372558594
2011-02-18,17.306964874267578
2011-02-22,16.584299087524414
2011-02-23,16.30634880065918
2011-02-24,16.278554916381836
2011-02-25,16.584299087524414
2011-02-28,16.53797721862793
2011-03-01,16.056201934814453
2011-03-02,16.25075912475586
2011-03-03,16.584299087524414
2011-03-04,16.436059951782227
2011-03-07,16.222965240478516
2011-03-08,16.79739761352539
2011-03-09,16.908573150634766
2011-03-10,16.445323944091797
2011-03-11,16.556503295898438
2011-03-14,16.30634880065918
2011-03-15,16.621362686157227
2011-03-16,16.25075912475586
2011-03-17,16.30634880065918
2011-03-18,16.50406265258789
2011-03-21,16.75468635559082
2011-03-22,16.606172561645508
2011-03-23,16.69899559020996
2011-03-24,16.828950881958008
2011-03-25,16.940336227416992
2011-03-28,16.838224411010742
2011-03-29,16.856800079345703
2011-03-30,16.921768188476562
2011-03-31,16.903209686279297
2011-04-01,17.033164978027344
2011-04-04,16.912498474121094
2011-04-05,16.95889663696289
2011-04-06,17.070289611816406
2011-04-07,17.274505615234375
2011-04-08,17.163118362426758
2011-04-11,17.116701126098633
2011-04-12,17.014589309692383
2011-04-13,17.005311965942383
2011-04-14,17.023880004882812
2011-04-15,17.200246810913086
2011-04-18,17.098133087158203
2011-04-19,17.274505615234375
2011-04-20,17.46942901611328
2011-04-21,17.46942901611328
2011-04-25,17.44158363342285
2011-04-26,17.5529727935791
2011-04-27,17.636516571044922
2011-04-28,17.68292999267578
2011-04-29,17.68292999267578
2011-05-02,17.525121688842773
2011-05-03,17.3487606048584
2011-05-04,17.24665641784668
2011-05-05,17.3580379486084
2011-05-06,17.376605987548828
2011-05-09,17.376605987548828
2011-05-10,17.571535110473633
2011-05-11,17.29306411743164
2011-05-12,17.404455184936523
2011-05-13,17.22808837890625
2011-05-16,17.04244613647461
2011-05-17,16.931053161621094
2011-05-18,17.181678771972656
2011-05-19,17.200246810913086
2011-05-20,17.107412338256836
2011-05-23,16.893930435180664
2011-05-24,16.81966781616211
2011-05-25,17.005311965942383
2011-05-26,17.200246810913086
2011-05-27,17.3580379486084
2011-05-31,17.54368782043457
2011-06-01,17.088855743408203
2011-06-02,16.912498474121094
2011-06-03,16.615455627441406
2011-06-06,16.290571212768555
2011-06-07,16.216310501098633
2011-06-08,15.965681076049805
2011-06-09,16.15133285522461
2011-06-10,15.845013618469238
2011-06-13,15.937837600708008
2011-06-14,16.327695846557617
2011-06-15,15.965681076049805
2011-06-16,16.049224853515625
2011-06-17,16.21388053894043
2011-06-20,16.446443557739258
2011-06-21,16.75341033935547
2011-06-22,16.641780853271484
2011-06-23,16.83713150024414
2011-06-24,16.641780853271484
2011-06-27,16.66969108581543
2011-06-28,16.87433433532715
2011-06-29,16.75341033935547
2011-06-30,16.799922943115234
2011-07-01,17.16271209716797
2011-07-05,17.106897354125977
2011-07-06,17.069690704345703
2011-07-07,17.218523025512695
2011-07-08,17.023174285888672
2011-07-11,16.58597183227539
2011-07-12,16.53015899658203
2011-07-13,16.58597183227539
2011-07-14,16.446443557739258
2011-07-15,16.353418350219727
2011-07-18,16.102258682250977
2011-07-19,16.53015899658203
2011-07-20,16.502248764038086
2011-07-21,16.61387825012207
2011-07-22,16.46504020690918
2011-07-25,16.278989791870117
2011-07-26,16.06504249572754
2011-07-27,15.674345970153809
2011-07-28,15.553414344787598
2011-07-29,15.60922622680664
2011-08-01,15.423185348510742
2011-08-02,14.744118690490723
2011-08-03,14.772026062011719
2011-08-04,13.916217803955078
2011-08-05,13.804587364196777
2011-08-08,12.623199462890625
2011-08-09,13.144125938415527
2011-08-10,12.465059280395508
2011-08-11,13.051105499267578
2011-08-12,13.265054702758789
2011-08-15,13.646451950073242
2011-08-16,13.525518417358398
2011-08-17,13.33017349243164
2011-08-18,12.53017520904541
2011-08-19,12.26041030883789
2011-08-22,12.251104354858398
2011-08-23,12.54878044128418
2011-08-24,12.892965316772461
2011-08-25,12.920870780944824
2011-08-26,13.31157112121582
2011-08-29,13.953424453735352
2011-08-30,14.11156177520752
2011-08-31,14.018543243408203
2011-09-01,13.739474296569824
2011-09-02,13.227846145629883
2011-09-06,13.172033309936523
2011-09-07,13.62784481048584
2011-09-08,13.31157112121582
2011-09-09,12.892965316772461
2011-09-12,13.02319622039795
2011-09-13,13.11622142791748
2011-09-14,13.488313674926758
2011-09-15,13.599939346313477
2011-09-16,13.607398986816406
2011-09-19,13.467501640319824
2011-09-20,13.364906311035156
2011-09-21,12.879927635192871
2011-09-22,12.366971015930176
2011-09-23,12.53485107421875
2011-09-26,12.945216178894043
2011-09-27,13.075786590576172
2011-09-28,12.665421485900879
2011-09-29,12.898582458496094
2011-09-30,12.394948959350586
2011-10-03,11.704792022705078
2011-10-04,12.311015129089355
2011-10-05,12.740031242370605
2011-10-06,13.113096237182617
2011-10-07,12.898582458496094
2011-10-10,13.514137268066406
2011-10-11,13.532785415649414
2011-10-12,13.775278091430664
2011-10-13,13.719319343566895
2011-10-14,14.017766952514648
2011-10-17,13.514137268066406
2011-10-18,14.316215515136719
2011-10-19,14.15766429901123
2011-10-20,14.362847328186035
2011-10-21,14.950419425964355
2011-10-24,15.379437446594238
2011-10-25,14.950419425964355
2011-10-26,15.27684497833252
2011-10-27,15.836443901062012
2011-10-28,15.463375091552734
2011-10-31,15.053008079528809
2011-11-01,14.474766731262207
2011-11-02,14.801193237304688
2011-11-03,15.07166576385498
2011-11-04,15.080988883972168
2011-11-07,15.16492748260498
2011-11-08,15.500686645507812
2011-11-09,14.754560470581055
2011-11-10,14.92243766784668
2011-11-11,15.379437446594238
2011-11-14,15.211564064025879
2011-11-15,15.370108604431152
2011-11-16,15.248869895935059
2011-11-17,14.987726211547852
2011-11-18,14.913111686706543
2011-11-21,14.558703422546387
2011-11-22,14.512070655822754
2011-11-23,14.055073738098145
2011-11-25,13.952478408813477
2011-11-28,14.46544075012207
2011-11-29,14.661294937133789
2011-11-30,15.426068305969238
2011-12-01,15.510008811950684
2011-12-02,15.659235954284668
2011-12-05,15.967015266418457
2011-12-06,15.994988441467285
2011-12-07,16.060274124145508
2011-12-08,15.537985801696777
2011-12-09,15.985663414001465
2011-12-12,15.780475616455078
2011-12-13,15.230215072631836
2011-12-14,14.76388931274414
2011-12-15,14.959746360778809
2011-12-16,15.08694839477539
2011-12-19,14.918587684631348
2011-12-20,15.704273223876953
2011-12-21,15.928751945495605
2011-12-22,15.994224548339844
2011-12-23,15.984869003295898
2011-12-27,15.91004467010498
2011-12-28,15.573324203491211
2011-12-29,16.134525299072266
2011-12-30,15.994224548339844
2012-01-03,16.246768951416016
2012-01-04,16.443193435668945
2012-01-05,16.86408805847168
2012-01-06,16.770551681518555
2012-01-09,16.86408805847168
2012-01-10,17.16339683532715
2012-01-11,17.443998336791992
2012-01-12,17.443998336791992
2012-01-13,17.23822593688965
2012-01-17,17.275634765625
2012-01-18,17.88360023498535
2012-01-19,17.930370330810547
2012-01-20,17.472057342529297
2012-01-23,17.397226333618164
2012-01-24,17.677827835083008
2012-01-25,18.05196189880371
2012-01-26,17.818126678466797
2012-01-27,17.95842933654785
2012-01-30,17.715238571166992
2012-01-31,17.462697982788086
2012-02-01,17.9958438873291
2012-02-02,18.192262649536133
2012-02-03,18.977943420410156
2012-02-06,18.921823501586914
2012-02-07,18.85634422302246
2012-02-08,18.903114318847656
2012-02-09,18.94052505493164
2012-02-10,18.669281005859375
2012-02-13,19.0340633392334
2012-02-14,18.818937301635742
2012-02-15,18.57575035095215
2012-02-16,18.72539710998535
2012-02-17,18.80022430419922
2012-02-21,18.56639289855957
2012-02-22,18.29514503479004
2012-02-23,18.65057373046875
2012-02-24,18.37932586669922
2012-02-27,18.678638458251953
2012-02-28,18.62251853942871
2012-02-29,18.82828712463379
2012-03-01,18.772171020507812
2012-03-02,18.52898597717285
2012-03-05,18.61316680908203
2012-03-06,18.05196189880371
2012-03-07,18.472858428955078
2012-03-08,18.903114318847656
2012-03-09,19.277250289916992
2012-03-12,19.398836135864258
2012-03-13,20.0255126953125
2012-03-14,19.913280487060547
2012-03-15,20.41836166381836
2012-03-16,20.15413475036621
2012-03-19,20.182241439819336
2012-03-20,20.022960662841797
2012-03-21,20.238460540771484
2012-03-22,19.985477447509766
2012-03-23,19.891782760620117
2012-03-26,20.13538932800293
2012-03-27,20.304048538208008
2012-03-28,20.350894927978516
2012-03-29,20.210350036621094
2012-03-30,20.004215240478516
2012-04-02,19.854307174682617
2012-04-03,19.854307174682617
2012-04-04,19.666912078857422
2012-04-05,19.666912078857422
2012-04-09,19.507627487182617
2012-04-10,18.683094024658203
2012-04-11,19.2171688079834
2012-04-12,19.704395294189453
2012-04-13,19.423297882080078
2012-04-16,19.488889694213867
2012-04-17,19.751239776611328
2012-04-18,19.479520797729492
2012-04-19,19.23590660095215
2012-04-20,19.207801818847656
2012-04-23,18.96418571472168
2012-04-24,19.23590660095215
2012-04-25,19.62006187438965
2012-04-26,20.004215240478516
2012-04-27,20.519550323486328
2012-04-30,20.16349983215332
2012-05-01,20.40711212158203
2012-05-02,20.810009002685547
2012-05-03,20.463327407836914
2012-05-04,20.116653442382812
2012-05-07,20.107282638549805
2012-05-08,19.854307174682617
2012-05-09,20.004215240478516
2012-05-10,19.92926025390625
2012-05-11,20.182241439819336
2012-05-14,19.779346466064453
2012-05-15,19.891782760620117
2012-05-16,19.73249626159668
2012-05-17,18.711206436157227
2012-05-18,18.48633575439453
2012-05-21,18.861116409301758
2012-05-22,19.179685592651367
2012-05-23,19.37645149230957
2012-05-24,19.629430770874023
2012-05-25,19.713762283325195
2012-05-29,20.16349983215332
2012-05-30,19.460779190063477
2012-05-31,19.40455436706543
2012-06-01,18.308311462402344
2012-06-04,17.85856819152832
2012-06-05,18.2989444732666
2012-06-06,18.65498924255371
2012-06-07,18.7205753326416
2012-06-08,19.09535789489746
2012-06-11,18.45822525024414
2012-06-12,18.76742935180664
2012-06-13,18.355159759521484
2012-06-14,18.823638916015625
2012-06-15,19.05821990966797
2012-06-18,19.435041427612305
2012-06-19,19.642309188842773
2012-06-20,19.463314056396484
2012-06-21,18.56833839416504
2012-06-22,18.700225830078125
2012-06-25,18.41761016845703
2012-06-26,18.813282012939453
2012-06-27,19.14300537109375
2012-06-28,19.331422805786133
2012-06-29,20.113344192504883
2012-07-02,20.28291893005371
2012-07-03,20.3582820892334
2012-07-05,20.584386825561523
2012-07-06,20.43364715576172
2012-07-09,20.33002471923828
2012-07-10,19.924930572509766
2012-07-11,19.727092742919922
2012-07-12,20.00971031188965
2012-07-13,20.367706298828125
2012-07-16,20.160449981689453
2012-07-17,20.179296493530273
2012-07-18,20.311182022094727
2012-07-19,20.452491760253906
2012-07-20,20.377124786376953
2012-07-23,20.320594787597656
2012-07-24,19.896665573120117
2012-07-25,19.679988861083984
2012-07-26,20.273500442504883
2012-07-27,20.612648010253906
2012-07-30,20.254650115966797
2012-07-31,19.821304321289062
2012-08-01,19.63288688659668
2012-08-02,19.755359649658203
2012-08-03,20.19813346862793
2012-08-06,20.339447021484375
2012-08-07,20.716276168823242
2012-08-08,20.885845184326172
2012-08-09,21.13079071044922
2012-08-10,20.857585906982422
2012-08-13,20.914106369018555
2012-08-14,21.008319854736328
2012-08-15,21.074270248413086
2012-08-16,21.752559661865234
2012-08-17,22.072866439819336
2012-08-20,21.667776107788086
2012-08-21,21.582990646362305
2012-08-22,21.922134399414062
2012-08-23,21.818504333496094
2012-08-24,22.063444137573242
2012-08-27,21.940977096557617
2012-08-28,21.97865867614746
2012-08-29,22.119966506958008
2012-08-30,21.950397491455078
2012-08-31,22.223596572875977
2012-09-04,22.477962493896484
2012-09-05,22.402599334716797
2012-09-06,22.939573287963867
2012-09-07,22.977256774902344
2012-09-10,22.873634338378906
2012-09-11,22.977256774902344
2012-09-12,23.429452896118164
2012-09-13,23.834550857543945
2012-09-14,24.371540069580078
2012-09-17,23.99470329284668
2012-09-18,23.759174346923828
2012-09-19,24.173702239990234
2012-09-20,24.22079849243164
2012-09-21,24.457551956176758
2012-09-24,24.165151596069336
2012-09-25,23.750139236450195
2012-09-26,23.203079223632812
2012-09-27,23.61808967590332
2012-09-28,23.42001724243164
2012-10-01,23.29739761352539
2012-10-02,23.42001724243164
2012-10-03,23.93878173828125
2012-10-04,24.108564376831055
2012-10-05,24.372661590576172
2012-10-08,24.184017181396484
2012-10-09,23.589794158935547
2012-10-10,23.51433563232422
2012-10-11,23.33512306213379
2012-10-12,23.221939086914062
2012-10-15,23.750139236450195
2012-10-16,23.94821548461914
2012-10-17,24.41038703918457
2012-10-18,24.68391990661621
2012-10-19,24.627330780029297
2012-10-22,24.53300666809082
2012-10-23,24.419816970825195
2012-10-24,24.438688278198242
2012-10-25,24.165151596069336
2012-10-26,24.07083511352539
2012-10-31,24.561302185058594
2012-11-01,25.306440353393555
2012-11-02,24.86313819885254
2012-11-05,25.2215576171875
2012-11-06,25.18382453918457
2012-11-07,24.929162979125977
2012-11-08,24.4858455657959
2012-11-09,24.212312698364258
2012-11-12,23.85388946533203
2012-11-13,23.863323211669922
2012-11-14,23.21250343322754
2012-11-15,22.967266082763672
2012-11-16,23.47661018371582
2012-11-19,23.94821548461914
2012-11-20,24.495277404785156
2012-11-21,24.551868438720703
2012-11-23,24.8725643157959
2012-11-26,24.74051856994629
2012-11-27,24.7310848236084
2012-11-28,24.77823829650879
2012-11-29,24.787677764892578
2012-11-30,24.825403213500977
2012-12-03,24.721647262573242
2012-12-04,24.797107696533203
2012-12-05,24.193445205688477
2012-12-06,24.117984771728516
2012-12-07,24.12742042541504
2012-12-10,24.09912872314453
2012-12-11,23.985942840576172
2012-12-12,24.382091522216797
2012-12-13,24.33493423461914
2012-12-14,24.146282196044922
2012-12-17,24.844270706176758
2012-12-18,25.363033294677734
2012-12-19,25.249855041503906
2012-12-20,25.33473777770996
2012-12-21,25.0216121673584
2012-12-24,24.87025260925293
2012-12-26,24.624290466308594
2012-12-27,24.624290466308594
2012-12-28,24.501314163208008
2012-12-31,25.163511276245117
2013-01-02,25.83517074584961
2013-01-03,25.910858154296875
2013-01-04,26.118968963623047
2013-01-07,25.939228057861328
2013-01-08,26.024368286132812
2013-01-09,26.251407623291016
2013-01-10,26.232486724853516
2013-01-11,26.270334243774414
2013-01-14,26.166271209716797
2013-01-15,26.36492919921875
2013-01-16,26.147350311279297
2013-01-17,26.629804611206055
2013-01-18,26.686561584472656
2013-01-22,26.781171798706055
2013-01-23,26.989290237426758
2013-01-24,27.28253936767578
2013-01-25,27.537965774536133
2013-01-28,27.254167556762695
2013-01-29,27.528501510620117
2013-01-30,27.263626098632812
2013-01-31,27.263626098632812
2013-02-01,27.197402954101562
2013-02-04,26.875762939453125
2013-02-05,27.083885192871094
2013-02-06,27.04604721069336
2013-02-07,26.781171798706055
2013-02-08,26.88522720336914
2013-02-11,26.847387313842773
2013-02-12,27.660947799682617
2013-02-13,27.67986488342285
2013-02-14,27.575803756713867
2013-02-15,27.509578704833984
2013-02-19,27.45281982421875
2013-02-20,26.232486724853516
2013-02-21,26.100048065185547
2013-02-22,26.431154251098633
2013-02-25,25.513534545898438
2013-02-26,26.270334243774414
2013-02-27,26.837928771972656
2013-02-28,26.771705627441406
2013-03-01,26.85684585571289
2013-03-04,27.197402954101562
2013-03-05,27.613645553588867
2013-03-06,27.67041015625
2013-03-07,27.613645553588867
2013-03-08,27.916366577148438
2013-03-11,28.077180862426758
2013-03-12,27.80284309387207
2013-03-13,27.935279846191406
2013-03-14,28.190702438354492
2013-03-15,28.119693756103516
2013-03-18,28.195436477661133
2013-03-19,28.21436882019043
2013-03-20,28.89606475830078
2013-03-21,28.33745574951172
2013-03-22,28.4132022857666
2013-03-25,28.299583435058594
2013-03-26,28.365859985351562
2013-03-27,28.526805877685547
2013-03-28,28.46053695678711
2013-04-01,27.977672576904297
2013-04-02,27.788318634033203
2013-04-03,27.00248146057129
2013-04-04,27.172903060913086
2013-04-05,27.371732711791992
2013-04-08,27.920867919921875
2013-04-09,27.71257209777832
2013-04-10,27.88299560546875
2013-04-11,27.987140655517578
2013-04-12,28.062883377075195
2013-04-15,26.67110252380371
2013-04-16,27.21077537536621
2013-04-17,26.86992645263672
2013-04-18,26.529083251953125
2013-04-19,27.172903060913086
2013-04-22,27.371732711791992
2013-04-23,28.072359085083008
2013-04-24,28.384794235229492
2013-04-25,28.782447814941406
2013-04-26,28.867658615112305
2013-04-29,28.87712860107422
2013-04-30,28.678295135498047
2013-05-01,28.242780685424805
2013-05-02,28.858186721801758
2013-05-03,29.21796989440918
2013-05-06,29.511478424072266
2013-05-07,29.61562728881836
2013-05-08,29.729236602783203
2013-05-09,29.795513153076172
2013-05-10,30.212100982666016
2013-05-13,30.221567153930664
2013-05-14,30.628684997558594
2013-05-15,30.713897705078125
2013-05-16,30.202634811401367
2013-05-17,30.694957733154297
2013-05-20,30.42039680480957
2013-05-21,30.35411834716797
2013-05-22,29.93753433227539
2013-05-23,30.09848976135254
2013-05-24,30.032211303710938
2013-05-28,30.231037139892578
2013-05-29,29.539886474609375
2013-05-30,29.558815002441406
2013-05-31,29.255836486816406
2013-06-03,29.00020408630371
2013-06-04,28.384794235229492
2013-06-05,28.02501106262207
2013-06-06,28.678295135498047
2013-06-07,28.8865966796875
2013-06-10,28.649890899658203
2013-06-11,28.223838806152344
2013-06-12,28.16703224182129
2013-06-13,29.1895694732666
2013-06-14,29.1895694732666
2013-06-17,29.625091552734375
2013-06-18,29.89019012451172
2013-06-19,29.208505630493164
2013-06-20,27.807254791259766
2013-06-21,27.35714340209961
2013-06-24,26.93072509765625
2013-06-25,27.31924057006836
2013-06-26,27.56561279296875
2013-06-27,28.247886657714844
2013-06-28,27.87832260131836
2013-07-01,28.162599563598633
2013-07-02,27.90675163269043
2013-07-03,28.058364868164062
2013-07-05,27.90675163269043
2013-07-08,27.688796997070312
2013-07-09,28.456357955932617
2013-07-10,28.484785079956055
2013-07-11,29.50819206237793
2013-07-12,29.517667770385742
2013-07-15,29.23338508605957
2013-07-16,28.968059539794922
2013-07-17,29.053340911865234
2013-07-18,28.977537155151367
2013-07-19,29.176528930664062
2013-07-22,29.091245651245117
2013-07-23,29.214431762695312
2013-07-24,28.60797691345215
2013-07-25,28.209980010986328
2013-07-26,28.058364868164062
2013-07-29,27.86884880065918
2013-07-30,28.143651962280273
2013-07-31,28.513212203979492
2013-08-01,28.75011444091797
2013-08-02,29.186004638671875
2013-08-05,29.005966186523438
2013-08-06,28.3426456451416
2013-08-07,27.887798309326172
2013-08-08,28.067840576171875
2013-08-09,27.982561111450195
2013-08-12,28.134174346923828
2013-08-13,27.89727783203125
2013-08-14,27.41400146484375
2013-08-15,27.451902389526367
2013-08-16,27.470853805541992
2013-08-19,26.83596420288086
2013-08-20,27.546663284301758
2013-08-21,27.461380004882812
2013-08-22,27.944650650024414
2013-08-23,27.55613136291504
2013-08-26,27.736183166503906
2013-08-27,27.1202449798584
2013-08-28,27.082345962524414
2013-08-29,27.40452766418457
2013-08-30,27.053911209106445
2013-09-03,27.072864532470703
2013-09-04,27.196054458618164
2013-09-05,27.139192581176758
2013-09-06,27.480329513549805
2013-09-09,28.418455123901367
2013-09-10,28.456357955932617
2013-09-11,28.65535545349121
2013-09-12,28.55111312866211
2013-09-13,28.645875930786133
